DEPMD__m,WOB_AVG__tf,DEPTVD__m,ROPA_AVG__m/h,TORQ_AVG__kLbf.ft,SURFRPM_AVG__rpm,MOTORRPM_AVG__rpm,BITRPM_AVG__rpm,SPP_AVG__Psi,CHKP_AVG__Psi,CEMENTP_AVG__Psi,SPM01_AVG__Stk/min,SPM02_AVG__Stk/min,SPM03_AVG__Stk/min,PITACTIVE_AVG__bbl,FLOWIN_AVG__gal/min,FLOWOUTP_AVG__%,DIN_AVG__ppg,TIN_AVG__C,DOUT_AVG__ppg,TOUT_AVG__C,HP__hp,DOC__in/rev,MSE__ksi,Comments__TOC/TOP,well,cluster
2990,0.98,2812.29,81.36,5.26,76,0,76.0,1248,0,0,80,86,0,263.051,711,26.87,11.58,41.865,11.69,42.1,76.11576542,0.702445089,9.988330703,TOC,,3
2991,0.97,2813.14,81.84,5.25,76,0,76.0,1248,0,0,80,86,0,263.213,712,27.02,11.58,41.87,11.69,42.1,75.97105864,0.706589308,9.910775482,TOC,,3
2992,0.98,2814.01,84.15,5.21,76,0,76.0,1248,0,0,80,87,0,263.171,713,25.45,11.56,41.887,11.69,42.1,75.39223153,0.726533361,9.567007619,TOC,,3
2993,0.96,2814.87,85.6,5.24,76,0,76.0,1249,0,0,80,86,0,263.162,713,27.27,11.58,41.905,11.69,42.2,75.82635187,0.739052355,9.458751486,TOC,,3
2994,0.97,2815.73,80.08,5.24,76,0,76.0,1249,0,0,80,86,0,263.267,712,25.35,11.57,41.905,11.69,42.2,75.82635187,0.691393839,10.10853476,TOC,,3
2995,0.97,2816.6,74.31,5.24,75,0,75.0,1249,0,0,80,86,0,263.173,711,25.97,11.57,41.896,11.69,42.3,74.82863671,0.650131234,10.74767296,TOC,,3
2996,0.97,2817.46,68.29,5.26,76,0,76.0,1250,0,0,80,86,0,262.932,713,26.89,11.57,41.883,11.69,42.3,76.11576542,0.589601464,11.89219126,TOC,,3
2997,0.98,2818.33,67.17,5.24,76,0,76.0,1252,0,0,80,86,0,262.988,712,27.07,11.56,41.882,11.69,42.3,75.82635187,0.57993162,12.04441581,TOC,,3
2998,0.98,2819.19,68.62,5.25,76,0,76.0,1251,0,0,80,86,0,263.112,711,26.17,11.56,41.87,11.69,42.3,75.97105864,0.592450615,11.81315227,TOC,,3
2999,0.96,2820.06,66.01,5.23,76,0,76.0,1251,0,0,80,86,0,262.971,711,26.72,11.57,41.866,11.69,42.4,75.68164509,0.569916425,12.23128912,TOC,,3
3000,0.97,2820.92,63.1,5.21,76,0,76.0,1252,0,0,79,86,0,262.911,708,26.69,11.55,41.888,11.69,42.4,75.39223153,0.544792098,12.74523028,TOC,,3
3001,0.97,2821.78,72.83,5.21,76,0,76.0,1252,0,0,80,86,0,262.828,710,26.59,11.57,41.913,11.69,42.3,75.39223153,0.628798867,11.04760108,TOC,,3
3002,0.96,2822.65,71.36,5.21,76,0,76.0,1253,0,0,80,86,0,262.737,712,26.6,11.56,41.938,11.69,42.3,75.39223153,0.616107197,11.27399506,TOC,,3
3003,0.96,2823.51,71.94,5.23,76,0,76.0,1253,0,0,80,86,0,262.905,712,26.85,11.56,41.938,11.69,42.4,75.68164509,0.621114795,11.2261917,TOC,,3
3004,0.96,2824.38,70.19,5.22,76,0,76.0,1254,0,0,80,86,0,262.907,712,26.17,11.57,41.912,11.69,42.4,75.53693831,0.606005664,11.48321561,TOC,,3
3005,0.96,2825.24,70.77,5.24,76,0,76.0,1252,0,0,80,86,0,262.655,712,25.38,11.57,41.91,11.66,42.4,75.82635187,0.611013262,11.43290726,TOC,,3
3006,0.96,2826.1,70.02,5.27,76,0,76.0,1253,0,0,80,86,0,262.747,712,26.56,11.55,41.921,11.67,42.3,76.2604722,0.60453792,11.62089888,TOC,,3
3007,0.95,2826.97,70.97,5.24,76,0,76.0,1254,0,0,80,86,0,263.015,712,26.74,11.55,41.939,11.65,42.3,75.82635187,0.612740019,11.40040017,TOC,,3
3008,0.96,2827.83,71.37,5.24,76,0,76.0,1247,0,0,80,86,0,272.333,711,26.21,11.58,41.944,11.67,42.3,75.82635187,0.616193535,11.33711077,TOC,,3
3009,0.95,2828.7,71.65,5.27,76,0,76.0,1243,0,0,80,86,0,281.721,712,26.14,11.56,41.952,11.65,42.4,76.2604722,0.618610996,11.35699711,TOC,,3
3010,0.96,2829.57,69.3,5.25,76,0,76.0,1259,0,0,80,86,0,281.945,713,26.82,11.57,41.956,11.66,42.4,75.97105864,0.598321591,11.69682667,TOC,,3
3011,1.0,2830.43,70.1,5.15,76,0,76.0,1263,0,0,80,86,0,277.153,712,26.75,11.59,41.97,11.66,42.5,74.52399086,0.605228623,11.3458117,TOC,,3
3015,0.98,2833.89,52.16,5.24,77,0,77.0,1274,0,0,80,87,0,237.091,714,25.88,11.69,41.329,11.62,42.4,76.82406702,0.444489893,15.70270869,TOC,,3
3016,0.98,2834.75,53.57,5.25,77,0,77.0,1275,0,0,80,87,0,237.356,714,26,11.69,41.603,11.64,42.4,76.97067784,0.456505437,15.31952745,TOC,,3
3017,0.98,2835.63,54.76,5.27,77,0,77.0,1273,0,0,80,87,0,237.656,714,27.32,11.7,41.734,11.69,42.4,77.26389947,0.466646215,15.04440461,TOC,,3
3018,0.91,2836.47,49.56,5.23,77,0,77.0,1272,0,0,80,87,0,237.822,714,26.19,11.7,41.802,11.7,42.5,76.67745621,0.422333572,16.49024235,TOC,,3
3019,0.77,2837.34,49.52,5.23,76,0,76.0,1273,0,0,80,87,0,238.018,714,25.91,11.7,41.879,11.69,42.4,75.68164509,0.427545241,16.28413926,TOC,,0
3020,0.67,2838.21,51.26,5.23,77,0,77.0,1272,0,0,80,87,0,237.951,713,26.15,11.69,41.921,11.7,42.3,76.67745621,0.436820397,15.93506883,TOC,,0
3021,0.61,2839.06,50.01,5.22,76,0,76.0,1272,0,0,80,87,0,238.336,715,27.14,11.7,41.937,11.7,42.4,75.53693831,0.431775798,16.08779203,TOC,,0
3022,0.57,2839.92,49.5,5.23,76,0,76.0,1272,0,0,80,87,0,238.246,715,26.27,11.7,41.946,11.7,42.2,75.68164509,0.427372565,16.28280746,TOC,,0
3023,0.52,2840.79,49.61,5.24,76,0,76.0,1272,0,0,80,87,0,238.412,715,26.6,11.7,41.943,11.7,42.3,75.82635187,0.428322282,16.27580034,TOC,,0
3024,0.47,2841.66,49.56,5.28,76,0,76.0,1272,0,0,80,87,0,238.325,715,26.25,11.7,41.936,11.69,42.4,76.40517898,0.427890593,16.41443634,TOC,,0
3025,0.42,2842.52,59.7,5.26,76,0,76.0,1272,0,0,80,87,0,238.519,715,26.76,11.7,41.986,11.7,42.4,76.11576542,0.515437215,13.5760778,TOC,,0
3026,0.39,2843.41,68.48,5.27,76,0,76.0,1272,0,0,80,87,0,238.764,713,25.27,11.7,42.014,11.7,42.5,76.2604722,0.591241884,11.85886863,TOC,,0
3027,0.37,2844.25,66.32,5.23,76,0,76.0,1273,0,0,80,87,0,238.73,713,25.83,11.69,41.997,11.69,42.3,75.68164509,0.5725929,12.15099159,TOC,,0
3028,0.39,2845.13,73.18,5.26,76,0,76.0,1273,0,0,80,87,0,238.654,715,27.39,11.7,41.979,11.69,42.3,76.11576542,0.631820693,11.07718969,TOC,,0
3029,0.47,2845.98,64.11,5.24,76,0,76.0,1274,0,0,80,87,0,238.677,715,27.3,11.7,41.986,11.7,42.3,75.82635187,0.553512225,12.59731158,TOC,,0
3030,0.49,2846.85,66.8,5.25,76,0,76.0,1273,0,0,80,87,0,238.802,715,27.44,11.7,42.024,11.7,42.4,75.97105864,0.576737118,12.1146006,TOC,,0
3031,0.53,2847.7,67.1,5.31,76,0,76.0,1273,0,0,80,87,0,238.994,713,26.43,11.7,42.041,11.7,42.5,76.83929931,0.579327255,12.19971666,TOC,,0
3032,0.55,2848.56,65.91,5.3,76,0,76.0,1275,0,0,80,87,0,238.768,715,26.22,11.7,42.03,11.7,42.5,76.69459254,0.569053046,12.39704391,TOC,,0
3033,0.6,2849.43,64.03,5.27,76,0,76.0,1275,0,0,80,87,0,238.623,715,27.05,11.7,42.031,11.7,42.6,76.2604722,0.552821522,12.69026769,TOC,,0
3034,0.66,2850.29,64.59,5.29,76,0,76.0,1276,0,0,80,87,0,238.638,714,26.83,11.7,42.025,11.69,42.6,76.54988576,0.557656444,12.630471,TOC,,0
3035,0.73,2851.15,67.65,5.28,76,0,76.0,1277,0,0,80,87,0,238.468,715,25.5,11.69,42.012,11.69,42.5,76.40517898,0.584075839,12.04035384,TOC,,0
3036,0.79,2852.03,66.43,5.28,76,0,76.0,1277,0,0,80,87,0,238.462,716,26.6,11.7,42.014,11.69,42.5,76.40517898,0.573542616,12.2633175,TOC,,0
3037,0.83,2852.88,64.8,5.28,76,0,76.0,1279,0,0,79,86,0,238.574,706,27.61,11.69,42.014,11.7,42.6,76.40517898,0.55946954,12.57258788,TOC,,0
3038,0.84,2853.74,63.85,5.31,76,0,76.0,1278,0,0,79,86,0,238.228,704,26.83,11.7,42.022,11.7,42.6,76.83929931,0.55126744,12.83186687,TOC,,0
3039,0.85,2854.61,67.36,5.26,76,0,76.0,1279,0,0,80,87,0,238.432,715,26.63,11.7,42.04,11.69,42.6,76.11576542,0.58157204,12.05111146,TOC,,3
3040,0.82,2855.47,65.11,5.28,76,0,76.0,1279,0,0,80,87,0,238.262,715,26.26,11.69,42.013,11.69,42.7,76.40517898,0.562146015,12.51248873,TOC,,0
3041,0.71,2856.33,63.49,5.29,76,0,76.0,1278,0,0,80,87,0,238.562,715,25.9,11.7,41.994,11.69,42.7,76.54988576,0.548159276,12.85082414,TOC,,0
3042,0.61,2857.2,62.98,5.27,76,0,76.0,1278,0,0,80,87,0,238.417,715,27.79,11.7,42.014,11.69,42.5,76.2604722,0.543756044,12.90183919,TOC,,0
3043,0.53,2858.06,71.37,5.3,76,0,76.0,1280,0,0,80,87,0,238.503,716,26.53,11.7,41.996,11.7,42.6,76.69459254,0.616193535,11.44950809,TOC,,0
3044,0.5,2858.93,69.96,5.32,76,0,76.0,1279,0,0,80,87,0,238.365,714,27.59,11.69,41.965,11.7,42.7,76.98400609,0.604019892,11.72265493,TOC,,0
3045,0.45,2859.79,67.13,5.33,76,0,76.0,1279,0,0,80,87,0,238.218,714,26.02,11.7,41.977,11.7,42.7,77.12871287,0.579586269,12.23696507,TOC,,0
3046,0.43,2860.66,74.01,5.32,76,0,76.0,1279,0,0,80,87,0,238.142,715,26.68,11.7,41.999,11.69,42.7,76.98400609,0.638986738,11.07947986,TOC,,0
3047,0.43,2861.51,79.91,5.36,76,0,76.0,1281,0,0,80,87,0,238.424,713,25.95,11.7,42.017,11.7,42.7,77.56283321,0.689926095,10.33973731,TOC,,0
3048,0.42,2862.38,70.24,5.33,76,0,76.0,1278,0,0,80,87,0,237.189,714,26.07,11.69,42.029,11.69,42.7,77.12871287,0.606437353,11.69475391,TOC,,0
3049,0.4,2863.24,73.08,5.34,76,0,76.0,1279,0,0,80,87,0,236.896,715,26.68,11.69,42.04,11.69,42.8,77.27341965,0.630957315,11.2611915,TOC,,0
3050,0.4,2864.1,73.15,5.33,76,0,76.0,1279,0,0,80,87,0,239.605,714,27.77,11.69,42.031,11.69,42.8,77.12871287,0.63156168,11.22939172,TOC,,0
3051,0.4,2864.97,71.82,5.37,76,0,76.0,1279,0,0,80,87,0,240.842,712,26.05,11.67,42,11.7,42.9,77.70753998,0.62007874,11.52276383,TOC,,0
3052,0.42,2865.83,75.53,5.34,76,0,76.0,1277,0,0,80,87,0,242,714,26.88,11.65,41.993,11.7,42.9,77.27341965,0.652110098,10.8972096,TOC,,0
3053,0.42,2866.69,79.3,5.37,76,0,76.0,1277,0,0,80,87,0,241.613,715,26.7,11.63,42,11.7,43,77.70753998,0.684659483,10.43815518,TOC,,0
3054,0.42,2867.56,79.38,5.4,76,0,76.0,1275,0,0,80,87,0,240.396,712,25.71,11.65,42.037,11.7,42.9,78.14166032,0.685350186,10.48581459,TOC,,0
3055,0.43,2868.43,80.01,5.38,76,0,76.0,1274,0,0,80,87,0,240.074,712,28.19,11.64,42.042,11.7,42.8,77.85224676,0.690789474,10.36530508,TOC,,0
3056,0.43,2869.29,76.78,5.41,76,0,76.0,1270,0,0,80,87,0,239.027,714,26.7,11.64,42.053,11.69,42.9,78.2863671,0.662902335,10.86077278,TOC,,0
3057,0.45,2870.15,81.4,5.37,76,0,76.0,1264,0,0,80,87,0,238.869,711,26.82,11.66,42.067,11.7,43,77.70753998,0.702790441,10.17047895,TOC,,0
3058,0.44,2871,78.01,5.33,76,0,76.0,1263,0,0,79,85,0,238.437,702,28.01,11.7,42.076,11.7,43,77.12871287,0.673521895,10.53236793,TOC,,0
3059,0.44,2871.87,76.53,5.35,76,0,76.0,1254,0,0,80,87,0,238.28,715,25.75,11.7,42.063,11.7,43,77.41812643,0.660743887,10.77593435,TOC,,0
3060,0.45,2872.73,73.14,5.39,76,0,76.0,1243,0,0,80,87,0,237.939,714,27.11,11.7,42.042,11.7,43,77.99695354,0.631475342,11.35914872,TOC,,0
3061,0.45,2873.6,72.14,5.37,76,0,76.0,1240,0,0,80,87,0,238.191,714,26.5,11.7,42.045,11.7,43,77.70753998,0.622841553,11.47369576,TOC,,0
3062,0.45,2874.48,75.13,5.39,76,0,76.0,1242,0,0,80,87,0,238.022,715,26.56,11.7,42.075,11.7,43.1,77.99695354,0.648656582,11.05874491,TOC,,0
3063,0.46,2875.32,72.41,5.41,76,0,76.0,1244,0,0,80,87,0,238.123,717,26.97,11.7,42.082,11.7,43.2,78.2863671,0.625172676,11.51638881,TOC,,0
3064,0.47,2876.18,76.02,5.4,76,0,76.0,1247,0,0,79,87,0,237.48,711,28.65,11.7,42.093,11.7,43.2,78.14166032,0.656340655,10.95051758,TOC,,0
3065,0.48,2877.05,74.35,5.37,76,0,76.0,1248,0,0,80,87,0,237.873,713,26.68,11.7,42.09,11.7,43.1,77.70753998,0.641922227,11.13436157,TOC,,0
3066,0.49,2877.93,72.23,5.36,76,0,76.0,1252,0,0,80,87,0,237.54,716,26.57,11.7,42.107,11.7,43.1,77.56283321,0.623618594,11.43969464,TOC,,0
3067,0.5,2878.77,73.73,5.4,76,0,76.0,1253,0,0,80,87,0,237.518,716,26.47,11.7,42.052,11.7,43.2,78.14166032,0.636569278,11.29124098,TOC,,0
3068,0.49,2879.63,73.42,5.38,76,0,76.0,1256,0,0,80,87,0,236.939,714,28.68,11.7,42.051,11.7,43.3,77.85224676,0.633892803,11.29651492,TOC,,0
3069,0.5,2880.5,75.47,5.41,76,0,76.0,1257,0,0,80,87,0,237.583,714,25.6,11.69,42.078,11.7,43.3,78.2863671,0.651592071,11.05176274,TOC,,0
3070,0.51,2881.35,78.64,5.34,76,0,76.0,1259,0,0,80,87,0,237.531,715,27.15,11.7,42.096,11.7,43.3,77.27341965,0.678961182,10.47046488,TOC,,0
3071,0.51,2882.23,75.37,5.39,76,0,76.0,1261,0,0,80,87,0,237.449,714,26.13,11.7,42.102,11.7,43.4,77.99695354,0.650728692,11.02595693,TOC,,0
3072,0.52,2883.08,75.62,5.39,76,0,76.0,1263,0,0,80,87,0,237.12,715,25.95,11.69,42.105,11.67,43.3,77.99695354,0.652887139,10.98996662,TOC,,0
3073,0.54,2883.94,76.3,5.39,76,0,76.0,1264,0,0,80,87,0,237.298,715,25.94,11.7,42.107,11.7,43.2,77.99695354,0.658758116,10.89299489,TOC,,0
3074,0.54,2884.81,77.64,5.33,76,0,76.0,1265,0,0,80,87,0,237.266,715,25.75,11.7,42.118,11.7,43.2,77.12871287,0.670327393,10.58642749,TOC,,0
3075,0.54,2885.67,79.58,5.41,76,0,76.0,1266,0,0,80,87,0,237.223,716,27.07,11.7,42.121,11.69,43.2,78.2863671,0.687076944,10.4835815,TOC,,0
3076,0.55,2886.54,75.41,5.37,76,0,76.0,1268,0,0,80,87,0,237.21,717,26.69,11.7,42.136,11.69,43.2,77.70753998,0.651074043,10.98088263,TOC,,0
3077,0.54,2887.4,76.63,5.41,76,0,76.0,1268,0,0,80,87,0,237.124,714,26.56,11.7,42.16,11.69,43.2,78.2863671,0.661607266,10.88634348,TOC,,0
3078,0.54,2888.29,79.95,5.33,76,0,76.0,1274,0,0,80,87,0,237.322,715,27.06,11.7,42.177,11.7,43.2,77.12871287,0.690271446,10.28116944,TOC,,0
3079,0.53,2889.13,72.24,5.4,76,0,76.0,1270,0,0,80,87,0,237.203,713,26.97,11.69,42.183,11.7,43.3,78.14166032,0.623704932,11.52490818,TOC,,0
3080,0.53,2889.98,84.06,5.42,76,0,76.0,1270,0,0,80,87,0,236.985,715,26.41,11.7,42.194,11.7,43.4,78.43107388,0.72575632,9.943906006,TOC,,0
3081,0.53,2890.85,74.22,5.43,76,0,76.0,1271,0,0,80,87,0,236.82,714,27.27,11.69,42.132,11.69,43.4,78.57578065,0.640799834,11.28021748,TOC,,0
3082,0.53,2891.7,72.87,5.39,76,0,76.0,1271,0,0,80,87,0,236.714,714,26.08,11.7,42.148,11.7,43.3,77.99695354,0.629144219,11.40433069,TOC,,0
3083,0.53,2892.57,78.17,5.4,76,0,76.0,1272,0,0,80,87,0,236.604,714,27.12,11.69,42.188,11.69,43.3,78.14166032,0.674903302,10.65221306,TOC,,0
3084,0.55,2893.44,77.97,5.4,76,0,76.0,1274,0,0,80,87,0,236.572,715,27.05,11.69,42.217,11.7,43.3,78.14166032,0.673176544,10.68027314,TOC,,0
3085,0.55,2894.29,68.47,5.38,76,0,76.0,1275,0,0,80,87,0,236.506,714,28.11,11.7,42.197,11.7,43.3,77.85224676,0.591155546,12.11416071,TOC,,0
3086,0.56,2895.16,63.03,5.38,76,0,76.0,1275,0,0,80,87,0,236.177,715,25.5,11.7,42.189,11.7,43.4,77.85224676,0.544187733,13.15823114,TOC,,0
3087,0.57,2896.02,63.92,5.39,76,0,76.0,1275,0,0,80,87,0,236.084,715,26.73,11.7,42.192,11.7,43.5,77.99695354,0.551871805,12.99979997,TOC,,0
3088,0.58,2896.87,63.22,5.36,76,0,76.0,1276,0,0,80,87,0,236.009,716,26.42,11.69,42.216,11.7,43.5,77.56283321,0.545828153,13.07085567,TOC,,0
3089,0.58,2897.73,56.66,5.39,76,0,76.0,1275,0,0,80,87,0,235.967,715,27.06,11.69,42.252,11.7,43.2,77.99695354,0.489190496,14.66301014,TOC,,0
3090,0.58,2898.6,57.07,5.36,76,0,76.0,1275,0,0,80,87,0,236.022,715,26.17,11.69,42.232,11.7,43.3,77.56283321,0.492730349,14.4769339,TOC,,0
3091,0.59,2899.46,57.92,5.38,76,0,76.0,1274,0,0,80,87,0,235.839,715,26.37,11.69,42.217,11.7,43.3,77.85224676,0.50006907,14.31835146,TOC,,0
3092,0.63,2900.32,57.06,5.37,76,0,76.0,1274,0,0,80,87,0,235.61,714,26.41,11.69,42.251,11.7,43.4,77.70753998,0.492644012,14.50841296,TOC,,0
3093,0.66,2901.18,57.67,5.38,76,0,76.0,1274,0,0,80,87,0,235.471,715,27.21,11.69,42.27,11.69,43.4,77.85224676,0.497910623,14.38308527,TOC,,0
3094,0.68,2902.05,61.81,5.35,76,0,76.0,1273,0,0,80,87,0,235.575,712,26.7,11.69,42.287,11.7,43.7,77.41812643,0.53365451,13.34755441,TOC,,0
3095,0.71,2902.91,61.51,5.36,76,0,76.0,1275,0,0,80,87,0,235.899,714,27.3,11.69,42.296,11.7,43.7,77.56283321,0.531064374,13.43872764,TOC,,0
3096,0.72,2903.77,60.96,5.39,76,0,76.0,1273,0,0,80,87,0,235.981,714,26.68,11.69,42.275,11.7,43.7,77.99695354,0.526315789,13.63585498,TOC,,0
3097,0.74,2904.64,61.83,5.36,76,0,76.0,1266,0,0,80,87,0,244.93,716,26.65,11.69,42.245,11.69,43.8,77.56283321,0.533827186,13.37050573,TOC,,0
3098,0.76,2905.5,60.75,5.38,76,0,76.0,1271,0,0,80,87,0,253.423,714,26.17,11.69,42.262,11.7,43.8,77.85224676,0.524502694,13.65913982,TOC,,0
3099,0.76,2906.35,60.77,5.33,76,0,76.0,1279,0,0,80,87,0,253.509,713,25.78,11.69,42.264,11.7,43.8,77.12871287,0.52467537,13.52803131,TOC,,0
3100,0.77,2907.21,60.2,5.38,76,0,76.0,1257,0,0,80,87,0,253.663,714,25.72,11.7,42.254,11.7,43.8,77.85224676,0.51975411,13.78405334,TOC,,0
3101,1.19,2908.15,93.83,5.35,76,0,76.0,1237,0,0,80,87,0,253.672,715,26.56,11.7,42.258,11.7,43.8,77.41812643,0.81010844,8.821935865,TOC,,3
3104,2.01,2910.66,42.74,5.42,76,0,76.0,1292,0,0,80,87,0,249.839,716,26,11.7,42.317,11.7,44.1,78.43107388,0.36900815,19.5956498,TOC,,2
3105,2.02,2911.52,42.08,5.37,76,0,76.0,1293,0,0,80,87,0,249.581,715,26.33,11.7,42.312,11.7,44,77.70753998,0.363309849,19.7192827,TOC,,2
3106,2.03,2912.38,42.18,5.4,76,0,76.0,1293,0,0,80,87,0,249.911,714,26.35,11.7,42.317,11.7,44,78.14166032,0.364173228,19.78257425,TOC,,2
3107,2.03,2913.25,44.42,5.42,76,0,76.0,1293,0,0,80,87,0,249.999,716,26.63,11.69,42.362,11.69,44,78.43107388,0.383512916,18.8583189,TOC,,2
3108,2.03,2914.11,45.69,5.42,76,0,76.0,1293,0,0,80,87,0,250.108,715,27.08,11.69,42.417,11.7,44.2,78.43107388,0.394477828,18.33636129,TOC,,2
3109,2.03,2914.97,49.11,5.43,76,0,76.0,1294,0,0,80,87,0,250.001,716,25.9,11.69,42.445,11.7,44.3,78.57578065,0.424005387,17.09634536,TOC,,2
3110,2.02,2915.83,50.05,5.41,76,0,76.0,1294,0,0,80,87,0,250.106,716,26.32,11.7,42.412,11.69,44.3,78.2863671,0.432121149,16.71486843,TOC,,2
3111,2.01,2916.69,50.06,5.41,76,0,76.0,1294,0,0,80,87,0,250.106,716,26.92,11.7,42.394,11.7,44.3,78.2863671,0.432207487,16.71115045,TOC,,2
3112,2.01,2916.74,50.14,5.44,76,0,76.0,1294,0,0,80,87,0,249.574,716,26.64,11.7,42.444,11.7,44.5,78.72048743,0.43289819,16.77669468,TOC,,2
3113,2.01,2916.74,50.14,5.44,76,0,76.0,1294,0,0,80,87,0,249.574,716,26.64,11.7,42.444,11.7,44.5,78.72048743,0.43289819,16.77669468,TOC,,2
3114,2.01,2916.74,50.14,5.44,76,0,76.0,1294,0,0,80,87,0,249.574,716,26.64,11.7,42.444,11.7,44.5,78.72048743,0.43289819,16.77669468,TOC,,2
3115,2.01,2916.74,50.14,5.44,76,0,76.0,1294,0,0,80,87,0,249.574,716,26.64,11.7,42.444,11.7,44.5,78.72048743,0.43289819,16.77669468,TOC,,2
3116,2.01,2916.74,50.14,5.44,76,0,76.0,1294,0,0,80,87,0,249.574,716,26.64,11.7,42.444,11.7,44.5,78.72048743,0.43289819,16.77669468,TOC,,2
3117,2.01,2916.74,50.14,5.44,76,0,76.0,1294,0,0,80,87,0,249.574,716,26.64,11.7,42.444,11.7,44.5,78.72048743,0.43289819,16.77669468,TOC,,2
3118,2.04,2922.72,52.31,5.45,76,0,76.0,1295,0,0,80,87,0,250.051,714,26.67,11.69,42.463,11.7,44.6,78.86519421,0.451633513,16.11463758,TOC,,2
3119,2.02,2923.58,50.97,5.44,76,0,76.0,1295,0,0,80,87,0,249.535,715,25.35,11.69,42.438,11.7,44.4,78.72048743,0.440064235,16.50518915,TOC,,2
3120,2.0,2924.45,54.47,5.47,76,0,76.0,1295,0,0,80,87,0,249.671,715,26.41,11.69,42.386,11.7,44.3,79.15460777,0.470282498,15.53373643,TOC,,2
3121,1.99,2925.3,74.56,5.45,76,0,76.0,1295,0,0,80,87,0,249.802,716,26.54,11.7,42.41,11.7,44.4,78.86519421,0.643735323,11.32781822,TOC,,2
3122,1.96,2926.17,73.9,5.43,76,0,76.0,1295,0,0,80,87,0,249.64,714,27.21,11.69,42.429,11.7,44.4,78.57578065,0.638037022,11.38544981,TOC,,2
3123,1.97,2927.03,71.5,5.37,76,0,76.0,1294,0,0,80,87,0,249.558,715,26.54,11.69,42.451,11.7,44.4,77.70753998,0.617315928,11.63627046,TOC,,2
3124,1.95,2927.89,71.06,5.43,76,0,76.0,1294,0,0,80,87,0,249.738,715,27.11,11.7,42.472,11.7,44.5,78.57578065,0.61351706,11.83699454,TOC,,2
3125,1.97,2928.75,76.7,5.46,76,0,76.0,1296,0,0,80,87,0,249.796,716,26.47,11.69,42.507,11.7,44.4,79.00990099,0.662211631,11.0332296,TOC,,2
3126,1.96,2929.61,72.76,5.47,76,0,76.0,1298,0,0,80,87,0,249.43,715,27.72,11.7,42.497,11.7,44.4,79.15460777,0.628194502,11.64722923,TOC,,2
3127,1.95,2930.48,71.64,5.43,76,0,76.0,1296,0,0,80,88,0,249.938,718,27.47,11.7,42.498,11.7,44.5,78.57578065,0.618524658,11.74178532,TOC,,2
3128,1.94,2931.35,72.35,5.49,76,0,76.0,1296,0,0,80,87,0,249.514,717,26.43,11.69,42.511,11.7,44.5,79.44402133,0.624654648,11.75454685,TOC,,2
3129,1.96,2932.21,79.74,5.52,76,0,76.0,1297,0,0,80,87,0,249.723,716,26.47,11.7,42.52,11.7,44.6,79.87814166,0.688458351,10.73097068,TOC,,2
3130,1.95,2933.06,68.38,5.47,76,0,76.0,1296,0,0,80,87,0,249.76,716,26.38,11.69,42.49,11.7,44.5,79.15460777,0.590378505,12.38792537,TOC,,2
3131,1.95,2933.91,72.03,5.44,76,0,76.0,1296,0,0,80,87,0,249.645,717,26.51,11.69,42.468,11.7,44.6,78.72048743,0.621891836,11.69999323,TOC,,2
3132,1.95,2934.77,71.99,5.44,76,0,76.0,1296,0,0,80,87,0,249.768,716,26.51,11.69,42.465,11.7,44.7,78.72048743,0.621546484,11.70645134,TOC,,2
3133,1.94,2935.64,77.27,5.48,76,0,76.0,1299,0,0,80,87,0,249.74,716,25.68,11.7,42.461,11.7,44.7,79.29931455,0.667132891,10.99106327,TOC,,2
3134,1.94,2936.49,67.92,5.49,76,0,76.0,1298,0,0,80,88,0,249.625,718,25.77,11.7,42.453,11.69,44.5,79.44402133,0.586406962,12.51622553,TOC,,2
3135,1.94,2937.35,72.86,5.5,76,0,76.0,1297,0,0,80,87,0,249.832,717,26.17,11.69,42.468,11.7,44.5,79.5887281,0.629057881,11.69392694,TOC,,2
3136,1.95,2938.21,72.52,5.48,76,0,76.0,1298,0,0,80,87,0,249.662,715,26.55,11.69,42.52,11.7,44.7,79.29931455,0.626122393,11.70634522,TOC,,2
3137,1.95,2939.09,76.08,5.54,76,0,76.0,1298,0,0,80,87,0,249.609,716,27.03,11.69,42.553,11.7,44.7,80.16755522,0.656858682,11.28354609,TOC,,2
3138,1.96,2939.94,68.07,5.48,76,0,76.0,1297,0,0,80,87,0,249.664,716,26.65,11.69,42.562,11.69,44.8,79.29931455,0.587702031,12.46699461,TOC,,2
3139,1.96,2940.8,70.34,5.52,76,0,76.0,1298,0,0,80,88,0,249.565,717,26.27,11.69,42.549,11.69,44.8,79.87814166,0.607300732,12.15467655,TOC,,2
3140,1.95,2941.65,69.03,5.51,76,0,76.0,1299,0,0,80,88,0,249.637,717,26.96,11.69,42.563,11.7,44.8,79.73343488,0.595990468,12.36118068,TOC,,2
3141,1.93,2942.52,69.42,5.53,76,0,76.0,1298,0,0,80,88,0,249.451,717,27.22,11.69,42.589,11.7,44.8,80.02284844,0.599357646,12.33571674,TOC,,2
3142,1.91,2943.39,64.13,5.53,76,0,76.0,1298,0,0,80,87,0,249.665,716,26.7,11.69,42.609,11.69,44.8,80.02284844,0.553684901,13.34619631,TOC,,2
3143,1.91,2944.23,64.29,5.49,76,0,76.0,1299,0,0,80,88,0,249.429,717,26.43,11.69,42.615,11.7,44.7,79.44402133,0.555066308,13.21741692,TOC,,2
