DEPMD__m,WOB_AVG__tf,DEPTVD__m,ROPA_AVG__m/h,TORQ_AVG__kLbf.ft,SURFRPM_AVG__rpm,MOTORRPM_AVG__rpm,BITRPM_AVG__rpm,SPP_AVG__Psi,CHKP_AVG__Psi,CEMENTP_AVG__Psi,SPM01_AVG__Stk/min,SPM02_AVG__Stk/min,SPM03_AVG__Stk/min,PITACTIVE_AVG__bbl,FLOWIN_AVG__gal/min,FLOWOUTP_AVG__%,DIN_AVG__ppg,TIN_AVG__C,DOUT_AVG__ppg,TOUT_AVG__C,HP__hp,DOC__in/rev,MSE__ksi,Comments__TOC/TOP,well,cluster
2835,1.04,2673.3,64.93,5.04,75,0,75.0,1195,0,0,80,87,0,205.462,712,26.65,11.69,41.144,11.69,40.2,71.97258187,0.568066492,11.82974288,TOC,,3
2836,1.04,2673.3,64.93,5.04,75,0,75.0,1195,0,0,80,87,0,205.462,712,26.65,11.69,41.144,11.69,40.2,71.97258187,0.568066492,11.82974288,TOC,,3
2837,1.04,2673.3,64.93,5.04,75,0,75.0,1195,0,0,80,87,0,205.462,712,26.65,11.69,41.144,11.69,40.2,71.97258187,0.568066492,11.82974288,TOC,,3
2838,1.1,2680.49,63.35,5.05,75,0,75.0,1195,0,0,80,87,0,205.52,713,27.22,11.69,41.169,11.69,40.2,72.11538462,0.55424322,12.15010503,TOC,,3
2839,1.09,2681.36,64.07,5.02,75,0,75.0,1194,0,0,80,87,0,205.455,714,27.22,11.69,41.191,11.69,40.2,71.68697639,0.560542432,11.94254643,TOC,,3
2840,1.09,2682.23,64.36,5.01,75,0,75.0,1195,0,0,79,87,0,205.588,712,26.12,11.69,41.199,11.69,40.2,71.54417365,0.563079615,11.86533106,TOC,,3
2841,1.1,2683.09,64.79,5.05,75,0,75.0,1193,0,0,80,87,0,205.968,713,26.49,11.69,41.199,11.69,40.3,72.11538462,0.566841645,11.88102661,TOC,,3
2842,1.09,2683.96,64.05,5.06,75,0,75.0,1193,0,0,79,87,0,205.863,713,27.7,11.69,41.217,11.69,40.3,72.25818736,0.560367454,12.04110843,TOC,,3
2843,1.09,2684.83,64.83,5.06,75,0,75.0,1193,0,0,80,87,0,205.7,713,26.66,11.69,41.254,11.69,40.4,72.25818736,0.567191601,11.89675418,TOC,,3
2844,1.09,2685.7,65.08,5.04,75,0,75.0,1193,0,0,79,87,0,205.642,712,26.99,11.69,41.278,11.69,40.4,71.97258187,0.569378828,11.80454645,TOC,,3
2845,1.09,2686.57,65.26,5.07,75,0,75.0,1193,0,0,80,87,0,205.592,713,26.53,11.69,41.282,11.69,40.3,72.4009901,0.570953631,11.84192172,TOC,,3
2846,1.09,2687.44,83.37,5.07,75,0,75.0,1195,0,0,80,87,0,205.783,716,27.28,11.69,41.279,11.69,40.4,72.4009901,0.729396325,9.278918508,TOC,,3
2847,1.08,2688.31,89.17,5.06,75,0,75.0,1194,0,0,79,87,0,205.616,712,26.43,11.69,41.261,11.69,40.4,72.25818736,0.780139983,8.66075113,TOC,,3
2848,1.09,2689.2,91.59,5.09,75,0,75.0,1194,0,0,80,87,0,205.823,714,26.56,11.69,41.253,11.69,40.3,72.68659558,0.801312336,8.483183265,TOC,,3
2849,1.09,2690.05,92.69,5.09,75,0,75.0,1195,0,0,80,87,0,205.435,716,26.62,11.69,41.253,11.69,40.3,72.68659558,0.810936133,8.383019847,TOC,,3
2850,1.09,2690.91,91.27,5.05,75,0,75.0,1194,0,0,79,87,0,205.5,711,26.98,11.69,41.259,11.69,40.3,72.11538462,0.798512686,8.446215327,TOC,,3
2851,1.07,2691.78,90.09,5.09,75,0,75.0,1195,0,0,80,87,0,205.512,712,27.18,11.69,41.275,11.69,40.4,72.68659558,0.788188976,8.622921738,TOC,,3
2852,1.08,2692.66,91.96,5.08,75,0,75.0,1196,0,0,80,87,0,205.593,713,26.75,11.69,41.306,11.69,40.5,72.54379284,0.804549431,8.432314457,TOC,,3
2853,1.08,2693.51,91.96,5.08,75,0,75.0,1197,0,0,80,87,0,205.361,713,27.31,11.69,41.338,11.69,40.6,72.54379284,0.804549431,8.432314457,TOC,,3
2854,1.07,2694.39,91.74,5.08,75,0,75.0,1196,0,0,80,87,0,205.307,713,28.4,11.69,41.328,11.69,40.6,72.54379284,0.802624672,8.452038597,TOC,,3
2855,1.08,2695.26,91.83,5.06,75,0,75.0,1196,0,0,80,87,0,205.2,715,26.43,11.69,41.31,11.69,40.5,72.25818736,0.803412073,8.411114441,TOC,,3
2856,1.08,2696.12,90.47,5.08,75,0,75.0,1196,0,0,79,87,0,205.526,711,27.11,11.69,41.308,11.69,40.6,72.54379284,0.791513561,8.570488364,TOC,,3
2857,1.09,2696.99,95.02,5.11,75,0,75.0,1196,0,0,79,87,0,205.752,712,25.87,11.69,41.322,11.69,40.6,72.97220107,0.831321085,8.210480614,TOC,,3
2858,1.08,2697.86,92.17,5.06,75,0,75.0,1198,0,0,80,88,0,205.502,715,25.99,11.69,41.331,11.69,40.7,72.25818736,0.806386702,8.380244565,TOC,,3
2859,1.08,2698.73,90.61,5.06,75,0,75.0,1197,0,0,80,87,0,205.573,713,26.59,11.69,41.337,11.69,40.8,72.25818736,0.792738408,8.523789876,TOC,,3
2860,1.08,2699.59,93.47,5.07,75,0,75.0,1198,0,0,79,87,0,205.211,713,25.45,11.69,41.337,11.69,40.7,72.4009901,0.81776028,8.280531925,TOC,,3
2861,1.09,2700.47,93.53,5.08,75,0,75.0,1199,0,0,80,87,0,205.371,713,26.5,11.69,41.33,11.69,40.6,72.54379284,0.818285214,8.291880086,TOC,,3
2862,1.09,2701.34,92.94,5.07,75,0,75.0,1199,0,0,80,87,0,205.426,715,24.98,11.69,41.338,11.69,40.5,72.4009901,0.81312336,8.327904225,TOC,,3
2863,1.08,2702.21,91.39,5.1,75,0,75.0,1200,0,0,79,87,0,205.329,710,26.11,11.69,41.349,11.69,40.6,72.82939832,0.799562555,8.517876985,TOC,,3
2864,1.07,2703.09,93.41,5.07,75,0,75.0,1200,0,0,79,87,0,205.377,712,26.83,11.69,41.361,11.69,40.7,72.4009901,0.817235346,8.285428408,TOC,,3
2865,1.06,2703.93,95.05,5.06,75,0,75.0,1199,0,0,80,87,0,205.521,714,27.37,11.68,41.361,11.69,40.7,72.25818736,0.831583552,8.126827003,TOC,,3
2866,1.08,2704.82,91.58,5.08,75,0,75.0,1201,0,0,79,87,0,205.15,712,26,11.69,41.35,11.69,40.7,72.54379284,0.801224847,8.467126324,TOC,,3
2867,1.06,2705.67,90.6,5.06,75,0,75.0,1201,0,0,80,87,0,204.793,714,26.95,11.69,41.355,11.69,40.6,72.25818736,0.792650919,8.523936087,TOC,,3
2868,1.06,2706.54,92.0,5.1,75,0,75.0,1202,0,0,80,87,0,204.929,715,27.46,11.69,41.37,11.69,40.6,72.82939832,0.804899388,8.460892678,TOC,,3
2869,1.06,2707.42,96.27,5.1,75,0,75.0,1202,0,0,79,87,0,205.462,714,27.36,11.69,41.381,11.69,40.7,72.82939832,0.842257218,8.087471569,TOC,,3
2870,1.06,2708.28,89.01,5.07,75,0,75.0,1202,0,0,80,87,0,204.948,712,26.01,11.69,41.396,11.69,40.7,72.4009901,0.778740157,8.692515127,TOC,,3
2871,1.05,2709.14,92.69,5.07,75,0,75.0,1201,0,0,80,87,0,205.238,715,27.29,11.69,41.391,11.69,40.8,72.4009901,0.810936133,8.348670031,TOC,,3
2872,1.06,2710.02,89.43,5.05,75,0,75.0,1202,0,0,79,87,0,205.358,713,26.43,11.68,41.402,11.69,40.8,72.11538462,0.782414698,8.61792353,TOC,,3
2873,1.05,2710.89,90.42,5.07,75,0,75.0,1202,0,0,79,87,0,205.181,713,26.85,11.69,41.421,11.69,40.8,72.4009901,0.791076115,8.55722284,TOC,,3
2874,1.05,2711.78,86.4,5.04,75,0,75.0,1201,0,0,80,87,0,204.977,712,27.91,11.68,41.428,11.69,40.8,71.97258187,0.755905512,8.900708351,TOC,,3
2875,1.05,2712.62,88.4,5.03,75,0,75.0,1201,0,0,80,87,0,205.107,714,26.71,11.68,41.411,11.69,40.7,71.82977913,0.773403325,8.683092919,TOC,,3
2876,1.05,2713.5,92.81,5.09,75,0,75.0,1201,0,0,79,87,0,205.187,712,26.18,11.68,41.404,11.69,40.8,72.68659558,0.811986002,8.37065677,TOC,,3
2877,1.05,2714.37,93.45,5.07,75,0,75.0,1201,0,0,80,87,0,204.958,715,27.91,11.69,41.421,11.69,40.8,72.4009901,0.817585302,8.281110135,TOC,,3
2878,1.05,2715.26,89.86,5.08,75,0,75.0,1202,0,0,80,88,0,205.177,716,25.66,11.68,41.434,11.69,40.8,72.54379284,0.786176728,8.627193333,TOC,,3
2879,1.04,2716.1,85.37,5.09,75,0,75.0,1202,0,0,80,87,0,204.668,712,26.6,11.68,41.428,11.69,40.8,72.68659558,0.746894138,9.096150923,TOC,,3
2880,1.03,2716.97,85.34,5.02,75,0,75.0,1202,0,0,80,87,0,204.923,714,26.46,11.68,41.394,11.69,40.8,71.68697639,0.746631671,8.974365838,TOC,,3
2881,1.03,2717.84,86.54,5.05,75,0,75.0,1202,0,0,79,87,0,204.981,712,26.91,11.67,41.405,11.69,40.8,72.11538462,0.757130359,8.903135847,TOC,,3
2882,1.03,2718.7,81.26,5.08,75,0,75.0,1202,0,0,79,87,0,204.512,712,26.66,11.69,41.419,11.69,40.9,72.54379284,0.710936133,9.535057437,TOC,,3
2883,1.04,2719.58,76.68,5.05,75,0,75.0,1202,0,0,80,87,0,204.805,713,26.04,11.68,41.444,11.69,40.9,72.11538462,0.670866142,10.04312153,TOC,,3
2884,1.03,2720.44,78.23,5.06,75,0,75.0,1203,0,0,80,87,0,204.438,713,25.42,11.69,41.488,11.69,40.9,72.25818736,0.684426947,9.863965928,TOC,,3
2885,1.03,2721.31,77.37,5.05,75,0,75.0,1202,0,0,80,87,0,204.628,713,25.87,11.68,41.472,11.69,40.9,72.11538462,0.676902887,9.953526475,TOC,,3
2886,1.03,2722.18,80.03,5.06,75,0,75.0,1202,0,0,80,87,0,204.497,715,25.55,11.69,41.472,11.69,40.8,72.25818736,0.700174978,9.643024841,TOC,,3
2887,1.03,2723.04,78.86,5.1,75,0,75.0,1201,0,0,79,87,0,204.468,712,25.51,11.68,41.481,11.69,40.7,72.82939832,0.689938758,9.862523324,TOC,,3
2888,1.03,2723.92,75.48,5.05,75,0,75.0,1203,0,0,80,87,0,204.361,713,26.1,11.68,41.507,11.69,40.7,72.11538462,0.660367454,10.20174164,TOC,,3
2889,1.03,2724.79,77.33,5.06,75,0,75.0,1203,0,0,80,87,0,204.398,713,26.4,11.68,41.533,11.69,40.8,72.25818736,0.676552931,9.978293584,TOC,,3
2890,1.03,2725.66,78.36,5.04,75,0,75.0,1203,0,0,79,87,0,204.136,712,26.65,11.69,41.497,11.69,40.8,71.97258187,0.685564304,9.808906197,TOC,,3
2891,1.03,2726.51,77.62,5.02,75,0,75.0,1204,0,0,80,87,0,204.315,712,27.26,11.68,41.476,11.69,40.8,71.68697639,0.679090114,9.862900455,TOC,,3
2892,1.02,2727.38,79.57,5.02,75,0,75.0,1203,0,0,80,87,0,204.179,715,26.41,11.68,41.465,11.69,40.8,71.68697639,0.696150481,9.621795057,TOC,,3
2893,1.03,2728.26,76.47,5.07,75,0,75.0,1204,0,0,79,87,0,204.298,712,26.29,11.68,41.501,11.69,40.9,72.4009901,0.669028871,10.1099148,TOC,,3
2894,1.02,2729.13,76.62,5.08,75,0,75.0,1203,0,0,80,87,0,204.801,712,26.04,11.67,41.53,11.69,41,72.54379284,0.670341207,10.10962872,TOC,,3
2895,1.01,2730,76.37,5.09,75,0,75.0,1203,0,0,80,87,0,204.986,715,25.97,11.68,41.508,11.69,41,72.68659558,0.668153981,10.16208257,TOC,,3
2896,1.01,2730.86,76.3,5.07,75,0,75.0,1203,0,0,79,87,0,206.251,712,27.34,11.68,41.489,11.69,40.9,72.4009901,0.667541557,10.13155964,TOC,,3
2897,1.01,2731.72,79.13,5.07,75,0,75.0,1204,0,0,80,87,0,221.281,712,26.71,11.68,41.516,11.69,40.8,72.4009901,0.692300962,9.770641834,TOC,,3
2898,1.02,2732.59,77.54,5.07,75,0,75.0,1202,0,0,80,87,0,242.227,714,25.9,11.67,41.532,11.69,40.7,72.4009901,0.678390201,9.970571162,TOC,,3
2899,1.01,2733.47,76.27,5.06,75,0,75.0,1203,0,0,80,87,0,249.209,713,26.59,11.66,41.541,11.69,40.7,72.25818736,0.66727909,10.11561658,TOC,,3
2900,1.01,2734.33,76.34,5.03,75,0,75.0,1201,0,0,79,87,0,249.199,712,26.2,11.67,41.559,11.69,40.7,71.82977913,0.667891514,10.04669491,TOC,,3
2901,1.01,2735.2,76.01,5.09,75,0,75.0,1200,0,0,80,87,0,249.258,713,27.02,11.69,41.549,11.69,40.7,72.68659558,0.665004374,10.21002349,TOC,,3
2902,1.01,2736.06,79.13,5.1,75,0,75.0,1194,0,0,80,87,0,249.025,714,26.58,11.68,41.537,11.69,40.8,72.82939832,0.692300962,9.828220249,TOC,,3
2903,1.01,2736.93,77.98,5.1,75,0,75.0,1190,0,0,79,87,0,248.905,712,25.92,11.68,41.537,11.69,40.9,72.82939832,0.68223972,9.972572391,TOC,,3
2904,1.01,2737.81,74.59,5.11,75,0,75.0,1190,0,0,80,87,0,249.167,713,27.01,11.68,41.554,11.69,40.8,72.97220107,0.652580927,10.44435843,TOC,,3
2905,1.01,2738.68,74.84,5.1,75,0,75.0,1192,0,0,80,87,0,248.714,712,28.02,11.67,41.549,11.69,40.7,72.82939832,0.654768154,10.38930974,TOC,,3
2906,1.01,2739.53,64.73,5.13,75,0,75.0,1192,0,0,80,87,0,249.038,715,26.91,11.68,41.554,11.69,40.7,73.25780655,0.56631671,12.07614452,TOC,,3
2907,1.0,2740.4,60.7,5.1,75,0,75.0,1194,0,0,80,87,0,248.892,712,27.28,11.68,41.553,11.69,40.8,72.82939832,0.531058618,12.79980108,TOC,,3
2908,1.0,2741.27,60.87,5.09,75,0,75.0,1196,0,0,80,87,0,249.13,714,25.73,11.66,41.574,11.69,40.8,72.68659558,0.532545932,12.7392133,TOC,,3
2909,1.0,2742.14,60.49,5.1,75,0,75.0,1196,0,0,80,87,0,249.027,714,25.99,11.66,41.575,11.69,40.9,72.82939832,0.529221347,12.84410038,TOC,,3
2910,1.0,2743,59.56,5.08,75,0,75.0,1197,0,0,80,87,0,248.829,712,26.95,11.65,41.565,11.69,40.8,72.54379284,0.521084864,12.99303977,TOC,,3
2911,1.0,2743.88,70.99,5.09,75,0,75.0,1199,0,0,80,87,0,248.863,712,26.57,11.65,41.543,11.69,41,72.68659558,0.621084864,10.92880126,TOC,,3
2912,1.0,2744.74,77.24,5.09,75,0,75.0,1201,0,0,80,87,0,248.44,713,25.68,11.65,41.522,11.69,40.9,72.68659558,0.675765529,10.04767535,TOC,,3
2913,1.0,2745.61,67.0,5.1,75,0,75.0,1202,0,0,80,87,0,248.98,712,26.46,11.66,41.527,11.69,40.9,72.82939832,0.586176728,11.59995139,TOC,,3
2914,1.0,2746.47,66.11,5.07,75,0,75.0,1203,0,0,79,87,0,248.656,712,26.98,11.66,41.533,11.25,40.9,72.4009901,0.578390201,11.68666485,TOC,,3
2915,0.99,2747.33,67.09,5.08,75,0,75.0,1203,0,0,79,87,0,248.599,711,25.85,11.66,41.546,10.8,40.9,72.54379284,0.586964129,11.538774,TOC,,3
2916,1.0,2748.21,67.38,5.06,75,0,75.0,1199,0,0,80,87,0,259.037,713,27.08,11.67,41.561,10.58,40.8,72.25818736,0.589501312,11.4445955,TOC,,3
2917,1.0,2749.07,67.15,5.06,75,0,75.0,1216,0,0,79,87,0,267.587,711,26.36,11.66,41.576,10.88,41,72.25818736,0.587489064,11.48365988,TOC,,3
2918,0.99,2749.95,66.94,5.07,75,0,75.0,1226,0,0,80,87,0,267.419,716,27.11,11.64,41.589,11.53,41.1,72.4009901,0.585651794,11.54185473,TOC,,3
2919,1.0,2750.81,65.97,5.11,75,0,75.0,1222,0,0,80,87,0,267.687,712,25.74,11.65,41.604,11.69,41.3,72.97220107,0.577165354,11.8034681,TOC,,3
2926,1.01,2756.88,62.23,5.15,76,0,76.0,1213,0,0,79,86,0,263.824,708,26.47,11.64,41.539,11.69,41.6,74.52399086,0.537280702,12.7760751,TOC,,3
2927,1.01,2757.74,63.26,5.12,76,0,76.0,1213,0,0,80,86,0,263.987,708,25.07,11.63,41.537,11.69,41.4,74.08987053,0.546173505,12.49572101,TOC,,3
2928,1.02,2758.6,64.02,5.15,76,0,76.0,1212,0,0,80,86,0,264.058,708,25.88,11.63,41.556,11.69,41.3,74.52399086,0.552735184,12.42036615,TOC,,3
2929,1.02,2759.47,64.5,5.14,76,0,76.0,1212,0,0,80,86,0,264.154,708,26.16,11.63,41.581,11.69,41.5,74.37928408,0.556879403,12.30437521,TOC,,3
2930,1.03,2760.35,66.06,5.14,76,0,76.0,1212,0,0,80,86,0,264.185,711,26.09,11.62,41.592,11.69,41.6,74.37928408,0.570348114,12.01515495,TOC,,3
2931,1.03,2761.21,72.01,5.16,76,0,76.0,1214,0,0,80,86,0,264.245,712,26.15,11.62,41.574,11.69,41.6,74.66869764,0.62171916,11.06847844,TOC,,3
2932,0.82,2762.08,74.41,5.17,76,0,76.0,1217,0,0,80,86,0,264.007,711,27.2,11.62,41.593,11.69,41.5,74.81340442,0.642440254,10.72517927,TOC,,3
2933,0.45,2762.94,72.96,5.16,76,0,76.0,1216,0,0,80,86,0,264.331,712,25.51,11.63,41.61,11.69,41.5,74.66869764,0.62992126,10.9019803,TOC,,5
2934,0.45,2763.81,73.52,5.16,76,0,76.0,1216,0,0,80,86,0,264.268,711,25.72,11.62,41.653,11.69,41.6,74.66869764,0.634756182,10.81907556,TOC,,5
2935,0.45,2764.68,85.51,5.17,76,0,76.0,1217,0,0,80,86,0,264.233,712,27.18,11.62,41.681,11.69,41.5,74.81340442,0.738275314,9.322541293,TOC,,5
2936,0.46,2765.55,104.31,5.2,76,0,76.0,1217,0,0,80,86,0,264.409,710,27.7,11.63,41.695,11.69,41.5,75.24752475,0.900590551,7.690180793,TOC,,5
2937,0.47,2766.41,102.6,5.17,76,0,76.0,1217,0,0,80,86,0,264.424,711,27.88,11.61,41.676,11.69,41.6,74.81340442,0.885826772,7.773443319,TOC,,5
2938,0.48,2767.28,101.57,5.16,76,0,76.0,1217,0,0,80,87,0,264.433,713,26.13,11.61,41.638,11.69,41.6,74.66869764,0.876933969,7.837327003,TOC,,5
2939,0.49,2768.14,105.16,5.19,76,0,76.0,1218,0,0,80,86,0,264.375,712,25.87,11.63,41.661,11.69,41.7,75.10281797,0.907929272,7.614718743,TOC,,5
2940,0.5,2769.02,104.06,5.16,76,0,76.0,1217,0,0,80,86,0,264.251,710,26.14,11.61,41.685,11.69,41.7,74.66869764,0.898432104,7.651035024,TOC,,5
2941,0.49,2769.89,105.23,5.16,76,0,76.0,1217,0,0,80,86,0,264.289,709,27.27,11.62,41.7,11.69,41.7,74.66869764,0.908533637,7.565791587,TOC,,5
2942,0.5,2770.74,103.16,5.18,76,0,76.0,1217,0,0,80,86,0,264.673,710,25.72,11.61,41.699,11.69,41.7,74.9581112,0.890661694,7.747449444,TOC,,5
2943,0.51,2771.6,107.63,5.18,76,0,76.0,1217,0,0,79,85,0,264.273,701,25.87,11.61,41.703,11.69,41.8,74.9581112,0.929254731,7.426903874,TOC,,5
2944,0.51,2772.48,102.78,5.13,76,0,76.0,1216,0,0,79,86,0,264.501,706,26.56,11.62,41.721,11.69,41.8,74.2345773,0.887380854,7.701547886,TOC,,5
2945,0.52,2773.34,102.27,5.15,76,0,76.0,1217,0,0,80,87,0,264.625,713,27,11.61,41.733,11.69,41.8,74.52399086,0.882977621,7.770344805,TOC,,5
2946,0.54,2774.22,105.56,5.13,76,0,76.0,1217,0,0,80,86,0,264.354,711,28.45,11.61,41.735,11.69,41.9,74.2345773,0.911382788,7.500437286,TOC,,5
2947,0.54,2775.08,107.76,5.2,76,0,76.0,1218,0,0,80,86,0,264.491,710,26.68,11.61,41.729,11.69,41.9,75.24752475,0.930377124,7.447716352,TOC,,5
2948,0.54,2775.95,101.94,5.19,76,0,76.0,1219,0,0,80,87,0,264.261,714,28.14,11.61,41.732,11.69,41.8,75.10281797,0.880128471,7.856609901,TOC,,5
2949,0.55,2776.81,102.03,5.19,76,0,76.0,1218,0,0,80,86,0,264.493,711,26,11.6,41.724,11.69,41.8,75.10281797,0.880905512,7.850093398,TOC,,5
2950,0.54,2777.66,104.41,5.23,76,0,76.0,1219,0,0,80,86,0,264.394,712,25.73,11.6,41.723,11.69,41.8,75.68164509,0.90145393,7.730211636,TOC,,5
2951,0.54,2778.53,108.63,5.2,76,0,76.0,1219,0,0,80,87,0,264.611,712,27.06,11.61,41.735,11.69,41.7,75.24752475,0.937888521,7.388239609,TOC,,5
2952,0.53,2779.43,103.3,5.2,76,0,76.0,1219,0,0,80,86,0,264.462,711,25.85,11.6,41.746,11.69,41.7,75.24752475,0.891870424,7.767957372,TOC,,5
2953,0.53,2780.28,101.67,5.19,76,0,76.0,1221,0,0,80,86,0,264.415,712,27.43,11.6,41.749,11.69,41.7,75.10281797,0.877797348,7.877022726,TOC,,5
2954,0.53,2781.14,100.59,5.15,76,0,76.0,1220,0,0,80,86,0,264.292,712,27.55,11.6,41.758,11.69,41.7,74.52399086,0.868472855,7.900172864,TOC,,5
2955,0.53,2782,103.09,5.23,76,0,76.0,1221,0,0,80,86,0,264.384,710,26.91,11.6,41.77,11.69,41.8,75.68164509,0.890057328,7.828523908,TOC,,5
2956,0.53,2782.88,99.37,5.2,76,0,76.0,1221,0,0,80,86,0,264.398,711,25.08,11.61,41.779,11.69,41.8,75.24752475,0.857939633,8.074345704,TOC,,5
2957,0.55,2783.74,101.6,5.2,76,0,76.0,1223,0,0,80,87,0,264.093,712,26.75,11.6,41.773,11.69,41.9,75.24752475,0.877192982,7.898372689,TOC,,5
2958,0.55,2784.6,102.34,5.21,76,0,76.0,1223,0,0,80,87,0,264.209,712,26.85,11.59,41.743,11.69,41.9,75.39223153,0.883581986,7.856456087,TOC,,5
2959,0.56,2785.47,103.73,5.24,76,0,76.0,1223,0,0,80,86,0,263.976,710,28.35,11.58,41.714,11.69,41.8,75.82635187,0.895582953,7.796373342,TOC,,5
2960,0.57,2786.34,101.95,5.21,76,0,76.0,1224,0,0,80,86,0,264.203,710,26.31,11.59,41.705,11.69,41.8,75.39223153,0.880214809,7.887217011,TOC,,5
2961,0.58,2787.19,102.12,5.22,76,0,76.0,1226,0,0,80,87,0,264.169,713,26.94,11.57,41.72,11.69,41.8,75.53693831,0.881682553,7.889589794,TOC,,5
2962,0.58,2788.08,95.09,5.16,76,0,76.0,1226,0,0,80,87,0,264.189,712,27.08,11.58,41.767,11.69,41.9,74.66869764,0.820987015,8.374066836,TOC,,5
2963,0.58,2788.93,96.51,5.19,76,0,76.0,1227,0,0,80,86,0,264.174,710,27.36,11.59,41.79,11.69,41.9,75.10281797,0.833246995,8.299030903,TOC,,5
2964,0.59,2789.79,93.72,5.17,76,0,76.0,1230,0,0,79,86,0,264.068,708,25.31,11.58,41.775,11.69,41.9,74.81340442,0.809158724,8.512960134,TOC,,5
2965,0.63,2790.66,89.08,5.2,76,0,76.0,1230,0,0,80,86,0,264.031,709,26.62,11.59,41.772,11.69,42,75.24752475,0.769097942,9.008578353,TOC,,5
2966,0.66,2791.52,89.33,5.18,76,0,76.0,1229,0,0,80,86,0,263.978,713,25.79,11.59,41.753,11.69,42,74.9581112,0.771256389,8.950165339,TOC,,5
2967,0.68,2792.39,84.6,5.15,76,0,76.0,1230,0,0,80,86,0,263.871,712,25.74,11.59,41.774,11.69,42,74.52399086,0.730418566,9.395329445,TOC,,5
2968,0.71,2793.25,76.47,5.14,76,0,76.0,1231,0,0,80,86,0,263.606,712,26.72,11.6,41.792,11.69,41.9,74.37928408,0.66022586,10.37240953,TOC,,5
2969,0.72,2794.11,75.55,5.14,76,0,76.0,1231,0,0,80,86,0,263.979,712,26.69,11.58,41.77,11.69,41.9,74.37928408,0.652282774,10.49877163,TOC,,5
2970,0.74,2794.98,77.87,5.14,76,0,76.0,1232,0,0,80,86,0,263.764,712,27.15,11.58,41.769,11.69,41.9,74.37928408,0.672313165,10.18761626,TOC,,5
2971,0.76,2795.84,78.97,5.17,76,0,76.0,1234,0,0,80,86,0,263.673,711,26.33,11.57,41.793,11.69,41.8,74.81340442,0.681810333,10.10537083,TOC,,5
2972,0.76,2796.71,76.21,5.16,76,0,76.0,1237,0,0,80,86,0,263.8,712,26.18,11.59,41.803,11.69,41.9,74.66869764,0.657981075,10.45006316,TOC,,5
2973,0.77,2797.58,75.73,5.17,76,0,76.0,1237,0,0,80,87,0,263.723,713,24.91,11.58,41.813,11.69,41.9,74.81340442,0.653836856,10.53682545,TOC,,3
2974,0.42,2798.45,77.35,5.18,76,0,76.0,1236,0,0,80,86,0,263.927,712,27.38,11.56,41.812,11.69,42,74.9581112,0.667823594,10.32285468,TOC,,5
2975,0.4,2799.3,74.87,5.18,76,0,76.0,1236,0,0,80,86,0,263.546,712,25.86,11.57,41.838,11.69,42.1,74.9581112,0.646411797,10.66345041,TOC,,5
2976,0.4,2800.17,77.19,5.2,76,0,76.0,1238,0,0,80,86,0,263.631,711,26.82,11.57,41.853,11.69,42.1,75.24752475,0.666442188,10.38330271,TOC,,5
2977,0.4,2801.04,78.68,5.18,76,0,76.0,1239,0,0,80,86,0,263.72,712,24.55,11.59,41.86,11.69,42.1,74.9581112,0.679306534,10.14784853,TOC,,5
2978,0.42,2801.91,73.81,5.2,76,0,76.0,1240,0,0,80,86,0,263.616,713,26.41,11.59,41.862,11.69,42,75.24752475,0.637259981,10.85885437,TOC,,0
2979,0.42,2802.76,75.76,5.19,76,0,76.0,1240,0,0,80,86,0,263.452,713,27.12,11.58,41.85,11.69,42,75.10281797,0.65409587,10.55946952,TOC,,5
2980,0.42,2803.63,75.9,5.22,76,0,76.0,1241,0,0,80,86,0,263.552,712,27.25,11.57,41.834,11.69,42.1,75.53693831,0.6553046,10.60085194,TOC,,0
2981,0.43,2804.5,78.35,5.19,76,0,76.0,1243,0,0,80,87,0,263.518,713,25.06,11.58,41.812,11.69,42.1,75.10281797,0.676457384,10.21135058,TOC,,5
2982,0.43,2805.36,87.49,5.24,76,0,76.0,1243,0,0,80,86,0,263.576,712,26.42,11.58,41.817,11.69,42.1,75.82635187,0.755370217,9.234305888,TOC,,5
2983,0.54,2806.23,83.33,5.26,76,0,76.0,1244,0,0,80,87,0,263.428,712,25.99,11.59,41.821,11.69,42.2,76.11576542,0.719453654,9.735734406,TOC,,5
2984,0.55,2807.08,81.12,5.25,76,0,76.0,1245,0,0,80,86,0,263.499,711,26.71,11.58,41.833,11.69,42.2,75.97105864,0.70037298,9.981813077,TOC,,5
2985,0.54,2807.95,83.9,5.23,76,0,76.0,1245,0,0,80,87,0,263.487,713,26.66,11.59,41.853,11.69,42.2,75.68164509,0.724374914,9.614707695,TOC,,5
2986,0.54,2808.82,82.0,5.24,76,0,76.0,1246,0,0,80,86,0,263.497,712,27.04,11.56,41.869,11.69,42.2,75.82635187,0.707970714,9.855761344,TOC,,5
2987,0.74,2809.68,84.17,5.24,76,0,76.0,1246,0,0,80,86,0,263.071,712,26.48,11.57,41.864,11.69,42.1,75.82635187,0.726706037,9.610117223,TOC,,5
2988,0.76,2810.55,82.24,5.25,76,0,76.0,1246,0,0,80,86,0,263.562,712,27,11.56,41.836,11.69,42,75.97105864,0.710042824,9.854463735,TOC,,5
2989,0.89,2811.44,82.26,5.23,76,0,76.0,1247,0,0,80,86,0,263.323,713,27.07,11.57,41.838,11.69,42,75.68164509,0.710215499,9.819792065,TOC,,3
