     Depth,      ROP5,      STOR,      SWOB,       RPM,      CRPM,     STICK,      SPPA,      TFLO,      DHAP,     VIB_X,   VIB_LAT,    SHKRSK,      SHKL,    P40H#1,      GR#1,       MSE,       DOC
         m,       m/h,      kN.m,      1000,     c/min,     c/min,     c/min,       psi,   gal/min,       psi,        gn,        gn,          ,          ,     ohm.m,      gAPI,       ksi,    in/rev
     700.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,      -999,      -999
     700.1,   23.1763,   6.18007,   3.42048,        20,   -999.25,   -999.25,   1352.22,   757.837,      1019,   0.12492,   0.74949,   -999.25,   -999.25,   -999.25,     37.54,   7.53307,  0.760377
     700.3,   23.1979,   1.58815,   5.79339,        20,   -999.25,   -999.25,   1346.36,    740.22,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   35.3127,   1.95449,  0.761087
     700.4,   23.8909,   8.48189,   6.68176,        20,   -999.25,   -999.25,   1356.36,   740.213,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   33.0871,   10.0385,  0.783821
     700.6,   22.2288,   2.99856,   4.54172,        20,        21,        45,    1351.6,    757.83,      1020,   -999.25,   -999.25,         0,         0,   -999.25,   30.8598,   3.82253,  0.729291
     700.7,   21.4084,   5.36714,   2.98107,        20,   -999.25,   -999.25,   1324.36,   740.227,   -999.25,   0.12492,   0.74949,   -999.25,   -999.25,   0.42447,   28.6342,   7.08144,  0.702376
     700.9,   21.3982,   7.42988,   2.66464,        20,   -999.25,   -999.25,   1330.51,   757.837,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.404963,   26.4069,   9.80161,  0.702042
     701.0,   19.7351,   2.04945,   2.89198,        20,        19,        33,    1321.5,   757.837,   -999.25,   -999.25,   -999.25,         0,         0,  0.385471,   28.5548,   2.94022,  0.647478
     701.2,   19.6741,   3.78134,   4.14551,        20,   -999.25,   -999.25,   1327.36,   757.837,      1021,   0.12492,   0.49966,   -999.25,   -999.25,  0.365979,   30.7027,   5.43667,  0.645476
     701.3,    18.764,   1.42455,   6.06841,   19.0004,   -999.25,   -999.25,   1332.87,   757.837,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.346472,   32.8524,   2.05895,  0.648005
     701.5,   18.8653,   2.90027,   3.25207,   19.9992,        17,        45,   1328.38,   757.837,   -999.25,   -999.25,   -999.25,         0,   -999.25,   0.32698,   25.0428,   4.34823,  0.618964
     701.6,    18.534,   4.18896,   3.34342,        20,   -999.25,   -999.25,   1356.18,   757.837,      1024,   0.12492,   0.49966,   -999.25,   -999.25,  0.170293,    17.227,   6.38683,  0.608072
     701.8,   18.2991,   5.24617,    6.4946,        20,   -999.25,   -999.25,   1387.35,   740.227,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.162749,   28.4683,    8.1108,  0.600365
     702.0,   17.1813,   2.80752,   6.30256,        20,        23,        33,   1420.33,   740.213,   -999.25,   0.12492,   -999.25,         0,   -999.25,    0.1552,   26.4077,   4.63376,   0.56369
     702.1,   17.0171,   1.83113,   3.98978,        20,   -999.25,   -999.25,   1424.03,   757.823,   -999.25,   -999.25,   0.49966,   -999.25,   -999.25,  0.246357,   -999.25,   3.05073,  0.558305
     702.3,   17.0879,   6.84487,   3.40189,        20,        22,        18,    1393.6,    740.22,      1025,   -999.25,   -999.25,         0,   -999.25,   -999.25,   -999.25,    11.309,  0.560626
     702.4,   16.0897,   4.40836,    3.9936,        20,   -999.25,   -999.25,   1333.52,   757.823,      1026,   0.12492,   0.49966,   -999.25,   -999.25,   -999.25,   -999.25,    7.7422,  0.527878
     702.6,   16.6272,   3.47126,   3.42741,        20,        20,   -999.25,   1334.45,   757.837,      1028,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   5.90095,  0.545511
     702.7,   15.5149,   2.38667,   4.99865,        20,   -999.25,        33,   1341.57,   757.837,    1027.5,   0.12492,   -999.25,         0,   -999.25,   -999.25,   -999.25,   4.35835,  0.509021
     702.9,   15.4629,   4.40641,   3.16692,        20,   -999.25,   -999.25,   1323.65,   740.213,      1027,   -999.25,   0.49966,   -999.25,   -999.25,   -999.25,   -999.25,   8.04834,  0.507315
     703.0,   15.6057,   5.00273,   4.90608,        20,        21,        42,   1322.64,    757.83,   -999.25,   -999.25,   -999.25,         0,   -999.25,   -999.25,   -999.25,   9.05951,  0.511999
     703.2,   15.3334,   2.15803,   4.99659,   19.0008,   -999.25,   -999.25,   1313.13,   751.968,   -999.25,   0.12492,   0.49966,   -999.25,   -999.25,   -999.25,   -999.25,   3.79097,   0.52952
     703.3,   15.0043,   2.61655,   6.12113,   19.9996,   -999.25,   -999.25,   1318.06,   740.218,   -999.25,   -999.25,   -999.25,   -999.25,         0,   -999.25,   -999.25,   4.94252,  0.492277
     703.5,   15.3298,  0.896219,   5.41358,   20.9992,        20,        54,   1322.75,   757.823,   -999.25,   0.12492,   0.49966,         0,   -999.25,   -999.25,   -999.25,   1.75334,  0.479014
     703.6,   15.3545,   2.34499,   6.89722,   20.0004,   -999.25,   -999.25,   1312.87,   746.093,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   12.2626,   35.1571,   4.33511,  0.503745
     703.8,   14.4163,   3.64611,   6.13217,        20,   -999.25,   -999.25,   1308.93,   746.088,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   505.934,   37.5381,   7.15698,  0.472975
     703.9,   12.7179,   4.55519,    7.3437,        20,        20,   -999.25,   1331.69,   757.833,   -999.25,   0.24983,   0.49966,         0,   -999.25,      1000,   37.5385,   10.1299,  0.417255
     704.1,    10.937,   3.56659,   7.30532,        20,   20.9992,   -999.25,   1319.02,   757.837,   -999.25,   0.24983,   -999.25,   -999.25,   -999.25,   -999.25,   37.5388,   9.22547,  0.358827
     704.2,   9.63574,   2.42737,   7.26826,        20,   5.00641,   -999.25,   1312.16,   757.837,   -999.25,   0.24983,   0.74949,         0,   -999.25,   -999.25,   37.5392,   7.13341,  0.316133
     704.4,   8.42934,   2.71141,   8.38481,   20.9992,    19.988,   -999.25,   1285.05,   757.837,   -999.25,   -999.25,   0.49986,         0,   -999.25,   -999.25,   37.5396,   9.55795,  0.263394
     704.5,   7.75393,   2.54901,   8.19085,   20.0004,   17.0012,   -999.25,   1305.77,   757.837,   -999.25,   0.24983,   -999.25,   -999.25,   -999.25,   -999.25,     37.54,   9.30364,  0.254389
     704.7,   7.26599,    5.8016,   5.24266,        20,   -999.25,   -999.25,   1332.47,   757.837,      1036,   0.12497,   0.49966,         0,   -999.25,   -999.25,    39.444,   22.5359,  0.238385
     704.8,   7.12363,   5.35548,   4.61624,        20,   -999.25,   -999.25,    1316.2,   746.088,      1037,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   41.3494,   21.2174,  0.233715
     705.0,   7.01114,   3.87823,   5.69678,        20,        18,   -999.25,   1324.32,   740.216,   -999.25,   -999.25,   -999.25,         0,   -999.25,   -999.25,   43.2534,   15.6209,  0.230024
     705.2,   6.98937,   2.73966,    5.8253,        20,   -999.25,   -999.25,   1328.36,   751.953,      1039,   0.12492,   0.49966,   -999.25,   -999.25,   1.68336,   45.1574,   11.0768,   0.22931
     705.3,   7.15284,   2.21019,   6.75437,        20,   -999.25,   -999.25,   1342.61,   757.835,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   8.74081,  0.234673
     705.5,   7.73801,   7.88631,   7.14821,   27.9936,        19,        39,   1340.34,   740.227,   -999.25,   -999.25,   -999.25,         0,         0,   -999.25,   -999.25,   40.2528,  0.181378
     705.6,   8.49902,   4.06898,   4.96775,   28.9996,   -999.25,   -999.25,    1317.4,    757.83,      1041,   0.12492,   0.49966,   -999.25,   -999.25,   -999.25,   -999.25,   19.5947,  0.192305
     705.8,   9.75578,   4.86675,   7.79933,        29,        28,        24,   1333.83,   757.837,   -999.25,   -999.25,   -999.25,         0,   -999.25,   -999.25,   -999.25,   20.4285,  0.220739
     705.9,   11.5783,   5.26041,   6.76988,        29,   -999.25,   -999.25,    1350.9,   751.965,   -999.25,   0.12492,   0.49966,   -999.25,   -999.25,   -999.25,   -999.25,   18.6039,  0.261976
     706.1,   12.9907,   11.2079,   7.14991,        29,   -999.25,   -999.25,   1363.93,   751.963,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   35.3043,  0.293933
     706.2,   14.9352,   3.60953,   9.95142,   28.0004,        27,        57,   1363.46,   757.835,   -999.25,   -999.25,   0.49966,         0,   -999.25,   -999.25,   -999.25,   9.58197,  0.349996
     706.4,   14.8535,   10.3937,    11.575,   28.9992,   -999.25,   -999.25,   1382.06,   757.837,   -999.25,   0.24983,   -999.25,   -999.25,   -999.25,   1.53166,   -999.25,   28.6568,  0.336093
     706.5,   16.2147,   5.47947,   9.65979,        29,   -999.25,   -999.25,   1432.77,   -999.25,      1043,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   13.8567,  0.366882
     706.7,   18.1909,   10.7224,   7.55901,        29,   -999.25,   -999.25,    1411.8,   757.837,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,    24.131,  0.411596
     706.8,   20.4183,   9.17889,   7.65821,        29,   -999.25,   -999.25,   1354.46,   740.213,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   30.6258,   18.4117,  0.461994
     707.0,   23.6953,   -999.25,   6.84487,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,    32.354,      -999,      -999
     707.1,   27.7722,   9.17889,   -999.25,   -999.25,   -999.25,   -999.25,   1318.36,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   34.0822,      -999,      -999
     707.3,    33.643,   1.49448,   5.37937,        30,   -999.25,   -999.25,   -999.25,   -999.25,      1048,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   35.8118,   1.90121,  0.735849
     707.4,   38.7135,    0.2315,   3.36241,   29.0008,   -999.25,   -999.25,   1321.88,   763.712,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.68336,     37.54,  0.258481,  0.875927
     707.6,   43.9645, 0.0814097, -0.767136,        29,   -999.25,        45,   1225.92,   751.968,   -999.25,   -999.25,   -999.25,         0,   -999.25,   -999.25,     37.54, 0.0725174,  0.994762
     707.7,   46.4898,  0.772266,  -1.05725,        29,        28,   -999.25,   1217.54,   751.963,      1048,   0.12492,   0.49966,   -999.25,   -999.25,   -999.25,     37.54,  0.674774,    1.0519
     707.9,   61.6742,   1.26071,  -1.11095,        29,   -999.25,   -999.25,   1221.34,   751.963,   -999.25,   -999.25,   -999.25,   -999.25,         0,   -999.25,     37.54,  0.831143,   1.39547
     708.1,   63.9519,   1.92473,  -1.08014,        29,   -999.25,   -999.25,   1218.05,   751.963,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     37.54,   1.22602,   1.44701
     708.2,   62.7384, 0.0143256, -0.808629,        29,   -999.25,   -999.25,   1220.46,   751.963,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,0.00597217,   1.41955
     708.4,   53.6152,  0.528357, -0.800496,        29,   -999.25,   -999.25,   1223.02,   751.963,      1050,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.399582,   1.21312
     708.5,   46.2864,   1.53167, -0.136076,        29,   -999.25,   -999.25,   1216.95,   757.835,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.35238,    1.0473
     708.7,   42.5132,   1.57273,  -1.20692,        29,        28,        72,   1218.33,   751.965,   -999.25,   -999.25,   -999.25,         0,   -999.25,   -999.25,   -999.25,    1.5075,  0.961924
     708.8,   40.0593,   2.19643,  -0.37024,        29,   -999.25,   -999.25,   1216.83,   751.963,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.46071,   -999.25,    2.2402,    0.9064
     709.0,   37.8796,-0.0397739, -0.985424,        29,   -999.25,   -999.25,   1220.87,   757.835,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.44695,   -999.25,-0.0470292,  0.857083
     709.1,   41.8148,  0.555412, -0.353117,        29,   -999.25,   -999.25,   1217.22,   751.968,   -999.25,   0.12492,   -999.25,   -999.25,   -999.25,   1.43318,    40.001,  0.541601,  0.946121
     709.3,   47.5466,  0.461018, -0.791154,   27.0008,   -999.25,   -999.25,   1224.88,   751.963,      1054,   -999.25,   0.49966,   -999.25,         0,   1.41941,   35.4684,  0.365812,   1.15547
     709.4,   55.8148,  0.718374, -0.614212,   27.9992,   -999.25,   -999.25,   1223.43,   751.963,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.40564,   30.9395,  0.505509,   1.30803
     709.6,   54.5298,    6.9664, -0.908942,   28.9996,   -999.25,   -999.25,   1223.68,   757.835,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.39187,   26.4069,   5.21944,   1.23383
     709.7,   51.9179,  0.764234,-0.0973307,        29,   -999.25,   -999.25,   1214.98,   751.968,      1056,   -999.25,   -999.25,   -999.25,   -999.25,   1.39187,   37.5311,  0.601433,   1.17472
     709.9,   55.4891,  0.827023, -0.930316,        29,   -999.25,   -999.25,   1219.09,   751.963,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.39187,   39.0568,  0.605499,   1.25552
     710.0,   59.8204,   0.35289, -0.289734,        29,   -999.25,   -999.25,   1216.94,   757.833,      1059,   -999.25,   -999.25,   -999.25,   -999.25,   1.49865,   40.5813,  0.239985,   1.35353
     710.2,   61.4495,-0.0405126, -0.627724,        29,        28,   -999.25,   1219.92,   751.965,   -999.25,   -999.25,   -999.25,         0,   -999.25,   1.60552,   42.1071,-0.0295662,   1.39039
     710.3,   61.7076,-0.0271309, -0.170926,   28.0008,   -999.25,        93,   1226.54,   746.093,      1058,   -999.25,   -999.25,   -999.25,   -999.25,    1.5176,   43.6316,-0.0180677,   1.44605
     710.5,   62.1301,   0.86772,  -0.47528,        28,   -999.25,   -999.25,   1232.23,   751.963,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.42962,   45.1574,  0.549348,   1.45599
     710.6,   62.3873,   2.29076,  0.338294,        28,   -999.25,   -999.25,   1238.29,   751.963,      1060,   -999.25,   -999.25,   -999.25,   -999.25,    1.3417,   37.0409,   1.45089,   1.46202
     710.8,   62.6812,   10.8465,   1.69957,        29,   -999.25,   -999.25,   1256.72,   751.963,   -999.25,   0.12492,   0.74949,   -999.25,   -999.25,   1.25371,    28.918,   7.08203,   1.41826
     710.9,   62.5421,   2.09147,   2.30026,   28.0004,   -999.25,   -999.25,   1275.38,    746.09,   -999.25,   -999.25,   -999.25,   -999.25,         0,    1.1658,   20.8016,   1.32969,   1.46563
     711.1,   63.1388,    2.6434,  0.951322,   28.9992,   -999.25,   -999.25,   1275.79,   740.218,      1060,   0.12492,   -999.25,   -999.25,   -999.25,   1.07788,   21.7567,   1.71565,   1.42865
     711.3,     62.21,   2.18305,   4.68254,        29,   -999.25,   -999.25,   1302.84,   746.086,   -999.25,   -999.25,   0.74949,   -999.25,   -999.25,   1.05409,   22.7125,   1.45422,   1.40759
     711.4,   66.0858,   1.81709,   7.17167,   29.9992,   -999.25,   -999.25,   1247.95,   740.218,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.03031,   23.6676,   1.19275,   1.44548
     711.6,   29.4326,   5.04235,   2.56437,   29.0004,   -999.25,   -999.25,   1360.68,    781.32,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.05465,   24.7158,   7.01522,  0.665947
     711.7,   28.7684,    3.7431,   2.83688,        29,   -999.25,   -999.25,   1364.32,   781.336,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.07898,   25.7631,   5.33149,  0.650928
     711.9,   28.0291,   3.94535,    2.4181,        29,        29,   -999.25,   1359.99,   769.591,      1063,   -999.25,   -999.25,         0,   -999.25,   1.10332,   26.8113,   5.76508,  0.634199
     712.0,   27.2337,   2.97002,   2.00667,        29,   -999.25,   -999.25,   1360.02,   763.717,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.12765,   27.8587,    4.4672,  0.616203
     712.2,   26.7841,    1.3158,   2.93413,        29,   -999.25,   -999.25,    1390.7,   775.457,      1063,   0.12492,   0.49966,   -999.25,   -999.25,   1.11769,   28.9069,   2.02076,  0.606031
     712.3,   26.1535,-0.0531332,  0.504458,   29.9992,   -999.25,   -999.25,   1352.74,   769.591,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.10774,   29.9543,-0.0838266,  0.572051
     712.5,   25.6861,   3.11838,   1.71923,        29,   -999.25,   -999.25,    1362.7,   781.336,      1065,   -999.25,   -999.25,   -999.25,   -999.25,   1.09779,   28.3591,   4.97081,  0.581185
     712.6,   25.6587,   1.72245,   2.55799,        29,   -999.25,   -999.25,    1368.2,   781.336,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.08784,   26.7651,   2.75526,  0.580565
     712.8,   25.7574,   1.03042,   1.90353,        29,   -999.25,   -999.25,   1379.15,   781.336,   -999.25,   -999.25,   -999.25,   -999.25,         0,   1.07788,   25.1699,   1.64354,  0.582799
     712.9,   25.1719,   1.88425,    1.7099,   29.9996,   -999.25,   -999.25,   1374.28,   781.336,      1065,   -999.25,   -999.25,   -999.25,   -999.25,   1.07788,   24.6693,    3.1731,  0.550574
     713.1,   47.8649,   5.56946,   3.80497,   29.0008,        22,        72,   1404.55,   781.336,   -999.25,   -999.25,   -999.25,         0,   -999.25,   1.07788,   24.1686,   4.77332,   1.08298
     713.2,   50.0836,   6.31781,     4.046,        29,   -999.25,   -999.25,   1410.38,   781.336,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.07788,   23.6676,   5.17435,   1.13322
     713.4,   52.4821,   5.87105,   1.99619,        29,   -999.25,   -999.25,   1401.78,   769.596,      1067,   -999.25,   -999.25,   -999.25,   -999.25,    1.0324,   23.6676,   4.58207,   1.18749
     713.5,   55.7439,    2.6858,   4.77563,        29,   -999.25,   -999.25,   1415.17,   781.331,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.986888,   23.6676,   1.98977,   1.26129
     713.7,   58.1105,   2.84709,   4.23746,        29,   -999.25,   -999.25,   1418.86,   781.336,      1068,   0.12492,   0.49966,   -999.25,   -999.25,   0.94141,   23.6676,   2.02079,   1.31484
     713.8,   62.0125,   4.75815,   2.62681,        29,   -999.25,   -999.25,   1395.43,   781.336,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.981143,   23.6676,   3.14804,   1.40312
     714.0,   64.7546,   2.68618,   4.07321,        29,   -999.25,   -999.25,   1417.91,   775.466,      1070,   -999.25,   -999.25,   -999.25,   -999.25,   1.02084,   23.6676,   1.71298,   1.46517
     714.1,   63.9276,   5.46284,   5.91112,        29,   -999.25,   -999.25,   1429.83,   781.334,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.06058,   23.6676,    3.5184,   1.44646
     714.3,   67.3552,   5.59942,   2.79896,        29,   -999.25,   -999.25,   1409.45,   781.336,      1054,   -999.25,   -999.25,   -999.25,   -999.25,   1.10028,   25.7626,   3.41057,   1.52401
     714.5,   66.9994,   7.28074,   5.68853,        29,   -999.25,   -999.25,   1459.62,   763.712,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.14001,   27.8593,   4.46665,   1.51596
     714.6,   71.4672,   4.55664,   3.38803,        29,   -999.25,   -999.25,   1416.19,   781.329,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.17971,   29.9543,    2.6209,   1.61705
     714.8,   70.0668,   9.68054,   6.70279,        29,   -999.25,   -999.25,   1444.72,   781.336,      1071,   -999.25,   -999.25,   -999.25,         0,   1.39173,    29.407,    5.6767,   1.58536
     714.9,   74.0753,   5.85866,   4.15258,        29,        28,        78,   1429.88,   781.336,   -999.25,   -999.25,   -999.25,         0,   -999.25,   1.60357,   28.8601,   3.25094,   1.67606
     715.1,   72.8082,   9.14913,   4.83854,        29,   -999.25,   -999.25,   1447.71,   781.336,      1072,   -999.25,   -999.25,   -999.25,   -999.25,   1.81542,   28.3133,   5.15784,   1.64739
     715.2,   75.8335,     8.569,    5.2504,        29,   -999.25,   -999.25,   1448.16,   787.208,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   2.02744,   -999.25,   4.64182,   1.71584
     715.4,   76.8975,   2.77052,   5.53247,        29,   -999.25,   -999.25,   1440.38,   781.341,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   2.87039,   -999.25,   1.49607,   1.73992
     715.5,   74.8871,   3.44351,   7.50826,        29,   -999.25,   -999.25,   1457.15,   781.336,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   3.71403,   -999.25,   1.91126,   1.69443
     715.7,   80.4558,    6.8577,   6.66139,        29,   -999.25,   -999.25,   1452.52,   798.946,   -999.25,   0.12492,   0.49966,   -999.25,   -999.25,   4.55698,   -999.25,   3.51262,   1.82043
     715.8,   63.2146,   7.32124,   14.3846,   29.9996,   -999.25,        39,    1469.8,   787.215,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   4.95824,   1.38266
     716.0,   36.2511,   3.35205,   7.21412,   29.0008,        31,   -999.25,   1388.83,   781.341,      1073,   0.24983,   0.49966,         0,   -999.25,   -999.25,   -999.25,   3.81071,  0.820211
     716.1,   26.5542,   4.44664,   6.77386,        29,   27.0016,        33,   1404.97,   781.336,   -999.25,   0.24983,   0.74939,         0,   -999.25,   -999.25,   -999.25,   6.87467,  0.600829
     716.3,   21.4737,   4.24387,   6.72234,        29,   -999.25,   -999.25,   1413.93,   781.336,      1075,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   8.10822,  0.485875
     716.4,   18.3629,   5.73511,   6.87287,        29,   -999.25,        36,   1479.34,    798.96,   -999.25,   0.24983,   0.74949,         0,   -999.25,   -999.25,   -999.25,    12.798,  0.415489
     716.6,   16.2498,   8.73027,   9.94007,        29,        27,   -999.25,    1479.5,    798.96,      1075,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   22.0073,  0.367675
     716.7,   14.7452,   3.69187,   6.62153,        29,   -999.25,   -999.25,   1474.81,    798.96,   -999.25,   0.24983,   0.74949,         0,   -999.25,   3.32705,   31.6415,   10.2644,  0.333632
     716.9,   13.4974,   4.58231,    7.4846,        29,   -999.25,   -999.25,   1493.83,    798.96,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   2.76453,   32.5202,   13.9116,  0.305398
     717.0,   12.8746,   4.40655,   8.84406,        29,        28,   -999.25,   1507.52,    798.96,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   2.20247,   33.3981,   14.0306,  0.291307
     717.2,   12.4362,   5.59905,   8.61431,        29,   -999.25,   -999.25,   1522.93,    798.96,      1077,   -999.25,   -999.25,         0,   -999.25,   1.63995,   34.2767,   18.4434,  0.281388
     717.3,   13.0517,   2.05014,   9.86244,        29,   -999.25,   -999.25,   1524.86,    798.96,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   1.07788,   35.1547,   6.46325,  0.295314
     717.5,   15.4466,   4.71718,   8.72705,        29,   -999.25,   -999.25,   1494.54,   804.833,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,    1.0195,   -999.25,   12.5222,  0.349503
     717.7,   18.4218,   5.00274,   7.75713,        29,   -999.25,   -999.25,   1489.92,   798.965,      1079,   0.12492,   0.74949,   -999.25,         1,  0.961165,   -999.25,   11.1354,   0.41682
     717.8,   21.8787, 0.0426574,   5.93568,        29,   -999.25,   -999.25,   1450.13,    798.96,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.902785,   -999.25,  0.104406,  0.495037
     718.0,   23.1007,   1.89666,   3.90181,        29,        29,        54,   1378.87,    798.96,   -999.25,   -999.25,   -999.25,         0,   -999.25,  0.844451,   -999.25,   3.37311,  0.522687
     718.1,   23.4672,   3.86329,   2.73696,        29,   -999.25,   -999.25,   1391.77,    798.96,   -999.25,   -999.25,   -999.25,   -999.25,         0,   0.78607,   -999.25,   6.74218,  0.530981
     718.3,   26.2298,   5.69297,  0.958845,        29,   -999.25,   -999.25,   1398.85,    781.35,      1080,   0.12492,   0.49966,   -999.25,         0,  0.810787,   -999.25,   8.87788,  0.593489
     718.4,   30.1113,   2.60317,   0.44625,        29,   -999.25,   -999.25,   1398.43,   781.336,   -999.25,   -999.25,   -999.25,   -999.25,         0,  0.835523,   40.7711,   3.53648,  0.681313
     718.6,   33.7453,   5.76096,   1.84558,        29,   -999.25,   -999.25,   1415.41,   781.336,      1081,   -999.25,   -999.25,   -999.25,   -999.25,   0.86024,   269.497,   6.98762,  0.763538
     718.7,   35.7442,   5.88415,   3.01062,        29,   -999.25,   -999.25,   1438.54,   787.206,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.86024,   37.1669,   6.74303,  0.808767
     718.9,    33.978,   3.81068,   2.65873,        29,   -999.25,   -999.25,   1452.46,   798.956,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.86024,   46.7996,   4.59644,  0.768802
     719.0,   34.1353,   4.83944,   3.88312,        29,        28,        48,   1454.65,    798.96,      1403,   -999.25,   -999.25,         0,         0,   0.82235,   46.8036,   5.81261,  0.772361
     719.2,   32.8695,   4.40658,   4.50326,        29,   -999.25,   -999.25,   1468.76,    798.96,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.82232,   40.7966,   5.49997,  0.743722
     719.3,   33.3744,   2.88911,    3.5131,        29,   -999.25,   -999.25,   1465.61,    798.96,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.82232,   35.8982,   3.55394,  0.755145
     719.5,   39.3074,   2.98276,   2.50706,        29,   -999.25,   -999.25,    1461.5,    798.96,   1085.67,   -999.25,   -999.25,   -999.25,   -999.25,  0.795141,   40.8731,   3.11295,  0.889389
     719.6,   52.5757,   5.97676,   2.65026,        29,   -999.25,   -999.25,   1453.13,    798.96,      1087,   0.12492,   0.49966,   -999.25,   -999.25,  0.751455,   35.1593,   4.65886,    1.1896
     719.8,   55.6014,   1.05951,   2.83629,        29,   -999.25,   -999.25,   1444.11,    798.96,   6694.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.718303,    38.949,  0.790893,   1.25806
     719.9,    60.384,   5.12173,   3.22385,        29,   -999.25,   -999.25,   1458.47,    798.96,   1091.49,   -999.25,   -999.25,   -999.25,         0,  0.734855,   42.7357,    3.4813,   1.36628
     720.1,   63.9229,   5.74842,   5.14173,        29,   -999.25,   -999.25,   1485.87,    798.96,   1852.33,   -999.25,   -999.25,   -999.25,   -999.25,   0.75142,   36.9829,   3.69812,   1.44635
     720.2,   67.9511,   9.36725,   2.16209,        29,   -999.25,   -999.25,   1459.53,    798.96,   1076.98,   -999.25,   -999.25,   -999.25,   -999.25,   0.75142,   42.7334,   5.64519,   1.53749
     720.4,   71.9549,   2.53538,   5.10196,        29,   -999.25,   -999.25,   1488.79,    798.96,      1073,   -999.25,   -999.25,   -999.25,   -999.25,  0.768752,   40.2058,   1.46185,   1.62809
     720.5,   75.4125,   8.36307,   2.20944,   29.9996,   -999.25,   -999.25,   1474.02,   804.833,      1073,   -999.25,   -999.25,   -999.25,   -999.25,   0.78607,   37.6802,   4.69959,   1.64946
