     Depth,      DCAV,    UCS-CA,    UCS-BD,        GR,      P40H,      WOBA,      RPMS,       TQA,      ROPA,       DOC,       MSE
         m,        in,       psi,       psi,      gapi,     ohm.m,      klbm,     1/min,   klbf.ft,       m/h,    in/rev,       ksi
    5392.0,   8.53445,   -999.25,   13856.2,   189.257,    7.5915,     20.11,        80,      19.6,       9.2, 0.0756579,   345.125
    5393.0,   8.66803,   -999.25,   13856.2,   201.862,   7.98824,     23.92,        94,     20.36,     13.18, 0.0932371,   290.913
    5394.0,   8.59926,   -999.25,   13856.2,   183.076,   12.9131,     31.44,        94,     20.52,      9.57, 0.0669793,   408.142
    5395.0,   8.50069,   -999.25,   9673.56,   137.105,    67.429,     35.69,        94,     20.69,     16.71,  0.116951,   235.684
    5396.0,   8.50896,   -999.25,   13265.9,   21.9646,   912.561,     32.87,        79,     17.51,      7.97, 0.0655428,   355.907
    5397.0,   8.55236,   -999.25,   14064.1,   17.2582,   280.906,     21.52,        80,        18,     15.26,  0.125493,   191.085
    5398.0,   8.51334,   -999.25,   15358.4,   20.1418,   175.807,     15.25,        80,     17.75,      7.48, 0.0615132,   384.419
    5399.0,   8.53585,   -999.25,   14206.9,   19.7406,   161.244,     20.79,        81,     19.43,      9.26, 0.0761513,   339.915
    5400.0,     8.533,   -999.25,   15768.4,   21.7211,   146.975,     14.79,        87,     19.67,      7.64, 0.0577737,   453.574
    5401.0,    8.5676,   -999.25,   14678.3,   27.3596,   112.807,     18.35,        87,     18.19,      8.49, 0.0642015,   377.453
    5402.0,    8.5354,   -999.25,   14937.8,   24.6869,   99.9152,     17.13,        87,     18.05,     10.72, 0.0801435,   300.043
    5403.0,   8.50645,   -999.25,     14692,   26.0046,   86.0513,     21.24,        87,     18.36,     11.86, 0.0896854,   272.725
    5404.0,   8.54302,   -999.25,   17379.8,   22.7753,   82.9048,     12.04,        87,     18.93,     11.06, 0.0826854,   304.998
    5405.0,   8.54009,   -999.25,     15930,   25.0715,   74.0796,     15.86,        87,     17.95,      16.2,  0.122505,   195.203
    5406.0,   8.59291,   -999.25,   15707.9,   26.5993,   72.0306,     25.63,        87,      18.8,     14.05,  0.106246,   235.732
    5407.0,   8.52661,   -999.25,   12849.5,   27.2552,   71.6191,     25.98,        87,     18.87,     14.06,  0.106322,   236.442
    5408.0,   8.54622,   -999.25,   13645.9,   28.3316,   68.9537,     20.15,        87,     18.32,     10.06, 0.0752093,    324.51
    5409.0,   8.55184,   -999.25,   12469.6,   24.0907,   72.0999,     22.68,        87,     18.39,     14.38,  0.108742,     225.3
    5410.0,   8.48617,   -999.25,     12774,    56.359,   81.0798,     16.14,        87,     18.41,     16.98,  0.126944,   193.204
    5411.0,   8.57577,   -999.25,   12173.4,   40.9457,   64.7015,     12.88,        87,     17.77,      15.1,  0.115514,    204.94
    5412.0,    8.5487,   -999.25,   13868.7,   23.9446,   63.1167,     22.04,        87,     18.65,     21.56,  0.163037,   152.394
    5413.0,   8.55593,   -999.25,   15168.1,   24.6278,   59.4041,     24.63,        87,     18.49,      12.8, 0.0967937,   254.486
    5414.0,   8.56452,   -999.25,   14798.4,   25.8222,   57.2253,     21.84,        87,      18.4,     12.83, 0.0970206,   252.655
    5415.0,   8.58293,   -999.25,   15394.6,   24.7053,   56.4553,     27.79,        87,     19.25,     11.41,  0.085302,    300.64
    5416.0,   8.55362,   -999.25,   14613.7,   25.1751,   55.9044,     23.41,        87,     18.79,     12.15, 0.0908343,   275.582
    5417.0,   8.54825,   -999.25,   14814.9,   24.6075,   55.3813,     26.41,        87,     18.76,     10.64, 0.0795455,    314.19
    5418.0,   8.55288,   -999.25,   16609.4,   24.3036,   54.9904,     27.39,        87,     18.37,     10.58, 0.0790969,   309.403
    5419.0,   8.52042,   -999.25,   16722.5,   33.9236,   54.1145,     21.01,        80,     16.78,      5.42, 0.0445724,   501.535
    5420.0,   8.55155,   -999.25,   13673.2,   22.3661,   59.4911,     19.64,        80,     16.79,      5.09, 0.0413418,   541.049
    5421.0,   8.59163,   -999.25,   15951.8,   22.9634,   61.0824,      8.33,        78,     15.92,      3.99, 0.0336538,   630.207
    5422.0,   8.53869,   -999.25,   15413.4,   27.5149,   62.2283,     25.02,        79,      15.5,      4.61, 0.0388833,    531.06
    5423.0,   8.53841,   -999.25,   15638.2,   25.8424,   61.9797,     28.47,        79,     15.93,      4.57,  0.038058,   557.629
    5424.0,   8.55443,   -999.25,   16654.5,   23.6633,   62.4137,     23.22,        91,     16.44,      7.53,  0.054439,   402.315
    5425.0,   8.58255,   -999.25,   16299.7,    23.036,   62.8799,        24,        91,     16.49,      5.05, 0.0365095,   601.712
    5426.0,   8.53421,   -999.25,   19464.4,     23.99,   63.1511,     25.15,        91,     16.67,       5.4, 0.0386156,   575.106
    5427.0,   8.61741,   -999.25,   16475.7,   22.4324,   61.9572,     23.98,        91,     16.98,      5.03,  0.036769,    615.22
    5428.0,   -999.25,   -999.25,   14408.2,   24.7613,   55.6988,     30.14,        91,     16.57,         3, 0.0219298,   1006.61
    5429.0,   -999.25,   -999.25,   13577.6,    32.576,   46.7884,     30.85,        91,     17.25,      5.67, 0.0409919,   560.616
    5430.0,   -999.25,   -999.25,   17468.1,   30.3111,   46.0374,     25.44,        91,     16.48,      4.57, 0.0330393,   664.509
    5431.0,   -999.25,   -999.25,   16640.6,   23.6679,   48.5067,     28.12,        91,     15.98,      4.13, 0.0301901,    705.16
    5432.0,   -999.25,   -999.25,   18227.1,   22.7717,   50.2126,     30.26,        91,     16.19,      4.21, 0.0304367,   708.638
    5433.0,   -999.25,   -999.25,   14295.2,   23.2749,   55.5681,     28.18,        91,     16.51,      4.67, 0.0337623,   651.463
    5434.0,   -999.25,   -999.25,   16884.3,   23.0109,   55.3427,     31.37,        91,     16.49,      3.76, 0.0274854,    799.27
    5435.0,   -999.25,   -999.25,   12813.7,   20.8286,   52.3983,     31.25,       100,     17.37,      5.45, 0.0355003,   651.843
    5436.0,   -999.25,   -999.25,   9116.74,   28.8783,   47.6366,     31.03,       100,     18.57,      5.44, 0.0357895,   691.244
    5437.0,   -999.25,   -999.25,   15685.1,   39.8525,   40.8226,     33.21,       100,     17.86,      5.31, 0.0349342,   681.091
    5438.0,   -999.25,   -999.25,     16441,   27.4911,   39.0182,     26.27,       100,     17.59,      6.34, 0.0417105,   561.817
    5439.0,   -999.25,   -999.25,   13190.3,    24.737,   32.6209,     27.79,       100,     17.23,      4.65, 0.0302892,    757.83
    5440.0,   -999.25,   -999.25,   11818.3,   23.9337,   29.3662,     32.95,       100,     17.95,      4.86, 0.0316571,   755.384
    5441.0,   -999.25,   -999.25,   17612.7,    24.581,   28.1693,     30.06,       101,     18.04,      4.74, 0.0308755,   778.391
    5442.0,   -999.25,   -999.25,   16023.7,   25.2568,   27.6041,     27.55,        79,     16.09,      4.17, 0.0342928,    625.07
    5443.0,   -999.25,   -999.25,     17541,   24.2438,   28.2063,     30.38,        88,        16,      2.62, 0.0198125,   1075.86
    5444.0,   -999.25,   -999.25,   18912.7,   28.0113,   31.6199,     28.63,        88,     16.27,      5.07, 0.0379037,   571.848
    5445.0,   -999.25,   -999.25,   15692.8,   25.8803,   34.1048,     26.52,        88,     16.06,      2.53, 0.0189145,   1131.17
    5446.0,   -999.25,   -999.25,   13207.3,   23.5944,   37.3488,     27.23,        88,     16.19,         4, 0.0299043,   721.253
    5447.0,   -999.25,   -999.25,   18623.6,   23.8848,   39.2496,     29.27,        88,     17.19,      4.09, 0.0305772,   748.951
    5448.0,   -999.25,   -999.25,     12877,   56.9131,   36.9993,        28,        88,     17.25,      4.14, 0.0313067,   734.051
    5449.0,   -999.25,   -999.25,   11400.4,    25.618,   40.8294,     33.98,        88,     18.07,         7, 0.0523325,   460.003
    5450.0,   -999.25,   -999.25,   10893.8,   45.2007,   37.1319,     22.35,        88,     17.43,      4.48, 0.0334928,   693.299
    5451.0,   -999.25,   -999.25,   14350.5,   35.0186,   36.5926,     20.01,        88,     17.83,     10.14, 0.0749556,     316.9
    5452.0,   -999.25,   -999.25,   18143.8,   23.4855,   40.2752,     25.89,        53,      18.5,      9.63,  0.119538,   206.177
    5453.0,   -999.25,   -999.25,   16936.4,   24.7478,   36.2708,     29.27,        90,     16.72,      2.65, 0.0193713,   1149.88
    5454.0,   -999.25,   -999.25,   15658.7,   25.6942,   34.2906,      23.4,        90,     17.55,      5.47, 0.0404347,   578.227
    5455.0,   -999.25,   -999.25,   19003.2,   25.8543,   31.4657,     24.56,        90,     18.49,      4.66, 0.0340643,   723.122
    5456.0,   -999.25,   -999.25,   17228.1,   26.0022,   29.2162,     25.74,        90,     16.79,      4.32, 0.0315789,   708.317
    5457.0,   -999.25,   -999.25,   19057.1,   24.8926,   28.4818,     25.65,        90,     18.11,      6.41, 0.0463418,   520.619
    5458.0,   -999.25,   -999.25,   22069.9,   27.5533,   27.6391,     23.18,        90,      18.3,      5.89, 0.0425824,   572.526
    5459.0,   -999.25,   -999.25,   22221.9,   26.0706,   28.0488,     19.99,        90,     17.88,      3.78, 0.0276316,   862.058
    5460.0,   -999.25,   -999.25,   18253.5,   27.2453,   29.2319,     22.91,        90,     18.21,      7.11, 0.0514025,   471.954
    5461.0,   -999.25,   -999.25,   15049.3,    27.552,   30.5654,     21.63,        90,     18.08,      5.42, 0.0391845,   614.694
    5462.0,   -999.25,   -999.25,   18614.2,   24.7326,   32.9597,     23.26,        90,     17.92,      5.82, 0.0420763,   567.381
    5463.0,   -999.25,   -999.25,   20666.4,   25.4487,   34.6129,     27.91,        90,     16.81,      4.68, 0.0342105,    654.61
    5464.0,   -999.25,   -999.25,   13920.7,   34.9095,   35.7648,     22.08,        90,      17.6,      4.87, 0.0355994,   658.635
    5465.0,   -999.25,   -999.25,   26805.1,   22.3948,    35.864,     24.63,        90,     17.36,      4.62, 0.0337719,   684.808
    5466.0,   -999.25,   -999.25,     20082,   93.6404,   22.4782,     26.91,        90,     18.81,       5.7, 0.0412088,   608.098
    5467.0,   -999.25,   -999.25,   9081.28,   59.9406,   35.1781,     20.49,        87,     17.51,      8.24, 0.0637771,    365.76
    5468.0,   -999.25,   -999.25,   13585.1,   23.9415,   37.2922,     21.75,        84,     16.39,      6.33, 0.0495771,   440.426
    5469.0,   -999.25,   -999.25,   20360.7,   26.4681,   34.0789,     23.45,        84,     18.29,      3.85, 0.0301535,   808.073
    5470.0,   -999.25,   -999.25,   12905.3,   38.4725,   27.8314,     21.44,        84,     18.34,      7.54, 0.0583591,   418.664
    5471.0,   -999.25,   -999.25,     20442,   49.0108,   32.9479,     21.43,        84,     17.27,      4.97, 0.0393944,   584.026
    5472.0,   -999.25,   -999.25,     18070,   29.8753,   33.5895,     25.23,        84,     17.23,      5.54, 0.0433897,   529.021
    5473.0,   -999.25,   -999.25,   -999.25,   27.3958,   31.6107,      27.8,        84,     17.89,      4.42, 0.0350349,   680.275
    5474.0,   -999.25,   -999.25,   -999.25,   28.2069,   31.6326,     26.42,        84,     16.93,      4.73, 0.0370457,   608.826
    5475.0,   -999.25,   -999.25,   -999.25,   28.4945,     31.95,     26.13,        84,     16.87,      3.57, 0.0279605,   803.794
    5476.0,   -999.25,   -999.25,   -999.25,   29.5814,    32.297,     18.63,        84,     16.03,      3.03, 0.0237312,   899.888
    5477.0,   -999.25,   -999.25,   -999.25,   30.5144,    31.802,     17.15,        75,     16.06,      4.17, 0.0360976,   592.709
    5478.0,   -999.25,   -999.25,   -999.25,   30.1937,   30.4325,     17.85,        70,     16.35,      3.11, 0.0292293,   745.202
    5479.0,   -999.25,   -999.25,   -999.25,   33.0418,   29.7308,     24.18,        71,     15.33,      3.31,  0.031109,   656.494
    5480.0,   -999.25,   -999.25,   -999.25,   35.8941,   29.1293,      32.7,        51,      15.9,      2.45, 0.0316047,   670.223
    5481.0,   -999.25,   -999.25,   -999.25,   32.3862,   28.3305,     21.38,        70,     14.49,      2.97, 0.0279135,   691.557
    5482.0,   -999.25,   -999.25,   -999.25,   29.3523,   27.8843,     24.89,        70,     15.06,      3.07, 0.0288534,   695.349
    5483.0,   -999.25,   -999.25,   -999.25,   30.5915,   27.9395,     19.34,        70,     15.08,      3.72,   0.03447,   582.821
    5484.0,   -999.25,   -999.25,   -999.25,    30.577,    27.686,     23.37,        70,     15.41,      2.89, 0.0275553,   745.027
    5485.0,   -999.25,   -999.25,   -999.25,   31.7869,   26.0617,     22.33,        70,     15.25,      3.69, 0.0346805,   585.814
    5486.0,   -999.25,   -999.25,   -999.25,   29.9639,   26.0861,     22.86,        70,     15.05,      4.41, 0.0414474,   483.743
    5487.0,   -999.25,   -999.25,   -999.25,   31.3736,   26.1187,     22.81,        70,     15.44,      3.83, 0.0354892,   579.596
    5488.0,   -999.25,   -999.25,   -999.25,   37.3176,   27.4194,     18.63,        70,     15.12,      4.21, 0.0395677,    509.08
    5489.0,   -999.25,   -999.25,   -999.25,   40.1838,   28.0858,     19.81,        70,      15.1,      4.01, 0.0371572,   541.389
    5490.0,   -999.25,   -999.25,   -999.25,   38.1211,   28.2681,     15.98,        70,     15.07,      3.86,  0.036804,   545.498
    5491.0,   -999.25,   -999.25,   -999.25,   31.5525,   28.9751,     19.75,        70,     15.23,      2.88, 0.0270677,    749.59
    5492.0,   -999.25,   -999.25,   -999.25,   31.3629,   29.5675,     13.59,        70,      14.6,      3.07, 0.0288534,    674.11
    5493.0,   -999.25,   -999.25,   -999.25,   32.3416,   29.6639,     24.47,        51,     14.54,      2.08, 0.0263158,   736.076
    5494.0,   -999.25,   -999.25,   -999.25,   33.1768,   29.4141,     20.98,        80,     15.12,      2.45, 0.0198993,   1012.25
    5495.0,   -999.25,   -999.25,   -999.25,   31.4676,    30.099,     26.48,        50,     14.61,      2.54, 0.0334211,   582.378
    5496.0,   -999.25,   -999.25,   -999.25,   30.6748,    30.309,     23.82,        81,     15.13,      1.88, 0.0152697,   1320.03
    5497.0,   -999.25,   -999.25,   -999.25,   28.8746,   29.1275,     31.85,        69,     14.56,      3.54, 0.0332707,   583.008
    5498.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     28.38,        70,     17.26,     25.82,  0.246186,   93.4011
    5499.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     18.68,        70,     18.04,     11.72,   0.11015,   218.185
    5500.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     22.88,        70,     17.81,      7.65, 0.0729405,   325.289
    5501.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     23.36,        82,     17.57,      4.33,   0.03474,   673.777
    5502.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     18.61,        82,     16.58,      4.16, 0.0333761,   661.795
    5503.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,      4.16,   -999.25,   -999.25
    5504.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     19.63,        82,      16.8,      5.33, 0.0422479,   529.759
    5505.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     25.57,        82,     16.91,   -999.25,   -999.25,   -999.25
    5506.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5507.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5508.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5509.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5510.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5511.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5512.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5513.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5514.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5515.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5516.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5517.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5518.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5519.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5520.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5521.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5522.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5523.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5524.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5525.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5526.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5527.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5528.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5529.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5530.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5531.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5532.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5533.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5534.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5535.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5536.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5537.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5538.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5539.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5540.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5541.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5542.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5543.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5544.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5545.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5546.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5547.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5548.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5549.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5550.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5551.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5552.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5553.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5554.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5555.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5556.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5557.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5558.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5559.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5560.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
    5561.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25
