     Depth,      DCAV,    UCS-CA,    UCS-BD,        GR,      P40H,      WOBA,      RPMS,       TQA,      ROPA,       DOC,       MSE
         m,        in,       psi,       psi,      gapi,     ohm.m,      klbm,     1/min,   klbf.ft,       m/h,    in/rev,       ksi
    4797.0,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,     32.47,       138,     15.99,      1.39,0.00657895,   -999.25
    4798.0,   10.7571,   -999.25,   19555.5,   110.517,   35.0751,      29.5,       141,     15.18,      1.62,0.00750556,   2694.41
    4799.0,    10.523,   -999.25,   7638.36,   98.5531,   32.7733,   -999.25,   -999.25,   -999.25,     82.09,   -999.25,   -999.25
    4800.0,   9.53121,      6271,   9814.93,   71.4828,    43.626,     22.75,        57,      12.8,     50.47,  0.582525,   29.2732
    4801.0,   9.57968,     11213,   16283.1,    128.05,   29.1508,     23.65,        77,     13.19,      2.67, 0.0225202,   780.273
    4802.0,   8.99627,   10916.2,   15549.1,   105.635,   27.3224,     22.29,        78,     14.21,      2.08, 0.0175439,   1079.06
    4803.0,    8.8602,   -999.25,   15737.1,   78.0312,   31.5005,     30.37,        78,     13.91,      1.85, 0.0154064,   1202.82
    4804.0,   9.11864,   6463.43,   18322.7,   113.595,   30.0479,     29.86,        77,     14.48,         5, 0.0427204,   451.552
    4805.0,   8.71498,    3007.9,   19960.1,   128.114,   25.5668,     22.89,        77,     15.43,      4.19, 0.0357997,   574.197
    4806.0,   9.15042,   4231.34,   16847.7,   98.8145,   45.8553,     29.59,        77,     14.31,      2.99, 0.0252193,    755.93
    4807.0,   8.63357,   -999.25,   19156.3,   139.953,   23.9852,     28.42,        77,     15.23,      3.18, 0.0271702,   746.761
    4808.0,    8.8817,   2996.26,   13464.3,   80.5723,   41.2171,     29.56,        77,     15.41,      5.05, 0.0431476,   475.795
    4809.0,   8.86187,   2778.52,   15802.7,   88.5701,   42.9087,     31.34,        77,     15.39,      4.95, 0.0422932,   484.778
    4810.0,   9.10311,   -999.25,     20082,   126.602,   37.8299,      31.9,        77,     15.06,      4.88, 0.0416951,   481.187
    4811.0,   8.67805,   2430.24,   13856.2,   158.268,   22.9364,     33.52,        77,     15.05,      4.03, 0.0344327,   582.292
    4812.0,    8.6852,   -999.25,     13286,   148.699,   21.6625,     23.19,        77,      15.3,      3.23, 0.0275974,   738.581
    4813.0,   8.68638,   2643.63,   16883.8,   122.862,   34.3981,     30.16,        77,     15.25,      4.68, 0.0399863,   508.081
    4814.0,   8.96648,   6913.22,     20082,    110.07,   42.2961,     35.63,        77,     14.57,      3.25, 0.0274123,   708.091
    4815.0,   8.60408,   -999.25,     20082,   142.265,   25.1845,     36.64,        78,     15.73,      3.41, 0.0291353,   719.256
    4816.0,   8.56544,   -999.25,     20082,   134.228,   33.6837,     37.52,        77,     14.21,      4.43, 0.0378503,   500.149
    4817.0,   8.87134,   -999.25,     20082,   121.227,   34.1334,     32.37,        77,     16.18,      6.75, 0.0576726,   373.752
    4818.0,   8.70974,   -999.25,     20082,   116.897,    37.052,     34.46,        78,     14.78,      3.17, 0.0267375,   736.424
    4819.0,   8.87559,   4078.59,   13856.2,   127.057,   34.0006,     29.49,        77,     14.37,      3.34, 0.0281714,   679.553
    4820.0,   8.64264,   3962.18,   13856.2,   140.584,   27.4815,     39.33,        81,     17.84,      7.64, 0.0620533,   383.005
    4821.0,   8.79637,   4037.97,     20082,    103.96,   41.5749,     38.03,        81,     15.74,      7.75, 0.0629467,   333.124
    4822.0,   8.88011,   -999.25,   16261.8,   98.4009,   53.4095,     40.73,        81,     16.22,      5.14, 0.0417479,   517.596
    4823.0,    8.5951,   -999.25,   13856.2,   155.932,   27.1083,     42.54,        81,     15.48,       8.2, 0.0657895,   313.465
    4824.0,   8.63058,   -999.25,   13856.2,   155.628,   22.6273,     39.04,        82,     17.42,      8.71, 0.0698813,   332.095
    4825.0,   8.68613,   2947.66,     20082,    116.17,    31.458,     43.82,        81,     18.24,     14.73,  0.119639,   203.107
    4826.0,   8.67244,   6588.16,     20082,    112.08,   32.5639,     42.49,        81,      16.6,      9.05, 0.0735055,   300.859
    4827.0,   8.65199,   -999.25,   13856.2,   135.426,   24.4192,      44.5,       100,     17.66,      5.27, 0.0346711,   678.576
    4828.0,   8.67874,   8096.45,   13856.2,   152.177,   18.1987,     38.44,       101,     17.17,      6.43, 0.0423026,   540.727
    4829.0,    8.5833,   -999.25,   13856.2,   160.096,   17.4878,     42.75,       100,     17.83,      8.41, 0.0553289,   429.313
    4830.0,   8.64298,   -999.25,     20082,   127.129,   25.5113,      37.9,       100,     16.06,      11.9, 0.0775143,   276.019
    4831.0,   8.60644,   -999.25,     20082,   136.323,   24.7213,     22.73,       100,     15.78,      5.63, 0.0370395,   567.567
    4832.0,   8.65875,   -999.25,   13856.2,   151.228,    18.051,     23.22,       100,     15.79,       6.4, 0.0421053,   499.598
    4833.0,   8.71013,   -999.25,   13856.2,   136.809,   20.2841,     22.47,       100,     17.92,     14.83, 0.0965998,   247.136
    4834.0,   8.68051,   -999.25,     20082,   117.809,   23.4865,     24.52,       100,     16.54,     10.51, 0.0684601,   321.864
    4835.0,   8.65872,   -999.25,     20082,   142.491,   20.3121,     28.54,       101,     17.56,         9, 0.0592105,   395.094
    4836.0,   8.60194,   -999.25,   13856.2,   156.095,   15.3773,     27.12,       100,      18.8,      10.3, 0.0677632,   369.606
    4837.0,   8.74861,   -999.25,   13856.2,   150.599,   15.1439,     29.46,       101,     19.34,     17.86,  0.116337,    221.47
    4838.0,   8.59992,   -999.25,   13856.2,    130.27,   15.9772,      22.9,       101,     18.21,     11.85, 0.0779605,   311.179
    4839.0,   8.59242,   -999.25,   13856.2,   125.665,   14.8347,     22.91,       100,     16.52,      9.07, 0.0590802,   372.514
    4840.0,   8.64578,   -999.25,   13856.2,   141.651,   14.0399,     17.15,       100,     17.46,       8.5, 0.0553674,   420.112
    4841.0,   8.65584,   -999.25,   13856.2,   151.471,   13.8264,     16.74,       100,      17.6,     11.76, 0.0773684,   303.057
    4842.0,   8.50799,   -999.25,   13856.2,   149.398,   13.3919,     20.73,       100,     18.43,      12.9, 0.0848684,   289.304
    4843.0,   8.61894,   11010.6,   13856.2,   145.884,   13.2119,     19.58,       100,     17.76,      9.24, 0.0601876,   393.107
    4844.0,   8.64579,   -999.25,   13856.2,   144.621,   12.7198,     15.16,       100,     17.22,     13.81, 0.0899557,   255.023
    4845.0,   8.65765,   -999.25,   13856.2,     139.5,   12.4204,     19.21,       100,     17.82,     11.76, 0.0773684,   306.845
    4846.0,   8.64882,   -999.25,   13856.2,   139.231,   12.2922,     21.32,       100,     17.24,       8.9, 0.0591441,    388.33
    4847.0,   8.73181,   -999.25,   13856.2,   139.041,   12.1248,     25.41,       101,     18.93,     15.24, 0.0992705,   254.042
    4848.0,   8.78015,   -999.25,   13856.2,   142.965,   12.1324,     27.41,       100,      18.3,      8.87, 0.0577775,   421.956
    4849.0,   8.78643,   -999.25,   13856.2,   152.223,   11.7959,     26.47,       101,     18.49,     16.32,  0.106305,   231.716
    4850.0,   8.71157,   -999.25,   13856.2,    142.81,   11.5935,     19.63,       117,     18.67,      9.98, 0.0561179,   443.219
    4851.0,   8.70364,   -999.25,   13856.2,   140.663,   11.0896,     21.29,       117,     18.27,     12.69, 0.0713563,     341.1
    4852.0,   8.69272,   -999.25,   13856.2,   140.934,   10.7415,      19.7,       117,     18.13,     10.27, 0.0577485,   418.246
    4853.0,   8.79597,   -999.25,     20082,   139.586,    10.632,     20.29,       118,     17.96,     10.35, 0.0581984,   411.121
    4854.0,   8.69287,   -999.25,     20082,   149.352,   10.6414,     16.59,       117,      17.5,     11.57, 0.0650585,   358.351
    4855.0,     8.654,   -999.25,     20082,    145.19,   10.5466,     17.71,       117,        18,     18.92,  0.105486,   227.327
    4856.0,   8.68287,   -999.25,   13856.2,   130.652,    10.859,     21.41,       116,      18.7,      10.5, 0.0595508,   418.339
    4857.0,   8.69944,   -999.25,   13856.2,   136.782,   11.6919,     17.12,       117,     18.32,     13.77, 0.0774292,   315.207
    4858.0,   8.68894,   -999.25,   13856.2,   145.887,   13.8078,     14.78,       118,     17.51,     11.08, 0.0617752,   377.613
    4859.0,   8.71279,   -999.25,   13856.2,   155.405,   17.6218,     15.31,       118,     16.89,     10.66, 0.0599415,   375.385
    4860.0,   8.64132,   -999.25,   13838.8,   137.338,   29.9137,     14.75,       118,     17.53,     11.87, 0.0656236,   355.874
    4861.0,   8.79196,   -999.25,   18712.3,   125.017,   33.4198,      19.7,       117,     17.39,     11.05, 0.0616079,   376.043
    4862.0,   8.72329,   10112.1,     20082,   130.773,     28.94,      17.2,       117,     17.66,      6.14, 0.0342328,   687.263
    4863.0,   8.72007,   13002.8,     20082,   123.991,   26.3304,     15.53,       117,     17.19,      8.97, 0.0508734,   450.153
    4864.0,   8.60804,   -999.25,     20082,   126.352,   20.8983,      15.6,       118,     17.37,     11.78,  0.065126,    355.32
    4865.0,   8.65048,   -999.25,     20082,   121.578,   20.0494,     18.69,       118,     16.87,     10.38, 0.0578724,   388.345
    4866.0,   8.60323,   -999.25,   13856.2,   144.923,   16.6012,     15.37,       117,     17.98,      8.07, 0.0453779,   527.862
    4867.0,   8.64316,   -999.25,   13856.2,   143.956,   14.2546,     18.45,       117,      18.4,     16.14, 0.0899866,   272.405
    4868.0,   8.69888,   -999.25,   13856.2,    143.43,   13.2678,     17.71,       117,     18.53,     15.07, 0.0847391,   291.317
    4869.0,   8.67115,   -999.25,   13856.2,   142.969,   12.6206,      15.8,       117,     18.16,     14.04, 0.0782783,   309.064
    4870.0,    8.7336,   -999.25,   13856.2,   143.722,   12.1851,     20.12,       117,     18.66,     15.41, 0.0866509,   286.889
    4871.0,   8.83675,   -999.25,   13856.2,   143.583,   12.0357,     18.01,       117,     18.85,     14.27, 0.0802407,   312.962
    4872.0,   8.84662,   -999.25,   13856.2,   134.421,   12.0112,     17.82,       118,     18.65,      13.2,  0.073595,   337.602
    4873.0,   8.74129,   -999.25,   13856.2,   137.581,   12.2012,     17.68,       118,      18.4,     16.78, 0.0935549,   262.015
    4874.0,   8.68687,   -999.25,   13856.2,   139.658,   12.5918,     18.73,       117,     18.86,     15.72, 0.0869085,   289.104
    4875.0,   8.79585,   -999.25,   13856.2,   141.277,   12.6773,     20.93,       117,     17.87,     13.77, 0.0780966,   304.836
    4876.0,   8.66689,   -999.25,   13856.2,   154.026,    12.697,     22.39,       118,     16.79,      8.89, 0.0504197,   443.634
    4877.0,   8.69274,   -999.25,   13856.2,   143.453,   12.5703,      14.3,       117,     18.19,      6.33, 0.0355938,   680.821
    4878.0,   8.72901,   -999.25,   13856.2,   139.947,   12.4154,     19.02,       117,     18.02,     12.36, 0.0695007,   345.414
    4879.0,   8.77385,   -999.25,   13856.2,   142.936,   12.2772,     19.45,       117,     18.53,     11.41, 0.0636151,   388.052
    4880.0,   8.61961,   -999.25,   13856.2,   138.807,   11.6713,     20.92,       117,     18.13,      10.9, 0.0618194,   390.704
    4881.0,   8.75496,   -999.25,   13856.2,   137.587,   11.1406,      16.6,       117,     17.72,     11.71, 0.0652877,   361.582
    4882.0,   8.79691,   -999.25,   13856.2,   140.776,   11.8134,     18.14,       118,     17.02,     12.83,  0.070931,   319.667
    4883.0,   8.73236,   -999.25,   13856.2,   138.766,   12.0483,      18.9,       117,     17.75,         9, 0.0501784,   471.255
    4884.0,   8.68128,   -999.25,   13856.2,   143.278,   11.9808,     19.86,       118,     17.97,     13.85,  0.077879,   307.399
    4885.0,   8.75506,   -999.25,   13856.2,   146.571,   11.7485,     20.84,       118,     17.87,     13.11, 0.0737179,   322.943
    4886.0,   8.65335,   -999.25,   13856.2,   147.745,    11.589,     25.29,       118,     18.12,     11.78,  0.065126,   370.662
    4887.0,    8.8269,   -999.25,     20082,   147.586,   10.7262,     24.85,       118,     17.76,     11.36, 0.0638776,   370.398
    4888.0,   8.73725,   -999.25,     20082,   152.336,   10.8151,     19.18,       118,     17.44,     11.22, 0.0625558,    371.41
    4889.0,    8.7555,   -999.25,     20082,   153.362,   10.8182,     21.11,       117,     17.19,     11.34, 0.0637652,   359.143
    4890.0,   8.74765,   -999.25,     20082,   149.145,   11.1532,      9.81,       118,     15.91,     10.16, 0.0566459,   374.177
    4891.0,   8.74716,   -999.25,   13856.2,   151.367,   11.5314,     17.52,       118,     17.87,     14.25, 0.0794492,   299.647
    4892.0,   8.72697,   7475.04,   13856.2,   150.895,   12.8213,     18.02,       118,     18.31,      17.4, 0.0970116,   251.443
    4893.0,   8.80332,   -999.25,   13856.2,   144.224,   15.4256,     15.85,       117,     18.31,     16.03, 0.0901372,   270.619
    4894.0,   8.76917,   -999.25,   13856.2,   140.468,   18.9687,     19.06,       117,     18.17,     15.74, 0.0877565,   275.836
    4895.0,   8.66606,   -999.25,   13856.2,   138.748,   20.9063,     17.14,       118,     17.02,      8.15, 0.0462228,   490.544
    4896.0,   8.64932,   -999.25,   13856.2,   148.772,   21.4669,     17.44,       118,     17.46,     20.03,  0.111675,   208.288
    4897.0,   8.66508,   -999.25,   13856.2,   147.271,   31.3817,     18.35,       117,     17.52,      11.5, 0.0652223,    357.86
    4898.0,   8.68831,   -999.25,     20082,   127.882,   45.8198,     24.86,       117,     18.47,     12.47, 0.0701192,   350.917
    4899.0,   8.73189,   -999.25,   12577.5,   89.9209,   72.8302,     19.99,       118,     16.74,     12.01, 0.0675326,    330.23
    4900.0,   8.90085,   -999.25,   19561.2,   96.8223,   71.3644,     22.04,       118,     16.74,      5.96, 0.0335133,   665.447
    4901.0,   8.69514,   -999.25,     20082,   136.839,     34.79,     25.06,       118,     16.27,      5.45, 0.0306455,   707.286
    4902.0,   8.72502,   -999.25,     20082,   136.518,   29.0926,     25.71,       118,     17.96,      10.6,  0.059099,   404.856
    4903.0,   8.58524,   -999.25,   17961.2,   109.777,   28.0032,     28.28,       118,     17.38,      7.53, 0.0419826,   551.512
    4904.0,    8.7185,   -999.25,     20082,   111.398,   29.0105,     20.74,       117,     17.27,      7.87, 0.0442533,   519.902
    4905.0,   8.75841,   -999.25,     20082,   126.026,   31.0412,     27.17,       118,     17.02,      6.48, 0.0364372,   622.284
    4906.0,   8.64016,   -999.25,     20082,   131.335,    25.615,     25.42,       118,     17.75,      4.06,  0.022636,   1044.65
    4907.0,   8.61728,    6134.6,   13856.2,   141.024,   22.3439,     21.82,       118,     17.77,     11.59, 0.0651709,   363.252
    4908.0,   8.58818,   -999.25,   13856.2,   135.206,   22.4378,      19.6,       118,     17.97,     14.55, 0.0818151,    292.61
    4909.0,   8.59909,   -999.25,   13856.2,   116.716,   25.4756,     24.52,       118,     18.05,     10.44, 0.0587045,    409.62
    4910.0,    8.6981,   -999.25,     20082,   121.708,   27.5778,     22.92,       118,     16.92,      6.24, 0.0353902,   636.931
    4911.0,   8.57237,   -999.25,     20082,   125.203,   28.9977,     20.75,       117,     17.51,      9.96, 0.0555308,   420.075
    4912.0,    8.7507,   -999.25,     20082,   107.563,   37.9074,     23.82,       118,     15.89,      4.32, 0.0240856,   878.902
    4913.0,    8.7058,   -999.25,   13742.6,   94.5456,   43.2201,     21.77,       118,     15.72,      3.41,  0.019012,   1101.54
    4914.0,   8.82358,   -999.25,     20082,   100.292,    40.125,      21.1,       118,     17.04,      5.62, 0.0316014,   718.352
    4915.0,   8.71504,   -999.25,     20082,   116.223,   36.3068,     22.38,       117,     17.47,     10.86, 0.0610661,   381.125
    4916.0,   8.65052,   -999.25,     20082,    130.37,   34.4496,     25.24,       118,      16.4,      6.37, 0.0355152,   615.184
    4917.0,   8.59341,   -999.25,     20082,   155.205,   28.8728,     25.72,       118,     16.88,      9.58, 0.0538686,   417.456
    4918.0,    8.6642,   -999.25,     20082,   165.257,   40.2379,      21.7,       117,     16.73,     14.17, 0.0796784,   279.724
    4919.0,   8.57776,   -999.25,     16836,   183.308,   66.2596,     28.16,       118,     16.72,     11.67, 0.0656208,   339.445
    4920.0,   8.85926,   -999.25,     20082,   174.544,    36.687,        20,       118,     17.38,     16.65, 0.0928301,   249.423
    4921.0,   8.45042,   -999.25,   12811.1,   152.471,   51.6076,     25.44,       117,     17.69,      9.54, 0.0531891,   443.078
    4922.0,   8.60489,   -999.25,   10539.2,   151.557,   48.1324,     24.52,       118,      17.6,     12.19, 0.0679639,   344.992
    4923.0,   8.62662,   -999.25,   11207.1,   134.019,   48.0195,     27.81,       117,     18.46,     18.55,  0.104307,   235.772
    4924.0,   8.79027,   -999.25,   13931.7,   122.812,   58.3798,     26.41,       117,      17.2,      8.84, 0.0492864,   464.918
    4925.0,   8.77496,   18064.3,     20082,    150.27,   64.0285,     24.64,       117,     17.56,      7.62, 0.0428475,   545.976
    4926.0,    8.6274,   -999.25,     20082,   160.178,   45.3247,     25.36,       118,     18.37,     12.53, 0.0698595,   350.315
    4927.0,   8.88593,   -999.25,     20082,   140.739,   56.8057,      29.8,       117,     17.37,     11.23, 0.0626115,    369.59
    4928.0,   8.47381,   -999.25,   10569.7,   79.8102,   259.836,     25.33,       117,     17.68,     12.44, 0.0699505,   336.718
    4929.0,   8.54345,   -999.25,   12182.7,   33.6176,   196.258,     23.47,       118,     17.68,     14.44, 0.0811966,   290.081
    4930.0,   8.53003,   -999.25,   12038.8,   29.3448,   130.232,     25.17,       118,     18.19,     13.97,  0.077888,   311.126
    4931.0,   8.57011,   -999.25,   14092.9,   33.9977,   111.718,     24.27,       118,      17.9,     15.02, 0.0844579,    282.35
    4932.0,   8.62432,   -999.25,   15975.3,   36.7222,    111.98,     25.92,       117,      18.7,     18.74,  0.104483,   238.436
    4933.0,   8.69511,   -999.25,   17711.4,    39.831,   117.312,        24,       118,     18.01,     18.86,   0.10605,   226.244
    4934.0,   8.65374,   -999.25,   16223.6,   35.7308,   122.359,     31.38,       118,     17.62,     10.51, 0.0590981,   397.198
    4935.0,   8.66756,   -999.25,     17309,   41.9261,   126.921,     29.74,       118,     17.28,       8.7, 0.0489204,   470.575
    4936.0,    8.5193,   12106.1,   15279.8,   39.8485,   132.223,     30.34,       117,     17.87,     15.59, 0.0876631,   271.571
    4937.0,    8.5598,     25367,   14382.5,   33.9166,   133.358,     27.85,       117,     18.32,     12.74, 0.0710303,   343.603
    4938.0,   8.49403,   -999.25,   12064.5,   32.2373,   137.615,     29.29,       117,     19.06,     14.85,  0.083502,   304.089
    4939.0,   8.54169,   -999.25,   12682.6,   33.9509,   135.195,     28.53,       118,     18.96,     20.29,  0.113124,   223.283
    4940.0,   8.56385,   -999.25,   12660.5,   35.6982,   133.317,     32.02,       118,     18.52,     14.21, 0.0792261,   311.421
    4941.0,   8.53644,   -999.25,   11435.2,   36.2303,   131.983,     32.68,       117,     18.53,     17.48, 0.0982906,   251.153
    4942.0,   8.47963,   -999.25,   9669.42,   36.2271,   142.798,     32.74,       117,      18.5,     14.69, 0.0826023,   298.369
    4943.0,   8.56329,   -999.25,   12030.5,   38.2202,   167.697,     28.83,       118,     18.93,     21.29,    0.1187,   212.459
    4944.0,   8.81842,   -999.25,   24238.9,   56.9323,   197.181,     30.84,       118,     18.92,     23.29,  0.129851,   194.112
    4945.0,   8.54885,   8229.93,   14641.1,   71.5711,   109.452,     29.35,       118,     18.61,     19.54,  0.108943,   227.574
    4946.0,   8.48564,   -999.25,   11271.2,   48.9535,    147.93,     29.67,       117,      18.6,     13.31, 0.0754878,   328.255
    4947.0,   8.54913,   -999.25,   12386.3,   29.4422,   132.061,     29.85,       118,     18.86,     14.63, 0.0829741,   302.812
    4948.0,   8.55008,   -999.25,     12046,   32.4299,   123.598,     31.18,       117,      19.2,     20.09,  0.112009,   228.361
    4949.0,   8.65638,   -999.25,     13923,   30.3336,   115.569,     31.13,       117,     19.36,     30.16,  0.171053,   150.782
    4950.0,   8.88576,   -999.25,   23496.4,   38.2266,   116.142,     33.71,       117,     19.44,     24.78,  0.139339,   185.866
    4951.0,   8.60323,   -999.25,     13441,    45.301,   118.941,     34.33,       117,     19.64,     32.43,   0.18081,   144.709
    4952.0,   8.56633,   -999.25,   12661.1,   35.8284,   125.148,     27.23,       117,     18.68,     15.04, 0.0845704,   294.261
    4953.0,   8.56015,   -999.25,   11300.9,   38.6201,   126.946,     32.94,       117,      19.3,     21.24,  0.118421,   217.122
    4954.0,   8.51056,   -999.25,   11502.1,   32.7738,   123.934,     29.07,       118,     20.03,      25.5,  0.142172,    187.69
    4955.0,   8.54163,   -999.25,   12024.8,   34.3406,   121.859,     24.47,       118,     19.17,     18.72,  0.105263,   242.617
    4956.0,     8.551,   -999.25,   13039.6,   37.5681,   120.308,     25.96,       118,     18.65,      18.7,   0.10426,   238.307
    4957.0,   8.58559,   -999.25,   13055.6,   37.8406,    119.62,     25.72,       118,     19.57,     19.35,  0.108806,   239.615
    4958.0,   8.57346,   -999.25,     13138,    36.896,   117.839,     27.49,       118,     19.19,      16.6, 0.0925513,   276.228
    4959.0,   8.52394,   9253.63,   11010.1,   34.7422,   123.908,     25.67,       118,     18.41,     17.84,  0.100315,   244.491
    4960.0,    8.5874,   12395.8,   13815.8,    35.135,   161.895,      25.8,       117,     19.16,     21.66,  0.121795,   209.576
    4961.0,    8.9043,   -999.25,   26392.9,   46.4464,   242.659,      25.9,       118,     19.09,     20.83,  0.117128,   217.131
    4962.0,   8.53267,   -999.25,   17020.3,   86.6357,   67.9486,     24.58,       117,     18.65,     17.88,   0.10054,   247.124
    4963.0,   8.75518,   10025.5,   16048.1,   82.7503,   92.8071,      20.6,       117,     18.07,     12.22, 0.0687134,   350.341
    4964.0,   8.64067,   7814.13,   18965.8,   63.1897,   89.3087,     22.76,       117,     18.42,     14.21, 0.0799033,   307.114
    4965.0,   8.62512,   -999.25,   17337.6,   60.2002,   126.899,     23.29,       118,     17.42,      11.2,  0.062978,   368.497
    4966.0,    8.6197,   -999.25,   15004.8,   37.0138,   130.768,     24.79,       118,     18.04,     11.72, 0.0659019,   364.681
    4967.0,   8.62499,   -999.25,   13391.3,   29.8654,   124.891,     30.44,       117,     18.27,     11.23, 0.0626115,    388.74
    4968.0,    8.6477,   -999.25,     13659,   24.1157,   121.878,     23.82,       118,     18.33,     11.37, 0.0633921,   385.214
    4969.0,   8.65481,   -999.25,   15360.9,   26.2715,    125.66,     25.25,       117,      18.6,     12.85,  0.072256,   342.937
    4970.0,   8.71799,   -999.25,   17383.9,   30.5038,   129.205,     29.28,       118,     18.39,     17.28,  0.097166,    252.14
    4971.0,   8.65615,   -999.25,   15907.8,   34.3723,   123.839,     28.49,       118,     17.64,     10.78, 0.0606163,   387.689
    4972.0,   8.66625,   -999.25,   16143.4,   35.4967,   117.822,     31.03,       118,     18.52,     11.81, 0.0658452,   374.707
    4973.0,   8.74098,   -999.25,   14685.9,   33.0762,   114.236,     25.16,       118,     18.08,     13.91, 0.0775535,   310.579
    4974.0,   8.61994,   -999.25,   14298.7,   28.7391,   115.396,     29.29,       118,     18.87,      16.5, 0.0919938,   273.268
    4975.0,   8.57355,   -999.25,   11953.8,   25.9931,   119.817,     29.88,       118,     18.94,      21.6,  0.120428,   209.521
    4976.0,   8.58148,   -999.25,   13751.5,   28.5383,   121.876,     29.01,       118,     18.82,     13.09, 0.0736055,   340.631
    4977.0,   8.62084,   -999.25,   13957.7,   28.5823,   120.799,     26.24,       118,     18.76,     19.24,   0.10727,   232.985
    4978.0,   8.48496,   -999.25,   17533.5,   43.3045,   115.742,     24.71,       117,     18.76,     19.86,  0.111673,   223.799
    4979.0,   8.66043,   13821.1,   15751.3,   33.8129,   105.792,     29.85,       117,      18.4,      16.4, 0.0922177,   265.814
    4980.0,   8.63381,     18654,   14122.5,     32.55,   96.3769,     27.77,       118,     18.45,     12.32, 0.0681115,    360.87
    4981.0,   8.64069,   -999.25,    5774.5,   30.1019,   90.9138,     26.72,       117,     19.14,     17.98,  0.101102,   252.207
    4982.0,   9.06774,   14356.4,   7740.76,   32.7713,    97.543,     29.83,       117,     19.62,     17.98,  0.100245,   260.741
    4983.0,   8.70279,   -999.25,   12766.2,   47.3329,   139.233,     27.75,       117,     19.77,     17.51, 0.0984593,   267.501
    4984.0,   8.85254,   -999.25,   13883.2,   85.7187,   119.338,      25.8,       118,     19.14,     22.22,  0.124944,   204.081
    4985.0,   8.71555,   -999.25,   19166.6,   115.216,   67.6108,     25.53,       118,     19.75,     25.23,  0.140667,   187.047
    4986.0,   8.54524,   -999.25,   12957.8,   77.8949,   66.8319,     27.59,       117,     20.03,     25.85,  0.145355,    183.58
    4987.0,   8.64522,   -999.25,   15658.8,   50.6913,   72.7462,     29.64,       118,     17.85,      7.66, 0.0427074,   556.814
    4988.0,   8.63992,   -999.25,   14808.1,    35.593,   60.0831,     28.85,       117,     18.97,     15.85, 0.0891251,   283.558
    4989.0,   8.76843,   -999.25,   16605.4,   31.3475,   55.2409,     27.89,       118,     18.57,     16.79, 0.0944107,   262.039
    4990.0,   8.77339,   -999.25,   16527.9,   33.1357,   53.2551,     29.35,       117,     19.03,     19.63,  0.109445,   231.643
    4991.0,   8.70312,   -999.25,   16200.3,   37.2016,   54.3963,     24.18,       117,     18.41,     15.45, 0.0861396,   284.725
    4992.0,    8.7177,   -999.25,   16512.7,   45.2858,   56.9697,     12.11,       118,     17.36,      9.99,   0.05523,   418.745
    4993.0,   8.85031,   -999.25,   25793.2,   58.3825,   62.5484,     24.85,       118,     18.14,      23.7,  0.131026,    184.44
    4994.0,   8.47358,   -999.25,   9439.53,    105.33,   39.5584,     22.28,       117,        19,     14.49, 0.0814777,   310.663
    4995.0,   8.49606,   -999.25,   7579.45,   93.7922,   54.6067,     20.43,       118,     16.62,      7.64, 0.0425959,   519.802
    4996.0,   8.67955,   -999.25,   12027.8,   45.0682,   60.6847,     26.36,       117,     18.96,      11.9, 0.0669141,   377.481
    4997.0,   8.71226,   -999.25,   14186.3,   47.4561,   56.0612,     13.84,       118,     18.04,     22.75,  0.127924,   187.871
    4998.0,   8.74518,     21232,   16752.1,   52.8899,   54.9583,     31.38,       118,     18.91,     21.07,  0.118477,   212.633
    4999.0,   8.80776,   -999.25,   22364.8,   55.7726,   64.0966,     24.59,       118,     17.31,     16.95, 0.0953104,   241.953
    5000.0,    8.6143,   -999.25,     18410,    63.733,   73.3185,     24.67,       118,     16.69,     12.68,    0.0713,   311.847
    5001.0,   8.59443,   -999.25,   12235.1,   78.3691,   88.7453,     23.08,       118,     17.08,      9.29, 0.0526883,   431.865
    5002.0,   8.71991,   -999.25,   16944.5,   36.0867,   134.703,     33.07,       118,     18.36,     17.33, 0.0958094,   255.293
    5003.0,    8.5956,   -999.25,   15383.2,   28.9605,   128.242,     35.65,       118,     18.17,     15.22, 0.0855825,   282.842
    5004.0,   8.64649,   -999.25,   13978.9,   43.3628,   97.4524,     30.79,       118,     18.03,     12.35, 0.0688559,   348.842
    5005.0,   8.61207,   -999.25,   12359.6,    29.139,   91.2707,     24.63,       118,     18.95,     19.29,  0.107549,   234.735
    5006.0,    8.6901,   -999.25,   13701.7,   34.1699,   84.4127,     27.67,       118,     19.31,     22.97,  0.128066,   200.873
    5007.0,   8.68966,   -999.25,   12741.3,   34.4681,    83.135,      27.3,       117,      19.4,     21.17,  0.118031,   218.968
    5008.0,   8.72677,   -999.25,   14654.3,   32.4481,   83.5472,     23.84,       117,      18.9,      16.2, 0.0903211,   278.771
    5009.0,   8.75208,   -999.25,     15587,   34.4907,   83.8924,     28.95,       117,     19.58,     31.81,  0.177353,   147.079
    5010.0,   8.70731,   -999.25,   16222.1,   35.0266,   83.0703,     30.64,       117,     19.78,     22.67,  0.128573,   204.952
    5011.0,   8.74243,   -999.25,   14144.7,    33.665,    78.307,     28.55,       117,     19.53,     28.66,  0.161156,   161.447
