TORQUE (kLbf.ft),WOB (klbs),BIT_RPM (rpm),Mu,Si (%),Dolomite (%),Limestone (%),Shale (%),ROP (m/h),MSE (ksi),MSE_min (ksi),cluster
11.250559541593873,32.70643341213835,145.2418009563672,1.456882444084116,70.32859764093556,0.4115421232246662,5.960729453595729,23.299130782244053,2.3674648,1403.3624819830807,1081.931106865374,1
10.495227413788559,30.765014948044357,144.1834111265264,1.4448351481074908,57.91241779002314,0.25451497523423755,9.746467175395278,32.08660005934734,2.3701293,1298.2324588238605,1081.931106865374,1
10.138846891627878,23.138040643178975,156.57405593953385,1.8558614906960411,58.30259310649068,0.09466063028085915,13.141668710850933,28.46107755237754,2.3727436,1358.8430825646928,1081.931106865374,1
10.021998428791342,20.913685314695755,162.57597846940195,2.0295854295321996,59.08208411420617,0.3240494980947229,10.46414166172446,30.129724725974643,2.3680003,1396.963008275336,1081.931106865374,1
10.071194887304909,6.076995126447836,159.7720177607923,7.0190071863382055,62.41478030942297,0.3837773110759831,2.981445104450729,34.21999727505031,2.367619,1377.2949057057513,1081.931106865374,1
10.616931153539806,38.7017409200375,148.0278477400468,1.1618553841016042,62.79146232468346,0.17071049185015122,13.452953048819609,23.584874134646782,2.3741083,1347.2273681144945,1081.931106865374,1
10.65535698244702,7.213148305007424,151.34452003477605,6.256431843756597,67.64772864805771,0.23014198864154045,6.586866345257979,25.535263018042787,2.370232,1378.9951799067182,1081.931106865374,1
11.212010726276397,3.453427172208266,144.04462445625978,13.750445776920644,63.382193487346,0.243405976416966,5.44820871017449,30.926191826062546,2.3694496,1380.84733280723,1081.931106865374,1
10.299454621218715,18.276133985263098,157.48161587125918,2.3867859366425237,60.2091437696896,0.30494825107444606,14.973330976341641,24.512577002894297,2.3719666,1387.889777799951,1081.931106865374,1
10.244408423889247,12.676337850722659,153.38484602509035,3.4227616246437154,56.33883271865377,0.1933758431895655,13.42327631549873,30.04451512265793,2.3685343,1345.6293492741681,1081.931106865374,1
10.691212848951341,6.676707139972537,146.7174949086052,6.781850684836615,48.09824042463756,0.27510043288756436,16.352491864310103,35.27416727816477,2.3713498,1340.6432816239248,1081.931106865374,1
10.254004544279304,9.760401819938327,147.12721032950034,4.449481274428389,62.10635208248833,0.3887462335340868,14.373258540845272,23.131643143132305,2.37167,1289.8162846299658,1081.931106865374,1
10.988625516497105,35.79385851147276,140.78064554059569,1.3002247577228756,57.534285874139734,0.09854015130035244,12.271230884866403,30.09594308969351,2.3691657,1328.4784843631503,1081.931106865374,1
10.932277291751365,39.062492251208276,141.2881512631232,1.185316323609866,69.99629896496235,0.363998255112909,3.590574448923819,26.049128331000933,2.3658886,1328.8375240529645,1081.931106865374,1
10.735446689515685,28.408215841713755,143.09670766941014,1.6005149520039863,55.9459485125913,0.28219134040383553,11.735656409779757,32.03620373722511,2.3701293,1317.4471514198478,1081.931106865374,1
10.172564195390214,31.585651700003016,157.83817741734973,1.3640307854758984,62.02306415337065,0.40943097726283295,16.721642243501943,20.84586262586457,2.37167,1376.4128796782268,1081.931106865374,1
10.611380714662161,15.413115537188364,144.88963013830977,2.915849051574708,62.882240710896106,0.1764402079580377,14.256288630434439,22.68503045071141,2.372933,1314.7216779017433,1081.931106865374,1
10.31912487633404,3.2963412896052744,146.1966311680296,13.258496329194257,60.93680679163742,0.04140988925874596,15.728551169019662,23.293232150084176,2.367563,1290.907852377305,1081.931106865374,1
11.65780187424106,4.29989559994368,140.8055078177037,11.48265546338258,61.72841837419979,0.26073745976839247,10.606180736852663,27.404663429179166,2.372255,1401.942804108859,1081.931106865374,1
10.093449103162786,13.602289417464151,146.13805606828808,3.1427595974034856,53.99831961858688,0.41526917345903563,15.916984184689152,29.66942702326493,2.3683658,1263.5478756175778,1081.931106865374,1
10.510069080017091,10.082413058244411,141.99362696488282,4.4149385165550274,49.52409666408297,0.1966239314019101,13.785108545370962,36.494170859144155,2.3707025,1276.4918055580385,1081.931106865374,1
10.187789707926456,24.872912555267657,149.58769081663513,1.7347500308188917,55.66907158545138,0.059727076485712016,12.897604424037029,31.373596914025878,2.371026,1305.882952544062,1081.931106865374,1
11.197736094129086,10.274968647601908,145.3702473105158,4.615654552045552,62.474405729382674,0.39230643488035966,6.058324584548726,31.074963251188247,2.369716,1392.8062333833043,1081.931106865374,1
11.256220588639756,23.165324769502583,141.73112362338134,2.057964018219432,72.21451929481375,0.3079043563358172,4.460687173795725,23.016889175054704,2.3670042,1368.87129868017,1081.931106865374,1
10.118274728708517,29.041998986442504,147.98160840450385,1.4755826366925116,60.27190842292598,0.11991001760267866,11.542737554680267,28.065444004791093,2.3727436,1282.922286772011,1081.931106865374,1
10.268126409024589,32.31532311779505,142.64664848669065,1.3457558577048687,47.840208749231756,0.3074756769662797,15.23958832336447,36.6127272504375,2.3706725,1256.75753000464,1081.931106865374,1
10.092729775087205,20.820464305770304,160.2316783413746,2.053060797284015,57.86970999267858,0.14805708765592013,7.907108112967109,34.07512480669837,2.371046,1384.7707016648806,1081.931106865374,1
10.416095308452697,37.48519210944234,154.0026897443583,1.1768707776644534,50.35059055754024,0.3786252485275087,15.221566767785127,34.04921742614712,2.3713498,1376.3326781335254,1081.931106865374,1
10.751634524197703,32.50457044261694,149.09314701735613,1.4009209731232937,60.80091895243217,0.37096478228584173,15.812714084858333,23.01540218042365,2.37167,1374.3322963984754,1081.931106865374,1
10.329038910529674,17.467651614437735,152.59762022576018,2.504430401082399,60.19643538832811,0.3619442809623914,16.292176677216403,23.149443653493087,2.37167,1348.827342658206,1081.931106865374,1
10.529774289036538,19.301706239667094,144.80306629576066,2.3105051207782172,65.4884112752401,0.1781441029974153,6.6533006962635,27.680143925498985,2.3710186,1305.5804824321526,1081.931106865374,1
10.528801105743305,12.055686475314795,156.0742404177734,3.6988826376945143,54.58214679223841,0.13471059912381123,12.85872365508483,32.42441895355296,2.3704488,1405.8902360226057,1081.931106865374,1
10.771892615249111,1.7967706131258674,144.3061924801992,25.39118410330681,61.37393656617317,0.07616810738771891,11.570594707810038,26.97930061862907,2.3730187,1326.7886573128303,1081.931106865374,1
10.047302362118977,15.854699111780889,149.04363842353996,2.6839538418540245,57.8027156536875,0.04573176738754483,14.442744942681376,27.708807636243584,2.3674173,1283.6472591357601,1081.931106865374,1
10.688598889660616,19.85753162209324,144.2660338014852,2.2797073102934085,71.45447768035781,0.11482491057391835,7.311649536579033,21.119047872489233,2.3695502,1321.232801090272,1081.931106865374,1
10.430761626569327,2.210807388486845,148.3624644701251,19.982447855769234,57.78107284923191,0.37860329299528883,10.501071115394131,31.339252742378672,2.3702242,1322.5148113398193,1081.931106865374,1
11.48485620692747,4.303269258114789,140.0781958848835,11.303439552032955,56.56113674113355,0.3139196752316369,16.05956826520099,27.065375318433816,2.3717182,1374.3369786341616,1081.931106865374,1
10.220216056424968,19.100342644409213,143.9335389158255,2.2662222218054633,52.82182584670496,0.309026159281638,13.447462190436218,33.42168580357719,2.3713498,1259.496930682441,1081.931106865374,1
10.122927865904929,11.938077389989559,140.15090922898054,3.5913301148293306,53.83575326022236,0.4094399227169262,12.69238545293414,33.06242136412658,2.3713498,1213.5949258350358,1081.931106865374,1
