MD (m),Interval__unidentified (m),Drilling_hour__unidentified (h),Drilling_time__unidentified (min),ROP (m/h),WOB (klbs),BIT_RPM (rpm),TORQUE (kLbf.ft),Si (%),Shale (%),Dolomite (%),Limestone (%),BIT_DIAMETER (in),DOC (in/rev),Mu,MSE (ksi),cluster,MSE_min (ksi)
5347.8,36.8,14.3,4.5,2.57,0.00945675,267.922,4.80890424,71.77497307,23.10073693,0.244678296,4.879611704,8.5,0.0062941924017686736,2153.7128336902215,3330.6719365687004,0,11.912269553328606
5348.0,37.0,14.4,4.9,2.57,0.00955575,267.922,4.875284820000001,75.25280456,15.46630163,0.201002525,9.079891282,8.5,0.0062941924017686736,2160.8209842241586,3376.6472881088175,0,11.912269553328606
5348.2,37.2,14.5,4.7,2.57,0.008154,267.922,4.74252366,75.25280456,15.46630163,0.201002525,9.079891282,8.5,0.0062941924017686736,2463.3287417218544,3284.689664101278,0,11.912269553328606
5348.4,37.4,14.5,2.3,2.57,0.01054575,267.922,4.80152862,75.25280456,15.46630163,0.201002525,9.079891282,8.5,0.0062941924017686736,1928.3489481544698,3325.569888594905,0,11.912269553328606
5348.6,37.6,14.7,8.0,2.57,0.013085999999999999,267.922,4.963792260000001,75.25280456,15.46630163,0.201002525,9.079891282,8.5,0.0062941924017686736,1606.5352407152686,3437.9672949732826,0,11.912269553328606
5348.8,37.8,14.7,5.1,2.56,0.011549249999999999,267.922,4.80890424,75.25280456,15.46630163,0.201002525,9.079891282,8.5,0.006269701380750119,1763.5018585622447,3343.6941922037713,0,11.912269553328606
5349.0,38.0,14.8,6.0,2.56,0.01024875,267.922,4.83840672,71.70154838,19.79171282,0.156583525,8.350155278,8.5,0.006269701380750119,1999.4707178924261,3364.199768942079,0,11.912269553328606
5349.2,38.2,14.9,4.3,2.56,0.01107225,267.922,4.7941530000000006,71.70154838,19.79171282,0.156583525,8.350155278,8.5,0.006269701380750119,1833.832147937411,3333.4349227419457,0,11.912269553328606
5349.4,38.4,15.0,5.4,2.56,0.0122445,266.922,5.140807140000001,71.70154838,19.79171282,0.156583525,8.350155278,8.5,0.006293190270316172,1778.1722601984566,3561.1288512038127,0,11.912269553328606
5349.6,38.6,15.1,5.5,2.56,0.009711,266.922,4.978543500000001,71.70154838,19.79171282,0.156583525,8.350155278,8.5,0.006293190270316172,2171.310472659871,3448.7135877286337,0,11.912269553328606
5349.8,38.8,15.2,3.6,2.56,0.01162125,267.922,4.69826994,71.70154838,19.79171282,0.156583525,8.350155278,8.5,0.006269701380750119,1712.2560000000003,3266.7706539393075,0,11.912269553328606
5350.0,39.0,15.3,6.1,2.56,0.01340325,267.922,5.03754846,74.69826345,20.17631624,0.225576939,4.899843368,8.5,0.006269701380750119,1591.8153701527615,3502.6810196601564,0,11.912269553328606
5350.2,39.2,15.3,5.7,2.55,0.010399499999999999,267.922,4.963792260000001,74.69826345,20.17631624,0.225576939,4.899843368,8.5,0.006245210359731562,2021.5510514928608,3464.9157082894535,0,11.912269553328606
5350.4,39.4,15.4,3.5,2.56,0.010739249999999999,267.922,5.03754846,74.69826345,20.17631624,0.225576939,4.899843368,8.5,0.006269701380750119,1986.6842991829042,3502.6657030658985,0,11.912269553328606
5350.6,39.6,15.5,4.9,2.56,0.01101825,267.922,4.779401760000001,74.69826345,20.17631624,0.225576939,4.899843368,8.5,0.006269701380750119,1837.1494711047583,3323.1780853069113,0,11.912269553328606
5350.8,39.8,15.6,4.9,2.56,0.0128925,267.922,4.83840672,74.69826345,20.17631624,0.225576939,4.899843368,8.5,0.006269701380750119,1589.4570890052357,3364.214969109523,0,11.912269553328606
5351.0,40.0,15.7,8.7,2.55,0.013076999999999998,267.922,4.89741168,63.48707561,30.70731102,0.084224629,5.721388745,8.5,0.006245210359731562,1586.1419958706128,3418.5957336310553,0,11.912269553328606
5351.2,40.2,15.8,7.0,2.54,0.0114345,267.922,4.82365548,63.48707561,30.70731102,0.084224629,5.721388745,8.5,0.006220719338713009,1786.6631404958675,3380.3585973450695,0,11.912269553328606
5351.4,40.4,15.9,4.4,2.54,0.010863,267.922,4.963792260000001,63.48707561,30.70731102,0.084224629,5.721388745,8.5,0.006220719338713009,1935.295973487987,3478.5595381960625,0,11.912269553328606
5351.6,40.6,16.0,4.2,2.54,0.0113355,267.922,4.82365548,63.48707561,30.70731102,0.084224629,5.721388745,8.5,0.006220719338713009,1802.2671853910283,3380.3580281473096,0,11.912269553328606
5351.8,40.8,16.1,5.7,2.54,0.011151,267.922,5.04492408,63.48707561,30.70731102,0.084224629,5.721388745,8.5,0.006220719338713009,1916.127457627119,3535.4162726450722,0,11.912269553328606
5352.0,41.0,16.1,4.7,2.54,0.0112545,267.922,4.904787300000001,61.48230923,28.80806982,0.032445605,9.677175339,8.5,0.006220719338713009,1845.7698520591766,3437.2126410410337,0,11.912269553328606
5352.2,41.2,16.2,3.9,2.54,0.011205,267.922,4.73514804,61.48230923,28.80806982,0.032445605,9.677175339,8.5,0.006220719338713009,1789.8031807228917,3318.33355573101,0,11.912269553328606
5352.4,41.4,16.3,5.7,2.54,0.011556,267.922,4.73514804,61.48230923,28.80806982,0.032445605,9.677175339,8.5,0.006220719338713009,1735.44,3318.335573795794,0,11.912269553328606
5352.6,41.6,16.4,7.9,2.53,0.011436749999999999,268.065,4.705645560000001,61.48230923,28.80806982,0.032445605,9.677175339,8.5,0.006192922922922923,1742.609828841236,3312.461291089312,0,11.912269553328606
5352.8,41.8,16.5,5.5,2.53,0.01138275,267.922,4.7203968000000005,61.48230923,28.80806982,0.032445605,9.677175339,8.5,0.006196228317694453,1756.3654477169405,3321.0721201116917,0,11.912269553328606
5353.0,42.0,16.7,7.6,2.52,0.01116225,268.065,4.66139184,67.46664448,24.73664901,0.153190442,7.643516072,8.5,0.006168444966705836,1768.6725740778068,3294.3294690944545,0,11.912269553328606
5353.2,42.2,16.8,6.3,2.52,0.01109025,268.065,4.62451374,67.46664448,24.73664901,0.153190442,7.643516072,8.5,0.006168444966705836,1766.0716250760806,3268.2668297206824,0,11.912269553328606
5353.4,42.4,16.8,5.0,2.52,0.011735999999999998,267.922,4.80890424,67.46664448,24.73664901,0.153190442,7.643516072,8.5,0.0061717372966758974,1735.4400000000003,3396.7687229036096,0,11.912269553328606
5353.6,42.6,16.9,5.7,2.51,0.0116055,267.922,4.779401760000001,67.46664448,24.73664901,0.153190442,7.643516072,8.5,0.006147246275657343,1744.1878557580462,3389.3789663893817,0,11.912269553328606
5353.8,42.8,17.0,5.4,2.51,0.004540499999999999,208.306,3.2526484200000003,67.46664448,24.73664901,0.153190442,7.643516072,8.5,0.00790655341980868,3034.01006937562,1793.390597698311,0,11.912269553328606
5354.0,43.0,17.1,5.1,2.51,0.011155499999999999,267.922,4.816279860000001,65.48339653,25.7249789,0.201626349,8.589998216,8.5,0.006147246275657343,1828.5475110931834,3415.5284797509776,0,11.912269553328606
5354.2,43.2,17.2,4.1,2.51,0.01084275,268.065,4.80152862,65.48339653,25.7249789,0.201626349,8.589998216,8.5,0.00614396701048875,1875.5284332849137,3406.883219175311,0,11.912269553328606
5354.4,43.4,17.3,5.3,2.51,0.0116595,267.922,4.77202614,65.48339653,25.7249789,0.201626349,8.589998216,8.5,0.006147246275657343,1733.4306136626788,3384.1488567360593,0,11.912269553328606
5354.6,43.6,17.4,6.1,2.51,0.01196325,267.922,4.67614308,65.48339653,25.7249789,0.201626349,8.589998216,8.5,0.006147246275657343,1655.473327064134,3316.155141515515,0,11.912269553328606
5354.8,43.8,17.5,7.0,2.5,0.01172025,267.922,4.749899280000001,65.48339653,25.7249789,0.201626349,8.589998216,8.5,0.006122755254638788,1716.4497753887508,3381.931507883576,0,11.912269553328606
5355.0,44.0,17.6,6.3,2.5,0.010554749999999998,267.922,4.6466406000000005,71.09663518,22.66312167,0.103620147,6.136623005,8.5,0.006122755254638788,1864.5528885099131,3308.4060215990085,0,11.912269553328606
5355.2,44.2,17.7,4.8,2.5,0.01123875,268.065,4.58026002,71.09663518,22.66312167,0.103620147,6.136623005,8.5,0.006119489054271663,1726.0592432432431,3262.8884401923333,0,11.912269553328606
5355.4,44.4,17.8,4.8,2.5,0.012624749999999999,267.922,4.779401760000001,71.09663518,22.66312167,0.103620147,6.136623005,8.5,0.006122755254638788,1603.372119051863,3402.9420755025967,0,11.912269553328606
5355.6,44.6,17.8,5.6,2.5,0.013236749999999999,267.922,4.80890424,71.09663518,22.66312167,0.103620147,6.136623005,8.5,0.006122755254638788,1538.6801019887814,3423.9509614009644,0,11.912269553328606
5355.8,44.8,18.0,6.8,2.49,0.0121275,267.922,4.779401760000001,71.09663518,22.66312167,0.103620147,6.136623005,8.5,0.0060982642336202325,1669.1133506493509,3416.6053591070117,0,11.912269553328606
5356.0,45.0,18.0,5.2,2.49,0.011052,267.922,4.816279860000001,73.15199206,20.9392757,0.053298864,5.855433379,8.5,0.0060982642336202325,1845.6715309446258,3442.961333206797,0,11.912269553328606
5356.2,45.2,18.1,5.3,2.49,0.0108585,267.922,4.779401760000001,73.15199206,20.9392757,0.053298864,5.855433379,8.5,0.0060982642336202325,1864.1775714877747,3416.5980630266386,0,11.912269553328606
5356.4,45.4,18.2,3.2,2.5,0.0115785,267.922,4.93428978,73.15199206,20.9392757,0.053298864,5.855433379,8.5,0.006122755254638788,1804.9115584920326,3513.2142380290506,0,11.912269553328606
5356.6,45.6,18.3,4.0,2.5,0.012620250000000001,267.922,4.93428978,73.15199206,20.9392757,0.053298864,5.855433379,8.5,0.006122755254638788,1655.9234943840256,3513.2202275418394,0,11.912269553328606
5356.8,45.8,18.3,5.6,2.5,0.01292175,267.922,4.71302118,73.15199206,20.9392757,0.053298864,5.855433379,8.5,0.006122755254638788,1544.7621939752744,3355.6817068479318,0,11.912269553328606
5357.0,46.0,18.5,8.7,2.49,0.01313775,267.922,4.831031100000001,72.66876596,22.32442873,0.146156614,4.860648699,8.5,0.0060982642336202325,1557.4080493235144,3453.5181882315915,0,11.912269553328606
5357.2,46.2,18.6,4.2,2.49,0.0118755,267.922,4.86053358,72.66876596,22.32442873,0.146156614,4.860648699,8.5,0.0060982642336202325,1733.4671618037135,3474.600657085969,0,11.912269553328606
5357.4,46.4,18.6,3.9,2.49,0.01164375,267.922,4.83840672,72.66876596,22.32442873,0.146156614,4.860648699,8.5,0.0060982642336202325,1759.920602898551,3458.7820300514,0,11.912269553328606
5357.6,46.6,18.7,3.3,2.49,0.01252125,268.065,4.831031100000001,72.66876596,22.32442873,0.146156614,4.860648699,8.5,0.006095011098054577,1634.0890566037738,3455.357875291829,0,11.912269553328606
5357.8,46.8,18.8,5.1,2.49,0.01374975,267.922,4.73514804,72.66876596,22.32442873,0.146156614,4.860648699,8.5,0.0060982642336202325,1458.5534020618556,3384.9800969997646,0,11.912269553328606
5358.0,47.0,18.9,5.9,2.49,0.01397475,267.922,4.83840672,70.7400143,24.42475959,0.095929443,4.73929667,8.5,0.0060982642336202325,1466.3643728868137,3458.795432071376,0,11.912269553328606
5358.2,47.2,19.0,6.7,2.49,0.012942,267.922,4.88266044,70.7400143,24.42475959,0.095929443,4.73929667,8.5,0.0060982642336202325,1597.8599165507649,3490.4240834925563,0,11.912269553328606
5358.4,47.4,19.1,5.4,2.49,0.012410999999999998,267.922,4.73514804,70.7400143,24.42475959,0.095929443,4.73929667,8.5,0.0060982642336202325,1615.8846700507615,3384.972399893697,0,11.912269553328606
5358.6,47.6,19.2,6.2,2.48,0.01295325,267.922,4.904787300000001,70.7400143,24.42475959,0.095929443,4.73929667,8.5,0.006073773212601678,1603.7069306930696,3520.3792128024143,0,11.912269553328606
5358.8,47.8,19.3,7.8,2.48,0.003816,234.898,3.9533323200000003,70.7400143,24.42475959,0.095929443,4.73929667,8.5,0.006927676977524997,4387.716226415095,2487.700980870469,0,11.912269553328606
5359.0,48.0,19.4,4.6,2.48,0.010079999999999999,268.923,4.77202614,66.50089162,26.52819339,0.084922432,6.885992554,8.5,0.006051165079471324,2005.0530000000003,3437.872672342914,0,11.912269553328606
5359.2,48.2,19.5,8.6,2.47,0.011373749999999998,268.923,4.73514804,66.50089162,26.52819339,0.084922432,6.885992554,8.5,0.006026765220279907,1763.2482373887244,3425.1234816994947,0,11.912269553328606
5359.4,48.4,19.6,5.8,2.47,0.01084725,268.78,4.91216292,66.50089162,26.52819339,0.084922432,6.885992554,8.5,0.006029971662078033,1917.9473802115745,3551.27064707283,0,11.912269553328606
5359.6,48.6,19.7,5.2,2.47,0.0111105,268.923,4.89741168,66.50089162,26.52819339,0.084922432,6.885992554,8.5,0.006026765220279907,1866.8807776427702,3542.4915599734163,0,11.912269553328606
5359.8,48.8,19.8,5.4,2.47,0.0109665,268.923,4.97116788,66.50089162,26.52819339,0.084922432,6.885992554,8.5,0.006026765220279907,1919.879458350431,3595.840546514181,0,11.912269553328606
5360.0,49.0,19.9,6.6,2.46,0.0111375,268.78,4.78677738,66.75547058,21.83226118,0.023904534,11.38836371,8.5,0.006005558821340874,1820.2837333333334,3474.6931827169656,0,11.912269553328606
5360.2,49.2,20.0,5.2,2.46,0.01131975,268.923,4.89003606,66.75547058,21.83226118,0.023904534,11.38836371,8.5,0.00600236536108849,1829.6111627906978,3551.5362072097737,0,11.912269553328606
5360.4,49.4,20.1,7.8,2.46,0.0111825,268.78,4.74252366,66.75547058,21.83226118,0.023904534,11.38836371,8.5,0.006005558821340874,1796.1978591549293,3442.5705217393456,0,11.912269553328606
5360.6,49.6,20.2,6.6,2.45,0.0104535,268.923,4.83840672,66.75547058,21.83226118,0.023904534,11.38836371,8.5,0.005977965501897073,1960.3076022384848,3528.3773010300315,0,11.912269553328606
5360.8,49.8,20.3,4.6,2.45,0.01054125,268.923,4.93428978,66.75547058,21.83226118,0.023904534,11.38836371,8.5,0.005977965501897073,1982.5133148345783,3598.298725646799,0,11.912269553328606
5361.0,50.0,20.4,4.2,2.45,0.01039725,268.78,5.02279722,68.14063789,23.1385343,0.046347116,8.674480697,8.5,0.0059811459806037165,2046.0240467431292,3660.8925993209023,0,11.912269553328606
5361.2,50.2,20.5,4.7,2.45,0.010208249999999999,268.78,4.89741168,68.14063789,23.1385343,0.046347116,8.674480697,8.5,0.0059811459806037165,2031.8839056645365,3569.5050839620626,0,11.912269553328606
5361.4,50.4,20.6,7.8,2.45,0.01046025,268.78,4.78677738,68.14063789,23.1385343,0.046347116,8.674480697,8.5,0.0059811459806037165,1938.1381974618196,3488.871448674465,0,11.912269553328606
5361.6,50.6,20.7,5.1,2.45,0.00990225,268.78,4.831031100000001,68.14063789,23.1385343,0.046347116,8.674480697,8.5,0.0059811459806037165,2066.281663258351,3521.1222741307597,0,11.912269553328606
5361.8,50.8,20.8,7.1,2.44,0.010683,268.923,4.80152862,68.14063789,23.1385343,0.046347116,8.674480697,8.5,0.005953565642705657,1903.574456613311,3515.8360595196714,0,11.912269553328606
5362.0,51.0,20.9,4.2,2.45,0.010005749999999999,268.78,4.86053358,68.98762737,23.82282015,0.199045249,6.990507234,8.5,0.0059811459806037165,2057.395925342928,3542.625558309044,0,11.912269553328606
5362.2,51.2,21.0,7.0,2.44,0.01051425,268.923,4.7941530000000006,68.98762737,23.82282015,0.199045249,6.990507234,8.5,0.005953565642705657,1931.1551465867753,3510.434513815563,0,11.912269553328606
5362.4,51.4,21.1,5.2,2.44,0.010395,268.78,4.8679092,68.98762737,23.82282015,0.199045249,6.990507234,8.5,0.005956733139866559,1983.36,3562.5442214484606,0,11.912269553328606
5362.6,51.6,21.1,5.2,2.44,0.01027575,268.78,4.84578234,68.98762737,23.82282015,0.199045249,6.990507234,8.5,0.005956733139866559,1997.2569827019927,3546.350424661688,0,11.912269553328606
5362.8,51.8,21.3,8.1,2.43,0.010437749999999999,268.78,4.71302118,68.98762737,23.82282015,0.199045249,6.990507234,8.5,0.0059323202991294005,1912.3882905798666,3463.3866507390126,0,11.912269553328606
5363.0,52.0,21.4,5.6,2.43,0.010964249999999998,268.923,4.93428978,65.85847607,25.65354398,0.131303325,8.356676625,8.5,0.005929165783514241,1906.0280894726043,3627.9162862252088,0,11.912269553328606
5363.2,52.2,21.5,7.2,2.43,0.01017225,268.923,4.80890424,65.85847607,25.65354398,0.131303325,8.356676625,8.5,0.005929165783514241,2002.2240743198406,3535.724131434243,0,11.912269553328606
5363.4,52.4,21.6,5.2,2.43,0.010098000000000001,268.923,4.853157960000001,65.85847607,25.65354398,0.131303325,8.356676625,8.5,0.005929165783514241,2035.5071657754013,3568.260504962591,0,11.912269553328606
5363.6,52.6,21.7,5.1,2.43,0.0109395,268.78,4.853157960000001,65.85847607,25.65354398,0.131303325,8.356676625,8.5,0.0059323202991294005,1878.929691484986,3566.367948908427,0,11.912269553328606
5363.8,52.8,21.8,6.3,2.43,0.01107675,268.923,4.89003606,65.85847607,25.65354398,0.131303325,8.356676625,8.5,0.005929165783514241,1869.7488848263254,3595.380132614178,0,11.912269553328606
5364.0,53.0,21.9,5.7,2.42,0.010554749999999998,267.78,5.00804598,71.99238488,23.68918926,0.063104736,4.255321124,8.5,0.005929970000248961,2009.5736687273509,3681.6425722678514,0,11.912269553328606
5364.2,53.2,21.9,4.1,2.43,0.010345499999999999,268.78,4.86053358,71.99238488,23.68918926,0.063104736,4.255321124,8.5,0.0059323202991294005,1989.830291431057,3571.7844502151156,0,11.912269553328606
5364.4,53.4,22.0,5.1,2.43,0.01075725,268.78,4.93428978,71.99238488,23.68918926,0.063104736,4.255321124,8.5,0.0059323202991294005,1942.7054758418744,3625.9859824928044,0,11.912269553328606
5364.6,53.6,22.1,6.3,2.42,0.01107,268.78,4.73514804,71.99238488,23.68918926,0.063104736,4.255321124,8.5,0.005907907458392242,1811.630048780488,3494.0284914741296,0,11.912269553328606
5364.8,53.8,22.2,5.6,2.42,0.0100665,268.78,4.963792260000001,71.99238488,23.68918926,0.063104736,4.255321124,8.5,0.005907907458392242,2088.423996423782,3662.734419992805,0,11.912269553328606
5365.0,54.0,22.3,4.4,2.42,0.01062225,268.78,4.97116788,62.67324959,32.49442067,0.147302053,4.685027686,8.5,0.005907907458392242,1982.099656852362,3668.1799281044377,0,11.912269553328606
5365.2,54.2,22.3,2.4,2.43,0.00141075,27.736,0.5015421600000001,62.67324959,32.49442067,0.147302053,4.685027686,8.5,0.0574880678540525,1505.7087081339716,38.040042991037275,0,11.912269553328606
5365.4,54.4,22.4,3.3,2.43,0.013185,268.923,4.94904102,62.67324959,32.49442067,0.147302053,4.685027686,8.5,0.005929165783514241,1589.7341160409558,3638.774654508084,1,1129.4354949731883
5365.6,54.6,22.5,5.3,2.43,0.0137925,268.923,4.84578234,62.67324959,32.49442067,0.147302053,4.685027686,8.5,0.005929165783514241,1488.005324632953,3562.8589463169624,0,11.912269553328606
5365.8,54.8,22.5,3.4,2.43,0.014031,268.78,4.97116788,62.67324959,32.49442067,0.147302053,4.685027686,8.5,0.0059323202991294005,1500.5600513149457,3653.1043872940404,1,1129.4354949731883
5366.0,55.0,22.6,4.7,2.43,0.011925,268.78,6.21764766,64.79849047,27.37715614,0.16227484,7.662078547,8.5,0.0059323202991294005,2208.2655396226414,4569.0581662639415,1,1129.4354949731883
5366.2,55.2,22.7,3.6,2.43,0.012210750000000001,268.78,6.638058000000001,64.79849047,27.37715614,0.16227484,7.662078547,8.5,0.0059323202991294005,2302.407960199005,4877.99504929069,1,1129.4354949731883
5366.4,55.4,22.7,3.9,2.44,0.0126315,268.923,6.6306823800000005,64.79849047,27.37715614,0.16227484,7.662078547,8.5,0.005953565642705657,2223.242693266833,4855.189981569109,1,1129.4354949731883
5366.6,55.6,22.8,5.4,2.44,0.01266075,268.78,6.64543362,64.79849047,27.37715614,0.16227484,7.662078547,8.5,0.005956733139866559,2223.040966767372,4863.403845011992,1,1129.4354949731883
5366.8,55.8,22.9,4.5,2.44,0.012707999999999999,268.78,6.689687340000001,64.79849047,27.37715614,0.16227484,7.662078547,8.5,0.005956733139866559,2229.5241926345616,4895.790338998958,1,1129.4354949731883
5367.0,56.0,23.0,5.2,2.44,0.012624749999999999,268.78,6.57167742,62.22052119,32.036627,0.073729195,5.669122617,8.5,0.005956733139866559,2204.636663696311,4809.42660082366,1,1129.4354949731883
5367.2,56.2,23.0,3.9,2.44,0.01168875,268.923,6.58642866,62.22052119,32.036627,0.073729195,5.669122617,8.5,0.005953565642705657,2386.5223022136674,4822.781108370145,1,1129.4354949731883
5367.4,56.4,23.2,6.3,2.44,0.01240875,268.78,6.579053040000001,62.22052119,32.036627,0.073729195,5.669122617,8.5,0.005956733139866559,2245.530342701723,4814.823062658373,1,1129.4354949731883
5367.6,56.6,23.2,3.9,2.44,0.01171575,268.78,6.564301800000001,62.22052119,32.036627,0.073729195,5.669122617,8.5,0.005956733139866559,2373.023391588247,4804.023670832591,1,1129.4354949731883
5367.8,56.8,23.3,5.4,2.44,0.01272825,268.78,6.65280924,62.22052119,32.036627,0.073729195,5.669122617,8.5,0.005956733139866559,2213.7060350008837,4868.801936822108,1,1129.4354949731883
5368.0,57.0,23.4,5.7,2.44,0.012078,268.923,6.57167742,63.32119028,30.82290705,0.118302365,5.73760031,8.5,0.005953565642705657,2304.4367213114756,4811.982195390934,1,1129.4354949731883
5368.2,57.2,23.5,5.9,2.43,0.0117405,268.78,6.579053040000001,63.32119028,30.82290705,0.118302365,5.73760031,8.5,0.0059323202991294005,2373.3422460712923,4834.6330136553615,1,1129.4354949731883
5368.4,57.4,23.6,4.3,2.43,0.01168425,268.78,6.623306760000001,63.32119028,30.82290705,0.118302365,5.73760031,8.5,0.0059323202991294005,2400.8089659156562,4867.152189207021,1,1129.4354949731883
5368.6,57.6,23.7,5.0,2.43,0.01125225,268.78,6.564301800000001,63.32119028,30.82290705,0.118302365,5.73760031,8.5,0.0059323202991294005,2470.772405518897,4823.79037348901,1,1129.4354949731883
5368.8,57.8,23.7,4.8,2.44,0.0116595,268.923,6.674936100000001,63.32119028,30.82290705,0.118302365,5.73760031,8.5,0.005953565642705657,2424.659513701274,4887.587845965949,1,1129.4354949731883
5369.0,58.0,23.8,5.0,2.43,0.011436749999999999,268.78,6.51267246,69.6303208,26.09807779,0.178732126,4.092869285,8.5,0.0059323202991294005,2411.793854023215,4785.852018813929,1,1129.4354949731883
5369.2,58.2,23.9,6.8,2.43,0.012102749999999999,268.923,6.4831699799999996,69.6303208,26.09807779,0.178732126,4.092869285,8.5,0.005929165783514241,2268.7514556609035,4766.710846932776,1,1129.4354949731883
5369.4,58.4,24.0,4.9,2.43,0.0119025,268.78,6.5938042800000005,69.6303208,26.09807779,0.178732126,4.092869285,8.5,0.0059323202991294005,2346.2886351606803,4845.47377805637,1,1129.4354949731883
5369.6,58.6,24.1,7.8,2.43,0.009972,268.78,6.5274237,69.6303208,26.09807779,0.178732126,4.092869285,8.5,0.0059323202991294005,2772.3184115523463,4796.683430260842,1,1129.4354949731883
5369.8,58.8,24.2,1.8,2.43,0.00991575,267.923,6.7118142,69.6303208,26.09807779,0.178732126,4.092869285,8.5,0.00595129589471602,2866.803539823009,4916.455034082654,1,1129.4354949731883
5370.0,59.0,24.2,3.6,2.43,0.010692,267.78,6.77081916,62.79394104,32.12778965,0.073195462,5.005073847,8.5,0.005954474008514453,2682.0436363636363,4957.033454158036,1,1129.4354949731883
5370.2,59.2,24.3,3.4,2.44,0.0104985,267.78,6.77819478,62.79394104,32.12778965,0.073195462,5.005073847,8.5,0.005978978016779945,2734.45239605658,4942.094504180947,1,1129.4354949731883
5370.4,59.4,24.3,2.6,2.44,0.011747249999999999,268.78,6.689687340000001,62.79394104,32.12778965,0.073195462,5.005073847,8.5,0.005956733139866559,2411.8660486496847,4895.784815193427,1,1129.4354949731883
5370.6,59.6,24.4,6.3,2.44,0.0081855,246.195,5.524339380000001,62.79394104,32.12778965,0.073195462,5.005073847,8.5,0.006503181353534123,2858.3717647058825,3703.212710705284,0,11.912269553328606
5370.8,59.8,24.6,9.1,2.43,0.006614999999999999,262.923,6.129140220000001,62.79394104,32.12778965,0.073195462,5.005073847,8.5,0.006064471537294189,3924.2194285714295,4405.842799303705,1,1129.4354949731883
5371.0,60.0,24.6,2.8,2.44,0.007742249999999999,262.78,6.35778444,70.96180567,22.04842087,0.225713719,6.764059739,8.5,0.0060927419641271545,3477.9407846556237,4548.999790207705,0,11.912269553328606
5371.2,60.2,24.7,3.7,2.44,0.0085905,262.923,6.564301800000001,70.96180567,22.04842087,0.225713719,6.764059739,8.5,0.00608942821028717,3236.336511262442,4699.322421856039,1,1129.4354949731883
5371.4,60.4,24.8,4.6,2.44,0.00911025,262.923,6.564301800000001,70.96180567,22.04842087,0.225713719,6.764059739,8.5,0.00608942821028717,3051.69987651272,4699.325410144276,1,1129.4354949731883
5371.6,60.6,24.8,4.3,2.44,0.0085815,262.923,6.29140386,70.96180567,22.04842087,0.225713719,6.764059739,8.5,0.00608942821028717,3105.0452438384896,4503.959333989976,0,11.912269553328606
5371.8,60.8,24.9,4.3,2.44,0.00900675,262.78,6.5274237,70.96180567,22.04842087,0.225713719,6.764059739,8.5,0.0060927419641271545,3069.426729952535,4670.382897255568,1,1129.4354949731883
5372.0,61.0,25.0,4.3,2.44,0.009126,262.78,6.54217494,62.70940926,31.82864206,0.152547891,5.309400794,8.5,0.0060927419641271545,3036.1642603550295,4680.938003474935,1,1129.4354949731883
5372.2,61.2,25.1,5.0,2.44,0.009139499999999998,262.923,6.33565758,62.70940926,31.82864206,0.152547891,5.309400794,8.5,0.00608942821028717,2935.978257016249,4535.6430345394465,1,1129.4354949731883
5372.4,61.4,25.2,7.9,2.44,0.009060750000000001,262.78,6.47579436,62.70940926,31.82864206,0.152547891,5.309400794,8.5,0.0060927419641271545,3027.00038738515,4633.442735645299,1,1129.4354949731883
5372.6,61.6,25.3,4.2,2.44,0.007004249999999999,262.78,6.2323989,62.70940926,31.82864206,0.152547891,5.309400794,8.5,0.0060927419641271545,3768.575136524253,4459.282972041395,1,1129.4354949731883
5372.8,61.8,25.3,4.3,2.44,0.0082125,262.923,6.46841874,62.70940926,31.82864206,0.152547891,5.309400794,8.5,0.00608942821028717,3335.8485041095887,4630.679181810351,1,1129.4354949731883
5373.0,62.0,25.4,5.4,2.44,0.008007750000000001,262.923,6.2840282400000005,67.98638491,26.25197438,0.252392075,5.509248632,8.5,0.00608942821028717,3323.618724360775,4498.675953172915,1,1129.4354949731883
5373.2,62.2,25.5,5.4,2.44,0.0080685,262.923,6.44629188,67.98638491,26.25197438,0.252392075,5.509248632,8.5,0.00608942821028717,3383.769235917457,4614.83810771438,1,1129.4354949731883
5373.4,62.4,25.6,3.5,2.44,0.0072495,262.78,6.431540640000001,67.98638491,26.25197438,0.252392075,5.509248632,8.5,0.0060927419641271545,3757.426890130354,4601.769060129183,1,1129.4354949731883
5373.6,62.6,25.7,5.7,2.44,0.0078165,262.78,6.40203816,67.98638491,26.25197438,0.252392075,5.509248632,8.5,0.0060927419641271545,3468.881796200345,4580.663478890402,1,1129.4354949731883
5373.8,62.8,25.7,3.6,2.44,0.00829125,262.923,6.269277000000001,67.98638491,26.25197438,0.252392075,5.509248632,8.5,0.00608942821028717,3202.440162822252,4488.117419033679,1,1129.4354949731883
5374.0,63.0,25.8,6.5,2.44,0.00847575,262.78,6.46104312,61.20021703,32.28449903,0.12695206,6.388331876,8.5,0.0060927419641271545,3228.554159808866,4622.8849516092,1,1129.4354949731883
5374.2,63.2,25.9,4.9,2.44,0.00846675,262.78,6.46104312,61.20021703,32.28449903,0.12695206,6.388331876,8.5,0.0060927419641271545,3231.986053680574,4622.884899863949,1,1129.4354949731883
5374.4,63.4,26.0,5.1,2.44,0.00824625,262.78,6.40941378,61.20021703,32.28449903,0.12695206,6.388331876,8.5,0.0060927419641271545,3291.890553888131,4585.943160023528,1,1129.4354949731883
