iter	Passed	Remaining
596	948	640
597	950	638
598	952	637
599	953	635
600	955	634
601	956	632
602	957	630
603	959	628
604	960	627
605	962	625
606	963	623
607	965	622
608	966	620
609	968	619
610	969	617
611	971	615
612	972	614
613	973	612
614	975	610
615	977	609
616	978	607
617	980	605
618	981	604
619	983	602
620	984	600
621	986	599
622	987	597
623	988	595
624	990	594
625	992	592
626	993	591
627	995	589
628	997	588
629	999	586
630	1000	585
631	1001	583
632	1003	581
633	1004	579
634	1006	578
635	1007	576
636	1009	575
637	1010	573
638	1012	571
639	1013	570
640	1015	568
641	1016	566
642	1018	565
643	1019	563
644	1021	562
645	1023	560
646	1024	559
647	1026	557
648	1027	555
649	1028	553
650	1030	552
651	1031	550
652	1032	548
653	1034	547
654	1035	545
655	1037	544
656	1039	542
657	1040	540
658	1042	539
659	1043	537
660	1044	535
661	1046	534
662	1047	532
663	1049	531
664	1051	529
665	1053	528
666	1054	526
667	1056	525
668	1058	523
669	1059	521
670	1061	520
671	1062	518
672	1063	516
673	1065	515
674	1067	513
675	1068	512
676	1070	510
677	1072	509
678	1073	507
679	1075	505
680	1076	504
681	1078	502
682	1080	501
683	1081	499
684	1083	498
685	1084	496
686	1086	494
687	1087	493
688	1089	491
689	1090	490
690	1092	488
691	1093	486
692	1094	484
693	1096	483
694	1097	481
695	1099	480
696	1101	478
697	1102	477
698	1104	475
699	1105	473
700	1106	472
701	1108	470
702	1109	468
703	1111	467
704	1113	465
705	1114	464
706	1116	462
707	1118	461
708	1119	459
709	1121	457
710	1122	456
711	1124	454
712	1126	453
713	1127	451
714	1129	450
715	1131	448
716	1133	447
717	1134	445
718	1136	444
719	1137	442
720	1139	440
721	1141	439
722	1142	437
723	1144	436
724	1146	434
725	1147	433
726	1148	431
727	1149	429
728	1150	427
729	1152	426
730	1153	424
731	1155	422
732	1156	421
733	1158	419
734	1160	418
735	1161	416
736	1163	415
737	1164	413
738	1166	411
739	1167	410
740	1168	408
741	1170	407
742	1172	405
743	1173	403
744	1175	402
745	1176	400
746	1178	399
747	1179	397
748	1180	395
749	1182	394
750	1183	392
751	1185	391
752	1187	389
753	1188	387
754	1190	386
755	1191	384
756	1193	383
757	1194	381
758	1196	379
759	1197	378
760	1199	376
761	1201	375
762	1203	373
763	1205	372
764	1206	370
765	1208	369
766	1209	367
767	1211	365
768	1212	364
769	1214	362
770	1215	361
771	1217	359
772	1219	358
773	1220	356
774	1222	354
775	1223	353
776	1225	351
777	1226	349
778	1227	348
779	1229	346
780	1231	345
781	1232	343
782	1234	342
783	1235	340
784	1237	338
785	1238	337
786	1240	335
787	1241	333
788	1242	332
789	1244	330
790	1246	329
791	1248	327
792	1249	326
793	1251	324
794	1252	323
795	1254	321
796	1255	319
797	1257	318
798	1259	316
799	1260	315
800	1262	313
801	1264	312
802	1265	310
803	1267	308
804	1268	307
805	1269	305
806	1271	304
807	1272	302
808	1274	301
809	1276	299
810	1278	297
811	1279	296
812	1281	294
813	1282	293
814	1284	291
815	1285	289
816	1287	288
817	1288	286
818	1290	285
819	1291	283
820	1293	282
821	1295	280
822	1296	278
823	1298	277
824	1300	275
825	1302	274
826	1304	272
827	1306	271
828	1308	269
829	1310	268
830	1311	266
831	1313	265
832	1315	263
833	1317	262
834	1319	260
835	1320	259
836	1322	257
837	1323	255
838	1325	254
839	1326	252
840	1327	251
841	1329	249
842	1330	247
843	1332	246
844	1334	244
845	1335	243
846	1337	241
847	1339	240
848	1340	238
849	1342	236
850	1343	235
851	1345	233
852	1347	232
853	1349	230
854	1350	229
855	1353	227
856	1354	226
857	1356	224
858	1357	222
859	1359	221
860	1360	219
861	1363	218
862	1364	216
863	1365	215
864	1367	213
865	1369	211
866	1371	210
867	1373	208
868	1374	207
869	1375	205
870	1377	204
871	1379	202
872	1380	200
873	1382	199
874	1384	197
875	1385	196
876	1386	194
877	1388	192
878	1389	191
879	1391	189
880	1392	188
881	1394	186
882	1396	185
883	1398	183
884	1399	181
885	1401	180
886	1402	178
887	1403	177
888	1405	175
889	1406	173
890	1408	172
891	1410	170
892	1411	169
893	1413	167
894	1414	165
895	1416	164
896	1417	162
897	1419	161
898	1420	159
899	1422	158
900	1423	156
901	1425	154
902	1427	153
903	1429	151
904	1430	150
905	1431	148
906	1433	146
907	1434	145
908	1436	143
909	1437	142
910	1439	140
911	1440	139
912	1442	137
913	1444	135
914	1445	134
915	1446	132
916	1448	131
917	1449	129
918	1451	127
919	1453	126
920	1454	124
921	1456	123
922	1458	121
923	1459	120
924	1461	118
925	1462	116
926	1464	115
927	1466	113
928	1468	112
929	1470	110
930	1472	109
931	1474	107
932	1475	105
933	1477	104
934	1478	102
935	1480	101
936	1482	99
937	1483	98
938	1485	96
939	1487	94
940	1488	93
941	1490	91
942	1491	90
943	1493	88
944	1494	86
945	1498	85
946	1499	83
947	1501	82
948	1503	80
949	1504	79
950	1506	77
951	1507	76
952	1509	74
953	1511	72
954	1512	71
955	1514	69
956	1515	68
957	1517	66
958	1518	64
959	1520	63
960	1521	61
961	1522	60
962	1525	58
963	1526	57
964	1528	55
965	1530	53
966	1532	52
967	1533	50
968	1534	49
969	1536	47
970	1537	45
971	1539	44
972	1540	42
973	1542	41
974	1544	39
975	1546	38
976	1547	36
977	1549	34
978	1550	33
979	1552	31
980	1553	30
981	1555	28
982	1557	26
983	1558	25
984	1560	23
985	1562	22
986	1563	20
987	1564	19
988	1566	17
989	1568	15
990	1570	14
991	1572	12
992	1573	11
993	1575	9
994	1577	7
995	1578	6
996	1580	4
997	1581	3
998	1583	1
999	1585	0
