iter	Passed	Remaining
582	913	653
583	914	651
584	916	649
585	917	648
586	919	646
587	920	645
588	922	643
589	923	641
590	924	640
591	926	638
592	928	637
593	929	635
594	931	633
595	932	632
596	934	630
597	935	629
598	937	627
599	938	625
600	940	624
601	941	622
602	943	621
603	945	619
604	946	617
605	948	616
606	949	614
607	951	613
608	953	611
609	954	610
610	956	608
611	958	607
612	959	606
613	961	604
614	963	602
615	964	601
616	966	599
617	967	598
618	968	596
619	970	594
620	972	593
621	974	592
622	975	590
623	977	588
624	978	587
625	980	585
626	981	584
627	983	582
628	984	580
629	986	579
630	988	578
631	990	576
632	991	574
633	993	573
634	994	571
635	996	570
636	997	568
637	999	566
638	1000	565
639	1002	563
640	1003	562
641	1005	560
642	1006	559
643	1008	557
644	1010	555
645	1011	554
646	1013	552
647	1014	551
648	1016	549
649	1017	548
650	1019	546
651	1021	544
652	1022	543
653	1023	541
654	1025	540
655	1026	538
656	1028	536
657	1029	535
658	1031	533
659	1033	532
660	1035	530
661	1036	529
662	1038	527
663	1039	526
664	1041	524
665	1042	522
666	1044	521
667	1045	519
668	1046	518
669	1048	516
670	1050	514
671	1051	513
672	1053	511
673	1054	510
674	1056	508
675	1057	506
676	1059	505
677	1060	503
678	1062	502
679	1064	500
680	1065	499
681	1067	497
682	1068	496
683	1070	494
684	1072	493
685	1073	491
686	1074	489
687	1076	488
688	1078	486
689	1080	485
690	1081	483
691	1082	482
692	1084	480
693	1085	478
694	1087	477
695	1088	475
696	1090	473
697	1092	472
698	1094	471
699	1095	469
700	1097	468
701	1099	466
702	1100	464
703	1101	463
704	1103	461
705	1104	460
706	1106	458
707	1108	457
708	1109	455
709	1111	454
710	1113	452
711	1114	450
712	1115	449
713	1117	447
714	1119	446
715	1120	444
716	1122	442
717	1124	441
718	1125	439
719	1127	438
720	1128	436
721	1130	435
722	1132	433
723	1133	432
724	1135	430
725	1136	429
726	1138	427
727	1140	425
728	1141	424
729	1143	422
730	1144	421
731	1146	419
732	1147	418
733	1149	416
734	1150	414
735	1153	413
736	1154	412
737	1156	410
738	1157	408
739	1159	407
740	1160	405
741	1162	404
742	1163	402
743	1165	401
744	1167	399
745	1168	397
746	1170	396
747	1171	394
748	1173	393
749	1175	391
750	1176	390
751	1178	388
752	1179	386
753	1181	385
754	1183	383
755	1184	382
756	1186	380
757	1187	379
758	1189	377
759	1190	376
760	1192	374
761	1193	372
762	1195	371
763	1197	369
764	1199	368
765	1200	366
766	1202	365
767	1203	363
768	1205	362
769	1206	360
770	1208	358
771	1209	357
772	1211	355
773	1213	354
774	1214	352
775	1216	351
776	1218	349
777	1219	348
778	1221	346
779	1222	344
780	1224	343
781	1225	341
782	1227	340
783	1229	338
784	1230	337
785	1232	335
786	1234	334
787	1235	332
788	1237	330
789	1238	329
790	1240	327
791	1242	326
792	1243	324
793	1245	323
794	1247	321
795	1249	320
796	1250	318
797	1252	316
798	1253	315
799	1255	313
800	1257	312
801	1259	310
802	1261	309
803	1262	307
804	1264	306
805	1265	304
806	1267	303
807	1268	301
808	1270	300
809	1272	298
810	1274	297
811	1276	295
812	1277	293
813	1279	292
814	1280	290
815	1282	289
816	1283	287
817	1285	285
818	1287	284
819	1288	282
820	1290	281
821	1291	279
822	1293	278
823	1294	276
824	1296	274
825	1297	273
826	1299	271
827	1300	270
828	1303	268
829	1304	267
830	1306	265
831	1307	264
832	1309	262
833	1310	260
834	1312	259
835	1313	257
836	1315	256
837	1317	254
838	1319	253
839	1321	251
840	1323	250
841	1324	248
842	1326	247
843	1327	245
844	1329	243
845	1331	242
846	1333	240
847	1335	239
848	1336	237
849	1338	236
850	1339	234
851	1341	233
852	1343	231
853	1344	229
854	1346	228
855	1348	226
856	1349	225
857	1351	223
858	1353	222
859	1355	220
860	1357	219
861	1361	217
862	1364	216
863	1367	215
864	1369	213
865	1371	212
866	1373	210
867	1376	209
868	1378	207
869	1380	206
870	1381	204
871	1383	203
872	1385	201
873	1390	200
874	1392	198
875	1394	197
876	1396	195
877	1399	194
878	1402	193
879	1403	191
880	1406	189
881	1407	188
882	1409	186
883	1411	185
884	1412	183
885	1414	181
886	1416	180
887	1419	179
888	1423	177
889	1425	176
890	1427	174
891	1430	173
892	1432	171
893	1436	170
894	1438	168
895	1441	167
896	1443	165
897	1445	164
898	1447	162
899	1449	161
900	1452	159
901	1454	158
902	1456	156
903	1458	154
904	1461	153
905	1463	151
906	1466	150
907	1468	148
908	1470	147
909	1473	145
910	1475	144
911	1477	142
912	1479	140
913	1481	139
914	1483	137
915	1486	136
916	1488	134
917	1489	133
918	1491	131
919	1493	129
920	1497	128
921	1499	126
922	1501	125
923	1504	123
924	1507	122
925	1509	120
926	1512	119
927	1517	117
928	1519	116
929	1522	114
930	1525	113
931	1529	111
932	1531	109
933	1533	108
934	1535	106
935	1537	105
936	1539	103
937	1542	101
938	1544	100
939	1546	98
940	1548	97
941	1549	95
942	1551	93
943	1554	92
944	1557	90
945	1559	89
946	1561	87
947	1563	85
948	1565	84
949	1567	82
950	1569	80
951	1572	79
952	1575	77
953	1578	76
954	1580	74
955	1582	72
956	1584	71
957	1587	69
958	1589	67
959	1591	66
960	1593	64
961	1595	63
962	1596	61
963	1598	59
964	1600	58
965	1602	56
966	1604	54
967	1605	53
968	1608	51
969	1610	49
970	1612	48
971	1614	46
972	1617	44
973	1619	43
974	1621	41
975	1623	39
976	1626	38
977	1632	36
978	1634	35
979	1636	33
980	1638	31
981	1640	30
982	1641	28
983	1643	26
984	1646	25
985	1648	23
986	1650	21
987	1651	20
988	1653	18
989	1655	16
990	1657	15
991	1661	13
992	1663	11
993	1665	10
994	1666	8
995	1668	6
996	1670	5
997	1672	3
998	1675	1
999	1677	0
