iter	RMSE
197	5.932659384
198	5.929914511
199	5.917297392
200	5.913881182
201	5.902184555
202	5.898148326
203	5.889961518
204	5.88580318
205	5.881371925
206	5.869310294
207	5.859152909
208	5.856371855
209	5.850052407
210	5.845968871
211	5.843682029
212	5.838321689
213	5.830300637
214	5.825332943
215	5.821112018
216	5.817219346
217	5.814462245
218	5.804111879
219	5.80041941
220	5.794886504
221	5.791299754
222	5.788028864
223	5.780788272
224	5.777838575
225	5.775357454
226	5.772757437
227	5.769937592
228	5.7676727
229	5.766321294
230	5.763819875
231	5.761070156
232	5.757352499
233	5.754916258
234	5.753481819
235	5.751298621
236	5.74886634
237	5.746815664
238	5.745580635
239	5.735537303
240	5.732914743
241	5.73037596
242	5.726703196
243	5.721764905
244	5.714669285
245	5.71333588
246	5.705824072
247	5.703794579
248	5.702750796
249	5.701407932
250	5.697605214
251	5.695618781
252	5.69401683
253	5.68622553
254	5.685219961
255	5.682064448
256	5.67668589
257	5.673094708
258	5.670623372
259	5.663991812
260	5.65622237
261	5.653579463
262	5.641744012
263	5.635482888
264	5.633456096
265	5.629268548
266	5.621580904
267	5.619913032
268	5.616803169
269	5.615048242
270	5.607487832
271	5.606172042
272	5.601499651
273	5.593320697
274	5.584699998
275	5.574358449
276	5.565756554
277	5.557076092
278	5.548106202
279	5.544653227
280	5.542584951
281	5.538355144
282	5.532650179
283	5.523058932
284	5.521808673
285	5.512522358
286	5.5109859
287	5.509105825
288	5.508255567
289	5.507219287
290	5.49945781
291	5.493220247
292	5.483326177
293	5.474564277
294	5.468286483
295	5.459850124
296	5.453917221
297	5.451391221
298	5.444759049
299	5.436754296
300	5.430178116
301	5.422797614
302	5.420582506
303	5.414567602
304	5.413336595
305	5.411748528
306	5.410126887
307	5.400984954
308	5.400102728
309	5.394441216
310	5.385623648
311	5.377693598
312	5.369227607
313	5.362858874
314	5.355321601
315	5.349113561
316	5.345748694
317	5.339357388
318	5.336346149
319	5.329242234
320	5.32874714
321	5.323625108
322	5.318341515
323	5.311909857
324	5.310532926
325	5.30320794
326	5.302155426
327	5.301349414
328	5.300578835
329	5.296050349
330	5.29146684
331	5.287642037
332	5.281759568
333	5.275615116
334	5.274058452
335	5.268453046
336	5.262515954
337	5.258804717
338	5.251995346
339	5.251193613
340	5.250028039
341	5.249420676
342	5.242675935
343	5.239431063
344	5.237831138
345	5.233508964
346	5.228633454
347	5.224977826
348	5.219402413
349	5.216772701
350	5.210825567
351	5.205316696
352	5.204690377
353	5.201294549
354	5.198651058
355	5.19361547
356	5.187268116
357	5.184738975
358	5.183955675
359	5.178680267
360	5.174023718
361	5.167961185
362	5.162634726
363	5.159623776
364	5.158689411
365	5.154749302
366	5.150606298
367	5.145739237
368	5.144326818
369	5.137327002
370	5.136399619
371	5.133299626
372	5.129229006
373	5.124616966
374	5.122344077
375	5.116930749
376	5.111465807
377	5.10587403
378	5.101958635
379	5.097970682
380	5.093653256
381	5.088498693
382	5.085094505
383	5.081268009
384	5.075983735
385	5.073258914
386	5.070121692
387	5.065027193
388	5.062817448
389	5.057937339
390	5.055891191
391	5.054152083
392	5.050632923
393	5.047962424
394	5.046928624
395	5.046167112
396	5.043647329
397	5.042936682
398	5.042051545
399	5.038477726
400	5.036465339
401	5.031431454
402	5.026533411
403	5.02154676
404	5.017230864
405	5.011923321
406	5.008529677
407	5.007684471
408	5.006064377
409	5.005507911
410	5.001336016
411	4.997851335
412	4.996960835
413	4.99383769
414	4.987222027
415	4.984889311
416	4.983132721
417	4.982161532
418	4.980892638
419	4.977617727
420	4.974985422
421	4.971575181
422	4.967877216
423	4.964682192
424	4.959898447
425	4.957064499
426	4.951907611
427	4.949438921
428	4.94770098
429	4.947186697
430	4.944010081
431	4.940998682
432	4.938574161
433	4.934846525
434	4.934059927
435	4.929580123
436	4.926707659
437	4.922576383
438	4.921453838
439	4.919707281
440	4.918706034
441	4.914569586
442	4.910799179
443	4.908912133
444	4.904775845
445	4.903382869
446	4.899503088
447	4.896567725
448	4.893633057
449	4.888696187
450	4.885276549
451	4.883892597
452	4.881222248
453	4.880397625
454	4.879611657
455	4.878763958
456	4.874978567
457	4.874567324
458	4.873762747
459	4.872875782
460	4.868641153
461	4.867926342
462	4.863700866
463	4.861378047
464	4.860594157
465	4.857140305
466	4.855859301
467	4.853223546
468	4.850561203
469	4.847202658
470	4.846287829
471	4.844010988
472	4.840723904
473	4.839152404
474	4.838545333
475	4.838014436
476	4.835319749
477	4.831250681
478	4.830830858
479	4.828139128
480	4.827442719
481	4.826683779
482	4.824989246
483	4.821880998
484	4.821460508
485	4.817496347
486	4.816783746
487	4.815477553
488	4.815089247
489	4.813183559
490	4.811126965
491	4.810487266
492	4.809922349
493	4.808565709
494	4.805268417
495	4.804088184
496	4.802294712
497	4.800781537
498	4.800380098
499	4.796142403
500	4.793318212
501	4.790670663
502	4.786150235
503	4.78430829
504	4.782848458
505	4.782195581
506	4.781662882
507	4.779695365
508	4.777328258
509	4.774757358
510	4.772373183
511	4.769762262
512	4.76944656
513	4.768903872
514	4.767752319
515	4.766535735
516	4.762492999
517	4.761591075
518	4.760745254
519	4.759508804
520	4.757982271
521	4.753801667
522	4.751331922
523	4.750756659
524	4.747525454
525	4.74653398
526	4.745206187
527	4.744439154
528	4.743967316
529	4.741571704
530	4.740472244
531	4.738359159
532	4.735533564
533	4.735231749
534	4.732672058
535	4.731634973
536	4.729556137
537	4.72730355
538	4.726548779
539	4.724809635
540	4.721410645
541	4.719508731
542	4.718057493
543	4.715677244
544	4.715279809
545	4.714837873
546	4.713638491
547	4.712832058
548	4.710602859
549	4.709117026
550	4.707164504
551	4.70338491
552	4.701982542
553	4.700242949
554	4.697737582
555	4.695856452
556	4.693650727
557	4.691221292
558	4.688852843
559	4.68487863
560	4.681040779
561	4.679379688
562	4.67719225
563	4.674934491
564	4.671249169
565	4.669096499
566	4.666452087
567	4.663736002
568	4.66271168
569	4.661699857
570	4.658458599
571	4.656206589
572	4.652921022
573	4.649700376
574	4.648857909
575	4.647047803
576	4.645622016
577	4.643607328
578	4.641679346
579	4.641463754
580	4.638615487
581	4.638278582
582	4.63686441
583	4.635815709
584	4.63393015
585	4.630132587
586	4.628876711
587	4.628668145
588	4.625895569
589	4.624073984
590	4.623670271
591	4.622169371
592	4.621893455
593	4.619859524
594	4.617001581
595	4.613658202
596	4.610627687
597	4.610197457
598	4.609251016
599	4.608525006
600	4.607324651
601	4.606387501
602	4.60466191
603	4.604352736
604	4.602117656
605	4.601644874
606	4.599797332
607	4.598439147
608	4.596468005
609	4.594847312
610	4.593854527
611	4.592351609
612	4.591374338
613	4.590890965
614	4.587108309
615	4.586729325
616	4.585679591
617	4.583966699
618	4.582438187
619	4.580842284
620	4.579297516
621	4.57869619
622	4.578511492
623	4.575413005
624	4.57508747
625	4.573828917
626	4.572241068
627	4.571514033
628	4.571116863
629	4.568212497
630	4.566533551
631	4.565692523
632	4.565038545
633	4.564440536
634	4.563421757
635	4.56311035
636	4.562867545
637	4.55987998
638	4.558084933
639	4.556511996
640	4.554530261
641	4.553612788
642	4.552578418
643	4.550906367
644	4.550508478
645	4.54749191
646	4.545400198
647	4.545064542
648	4.543561889
649	4.541918304
650	4.539553644
651	4.538661722
652	4.536520591
653	4.534338183
654	4.533166631
655	4.532833033
656	4.531098637
657	4.528452261
658	4.525428333
659	4.522666721
660	4.521775125
661	4.521538133
662	4.520882145
663	4.519482123
664	4.517841232
665	4.516307182
666	4.516024925
667	4.515842346
668	4.513051643
669	4.510402837
670	4.509691679
671	4.509394569
672	4.509158355
673	4.507831554
674	4.505926963
675	4.50426286
676	4.502449529
677	4.501952793
678	4.501694692
679	4.500883269
680	4.500602295
681	4.500295462
682	4.498357608
683	4.496578481
684	4.496213972
685	4.4955179
686	4.493572877
687	4.493286276
688	4.491401819
689	4.489660718
690	4.489413347
691	4.488999455
692	4.487587238
693	4.48736335
694	4.485996957
695	4.484764621
696	4.484636899
697	4.484341963
698	4.482663124
699	4.481777712
700	4.479664508
701	4.47919479
702	4.478177343
703	4.476698493
704	4.476262193
705	4.474751775
706	4.472316342
707	4.471513054
708	4.471012751
709	4.470739078
710	4.470397665
711	4.469040437
712	4.468556819
713	4.468472379
714	4.468065855
715	4.466748345
716	4.464933499
717	4.464689392
718	4.46310097
719	4.462900555
720	4.46158488
721	4.461371448
722	4.459640776
723	4.459301127
724	4.457492346
725	4.455223986
726	4.454506616
727	4.453786716
728	4.453319449
729	4.452091578
730	4.449721222
731	4.448376622
732	4.446914439
733	4.446500935
734	4.446292365
735	4.44595061
736	4.443173315
737	4.441997895
738	4.440825006
739	4.440314084
740	4.440041719
741	4.439823819
742	4.439026592
743	4.438754769
744	4.438442033
745	4.437145986
746	4.435704605
747	4.43462993
748	4.434137176
749	4.433853192
750	4.433645324
751	4.433323743
752	4.430798408
753	4.429840702
754	4.429090406
755	4.428288442
756	4.428100058
757	4.425145975
758	4.422823139
759	4.421022029
760	4.420868049
761	4.419302498
762	4.418889891
763	4.418129425
764	4.416666542
765	4.415665336
766	4.414050876
767	4.41300425
768	4.411459571
769	4.410212716
770	4.408477529
771	4.407506947
772	4.407027323
773	4.406800385
774	4.406608467
775	4.406286054
776	4.406164178
777	4.404784508
778	4.404372965
779	4.403882389
780	4.402147968
781	4.400680968
782	4.399172164
783	4.398622709
784	4.397543952
785	4.396260796
786	4.395926792
787	4.395374512
788	4.393987484
789	4.393829553
790	4.393625272
791	4.392058078
792	4.391036795
793	4.390942317
794	4.389885738
795	4.387561197
796	4.387067937
797	4.385669823
798	4.384183631
799	4.383912152
800	4.382993396
801	4.381863654
802	4.381682657
803	4.381442422
804	4.380372438
805	4.380299042
806	4.379701291
807	4.378813256
808	4.378690695
809	4.378387792
810	4.377016794
811	4.376723412
812	4.376618759
813	4.375431585
814	4.37476941
815	4.373037099
816	4.372982685
817	4.370927601
818	4.370246491
819	4.369292762
820	4.368552697
821	4.36632196
822	4.366218351
823	4.365604521
824	4.365151368
825	4.36493487
826	4.36315524
827	4.361789712
828	4.359855145
829	4.358550866
830	4.357631104
831	4.357413655
832	4.356246316
833	4.356113901
834	4.354372279
835	4.354246639
836	4.352962355
837	4.352281581
838	4.351018835
839	4.349961308
840	4.348266189
841	4.34730155
842	4.347130825
843	4.346402751
844	4.344035793
845	4.343876651
846	4.343674506
847	4.343549376
848	4.342769277
849	4.342507002
850	4.341480004
851	4.341191812
852	4.340293331
853	4.338706747
854	4.338575555
855	4.33671314
856	4.335023094
857	4.334469453
858	4.334301188
859	4.333411269
860	4.331983946
861	4.331090452
862	4.330488158
863	4.328636722
864	4.326866801
865	4.326720406
866	4.326311976
867	4.324898301
868	4.323282281
869	4.322464533
870	4.321810975
871	4.321651068
872	4.320330547
873	4.319224499
874	4.318976218
875	4.318831742
876	4.317943016
877	4.31683047
878	4.316321469
879	4.315278782
880	4.315043584
881	4.314397356
882	4.313616704
883	4.312313928
884	4.310797179
885	4.309917779
886	4.308302933
887	4.307533425
888	4.307473022
889	4.307222547
890	4.306563136
891	4.305316849
892	4.305241927
893	4.304601149
894	4.304247908
895	4.303098331
896	4.302086488
897	4.301402793
898	4.301020717
899	4.299935965
900	4.2987947
901	4.298702101
902	4.298575756
903	4.298398087
904	4.297852704
905	4.297712317
906	4.297383514
907	4.29723456
908	4.296481807
909	4.294684933
910	4.294145585
911	4.293125415
912	4.29299415
913	4.292142128
914	4.291534799
915	4.291098686
916	4.29097524
917	4.290503005
918	4.289506201
919	4.28785328
920	4.287016537
921	4.28640088
922	4.28592388
923	4.284811992
924	4.284313521
925	4.283412843
926	4.28331794
927	4.282083998
928	4.281947013
929	4.280524089
930	4.280045281
931	4.278768235
932	4.276911152
933	4.275729397
934	4.275270143
935	4.273594433
936	4.271446781
937	4.270143395
938	4.269940437
939	4.269781844
940	4.268927641
941	4.268321251
942	4.266606887
943	4.266513349
944	4.265509417
945	4.265428122
946	4.265131836
947	4.265029274
948	4.264523803
949	4.263941083
950	4.263485975
951	4.262582359
952	4.26250952
953	4.261215808
954	4.260247135
955	4.259833898
956	4.259598842
957	4.259468545
958	4.258531793
959	4.258186703
960	4.258018262
961	4.257269872
962	4.256482395
963	4.25627637
964	4.256187442
965	4.255657544
966	4.254549692
967	4.254442338
968	4.25340022
969	4.253298975
970	4.252686239
971	4.250940098
972	4.250455577
973	4.249190212
974	4.248133782
975	4.247920956
976	4.247831383
977	4.247279803
978	4.247241848
979	4.247146016
980	4.247091752
981	4.246780253
982	4.245949613
983	4.24587357
984	4.245176866
985	4.244594912
986	4.243646951
987	4.241981627
988	4.241694623
989	4.24154725
990	4.241009015
991	4.240969655
992	4.240018126
993	4.239479449
994	4.23827913
995	4.238039854
996	4.237688931
997	4.236755748
998	4.235600778
999	4.234520485
