MD,Interval__unidentified,Drilling_hour__unidentified,Drilling_time__unidentified,ROP,WOB,BIT_RPM,TORQUE,Si,Shale,Dolomite,Limestone,BIT_DIAMETER,DOC,Mu,MSE,cluster
m,m,h,min,m/h,klbs,rpm,kLbf.ft,%,%,%,%,in,in/rev,,ksi,
5317.6,6.6,2.3,4.1,2.86,0.0072517499999999,267.065,4.63926498,75.31775705,18.67023467,0.025281197,5.986727088,8.5,0.0070269089297861,2709.504834005585,2878.125972314912,0
5317.8,6.8,2.4,4.3,2.86,0.00793575,267.065,4.74252366,75.31775705,18.67023467,0.025281197,5.986727088,8.5,0.0070269089297861,2531.075520272186,2942.1890144930976,0
5318.0,7.0,2.5,4.7,2.85,0.006723,267.065,4.6097625,72.39004652,21.78288014,0.008687188,5.818386154,8.5,0.0070023393181435,2904.016064257028,2869.8546512256216,0
5318.2,7.2,2.5,3.2,2.87,0.00615825,268.065,4.52863068,72.39004652,21.78288014,0.008687188,5.818386154,8.5,0.0070251734343038,3114.5346291560104,2810.1789701105777,0
5318.4,7.4,2.6,4.7,2.86,0.0076005,268.065,4.58026002,72.39004652,21.78288014,0.008687188,5.818386154,8.5,0.0070006954780867,2552.2989698046176,2852.16242553421,0
5318.6,7.6,2.7,6.6,2.82,0.00712575,268.065,4.4622501,72.39004652,21.78288014,0.008687188,5.818386154,8.5,0.0069027836532184,2652.203852226082,2818.0884063787244,0
5318.8,7.8,2.7,2.9,2.84,0.007551,268.065,4.47700134,72.39004652,21.78288014,0.008687188,5.818386154,8.5,0.0069517395656526,2511.113420738975,2807.4957015085647,0
5319.0,8.0,2.8,4.5,2.84,0.00804375,267.065,4.705645560000001,68.90759277,24.84643764,0.184008481,6.061961106,8.5,0.0069777697065009,2477.674338461539,2939.869587203304,0
5319.2,8.2,2.9,4.6,2.83,0.0069187499999999,267.065,4.61713812,68.90759277,24.84643764,0.184008481,6.061961106,8.5,0.0069532000948583,2826.368624390244,2894.7613176385985,0
5319.4,8.4,2.9,3.2,2.85,0.00722025,267.065,4.63926498,68.90759277,24.84643764,0.184008481,6.061961106,8.5,0.0070023393181435,2721.325671548769,2888.224332534881,0
5319.6,8.6,3.0,4.0,2.85,0.007542,268.065,4.6466406000000005,68.90759277,24.84643764,0.184008481,6.061961106,8.5,0.0069762175218696,2609.372792362769,2903.649612605681,0
5319.8,8.8,3.1,3.2,2.87,0.0080685,267.065,4.65401622,68.90759277,24.84643764,0.184008481,6.061961106,8.5,0.0070514785414287,2442.97298382599,2877.221915273648,0
5320.0,9.0,3.2,5.1,2.86,0.0081922499999999,267.065,4.690894320000001,65.52869612,25.43286572,0.09192924,8.946508916,8.5,0.0070269089297861,2425.1356001098607,2910.1609344631884,0
5320.2,9.2,3.3,6.4,2.82,0.00721575,268.065,4.4474988600000005,65.52869612,25.43286572,0.09192924,8.946508916,8.5,0.0069027836532184,2610.465406922358,2808.773064535113,0
5320.4,9.4,3.4,7.5,2.78,0.0032332499999999,186.58,2.59621824,65.52869612,25.43286572,0.09192924,8.946508916,8.5,0.0097767604602136,3400.8344050104392,1157.6355351646605,1
5320.6,9.6,3.5,4.5,2.78,0.0051389999999999,268.065,4.43274762,65.52869612,25.43286572,0.09192924,8.946508916,8.5,0.00680487182835,3653.237968476357,2839.7246278782395,0
5320.8,9.8,3.5,4.6,2.77,0.0068759999999999,267.065,4.61713812,65.52869612,25.43286572,0.09192924,8.946508916,8.5,0.0068057824250026,2843.9409424083774,2957.462621418556,0
5321.0,10.0,3.6,3.5,2.78,0.00811575,268.065,4.727772420000001,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.00680487182835,2467.2404546714724,3028.739751361397,0
5321.2,10.2,3.7,4.8,2.78,0.00801675,268.065,4.94904102,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.00680487182835,2614.606208251474,3170.4876887197097,0
5321.4,10.4,3.7,3.5,2.79,0.007146,268.065,4.8679092,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.0068293497845671,2885.11435768262,3107.330928370559,0
5321.6,10.6,3.8,3.8,2.79,0.0081765,268.065,4.83840672,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.0068293497845671,2506.2160484314804,3088.504793549412,0
5321.8,10.8,3.9,4.3,2.79,0.007929,268.065,4.73514804,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.0068293497845671,2529.290533484677,3022.591161771712,0
5322.0,11.0,3.9,4.1,2.8,0.0079829999999999,268.065,4.80152862,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.0068538277407842,2547.3989627959418,3054.017471788113,0
5322.2,11.2,4.0,4.8,2.79,0.0075082499999999,268.065,4.80152862,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.0068293497845671,2708.4721366496856,3064.9608768990697,0
5322.4,11.4,4.1,4.3,2.79,0.00808875,267.922,4.9195385400000005,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.0068329948641768,2575.885351877608,3138.6172803750005,0
5322.6,11.6,4.1,2.7,2.81,0.00764325,268.065,4.875284820000001,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.0068783056970013,2701.5033029143365,3089.8923512653155,0
5322.8,11.8,4.2,5.5,2.8,0.00812025,268.065,4.779401760000001,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.0068538277407842,2492.801596009975,3039.944659180836,0
5323.0,12.0,4.3,4.3,2.8,0.008163,268.065,4.82365548,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.0068538277407842,2502.7072987872107,3068.092108415483,0
5323.2,12.2,4.4,4.8,2.79,0.0081922499999999,268.065,4.84578234,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.0068293497845671,2505.21083218896,3093.2128990166943,0
5323.4,12.4,4.4,4.0,2.79,0.00837225,268.065,4.89741168,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.0068293497845671,2477.467691480785,3126.170038313362,0
5323.6,12.6,4.5,4.5,2.79,0.008073,268.065,4.84578234,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.0068293497845671,2542.2164548494984,3093.21221339212,0
5323.8,12.8,4.6,4.1,2.79,0.0084015,268.065,4.89003606,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.0068293497845671,2465.1241992501336,3121.462191572334,0
5324.0,13.0,4.6,2.9,2.81,0.0076612499999999,268.065,4.80152862,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.0068783056970013,2654.382237885463,3043.1473956542886,0
5324.2,13.2,4.7,5.2,2.8,0.008442,268.065,4.82365548,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.0068538277407842,2419.9952238805968,3068.09371251826,0
5324.4,13.4,4.8,4.0,2.8,0.0082934999999999,268.065,4.82365548,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.0068538277407842,2463.3266630493763,3068.092858721621,0
5324.6,13.6,4.9,4.3,2.8,0.008073,268.065,4.7941530000000006,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.0068538277407842,2515.130434782609,3049.3267886665044,0
5324.8,13.8,4.9,4.7,2.8,0.0085455,268.065,4.84578234,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.0068538277407842,2401.6515639810427,3082.1679093109983,0
5325.0,14.0,5.0,3.9,2.8,0.0079739999999999,268.065,4.904787300000001,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.0068538277407842,2605.118735891648,3119.6942280805097,0
5325.2,14.2,5.1,3.4,2.81,0.0081112499999999,268.065,4.86053358,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.0068783056970013,2537.930563106797,3080.546030198055,0
5325.4,14.4,5.1,4.9,2.8,0.008226,267.922,4.82365548,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.0068574858851954,2483.539956236324,3066.4558136270634,0
5325.6,14.6,5.2,6.7,2.78,0.005031,268.065,4.2114790200000005,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.00680487182835,3545.389051878355,2697.975500379157,0
5325.8,14.8,5.4,7.1,2.76,0.00597825,268.065,4.58026002,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.0067559159159159,3244.887436958976,2955.49073347701,1
5326.0,15.0,5.5,7.5,2.73,0.00611775,268.065,4.43274762,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.0066824820472646,3068.773637366679,2891.739322598081,1
5326.2,15.2,5.6,5.5,2.72,0.004977,268.065,4.381118280000001,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.0066580040910475,3728.214683544305,2868.5597897092007,0
5326.4,15.4,5.6,3.6,2.73,0.0061154999999999,268.065,4.543381920000001,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.0066824820472646,3146.5225607064026,2963.9116261866566,0
5326.6,15.6,5.7,5.1,2.72,0.00645975,268.065,4.595011260000001,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.0066580040910475,3012.6899895506795,3008.6144495254407,0
5326.8,15.8,5.8,6.0,2.71,0.00681075,268.065,4.52863068,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.0066335261348304,2816.1484241823587,2976.095256751092,0
5327.0,16.0,5.9,5.4,2.7,0.0064125,268.065,4.543381920000001,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.0066090481786133,3000.7888842105267,2996.845294505365,0
5327.2,16.2,6.0,5.0,2.7,0.006768,268.065,4.60238688,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.0066090481786133,2880.0919148936173,3035.766928391009,0
5327.4,16.4,6.1,5.2,2.69,0.0065835,268.065,4.5728844,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.0065845702223963,2941.8258373205745,3027.518965654075,0
5327.6,16.6,6.2,6.5,2.68,0.006489,268.065,4.49175258,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.0065600922661792,2931.714174757282,2984.9011960070025,0
5327.8,16.8,6.3,5.2,2.67,0.0065295,268.065,4.49175258,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.0065356143099621,2913.529869055824,2996.080694357565,0
5328.0,17.0,6.4,5.9,2.66,0.0066149999999999,268.065,4.6097625,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.006511136353745,2951.428571428572,3086.3541999420545,0
5328.2,17.2,6.5,7.5,2.64,0.00666,268.065,4.4843769600000005,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.0064621804413108,2851.750054054054,3025.151873825753,1
5328.4,17.4,6.6,5.8,2.64,0.0066195,268.065,4.47700134,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.0064621804413108,2864.4788035350102,3020.176125211696,0
5328.6,17.6,6.7,3.1,2.65,0.0075487499999999,268.065,4.61713812,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.0064866583975279,2590.486891207154,3102.9627848436644,0
5328.8,17.8,6.7,5.0,2.64,0.0081315,268.065,4.6835187000000005,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.0064621804413108,2439.412064194798,3159.499259705821,0
5329.0,18.0,6.8,5.7,2.63,0.00837,268.065,4.73514804,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.0064377024850937,2396.0268387096776,3206.474796860454,0
5329.2,18.2,6.9,4.7,2.63,0.0083677499999999,268.065,4.705645560000001,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.0064377024850937,2381.7385748857228,3186.497047638926,0
5329.4,18.4,7.0,4.6,2.63,0.0082755,268.065,4.7572749000000005,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.0064377024850937,2434.7119086460034,3221.457555749232,0
5329.6,18.6,7.1,4.9,2.63,0.0083767499999999,268.065,4.749899280000001,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.0064377024850937,2401.554359387592,3216.4637038120004,0
5329.8,18.8,7.2,5.5,2.63,0.00829575,268.065,4.66139184,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.0064377024850937,2379.8168266883654,3156.5300292490947,0
5330.0,19.0,7.2,4.5,2.63,0.0081,268.065,4.668767460000001,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.0064377024850937,2441.1856,3161.5233378611924,0
5330.2,19.2,7.3,4.0,2.63,0.008739,268.065,4.76465052,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.0064377024850937,2309.1539443872293,3226.454654700955,0
5330.4,19.4,7.4,6.7,2.62,0.0063135,268.065,4.292610840000001,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.0064132245288767,2879.618189593729,2917.891435011853,0
5330.6,19.6,7.5,5.6,2.61,0.008136,267.065,4.49175258,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.0064126686387209,2338.236637168141,3053.530999071495,0
5330.8,19.8,7.6,2.8,2.62,0.009216,268.065,4.74252366,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.0064132245288767,2179.46859375,3223.731427458042,0
5331.0,20.0,7.6,4.5,2.62,0.0100125,268.065,4.853157960000001,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.0064132245288767,2052.889024719101,3298.9384588642497,0
5331.2,20.2,7.7,5.5,2.62,0.0108765,267.922,4.816279860000001,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.0064166475068614,1875.452743069921,3272.129517798437,0
5331.4,20.4,7.8,7.1,2.6,0.0102105,268.065,4.80152862,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.0063642686164425,1991.664063464081,3288.9511690262107,1
5331.6,20.6,7.9,6.0,2.6,0.00776025,268.065,4.595011260000001,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.0063642686164425,2507.808918527109,3147.479340992882,0
5331.8,20.8,8.0,4.0,2.6,0.00803475,268.065,4.69826994,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.0063642686164425,2476.561814617754,3218.209789417422,0
5332.0,21.0,8.1,3.8,2.6,0.00896175,268.065,4.7572749000000005,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.0063642686164425,2248.272759226714,3258.6316164322,0
5332.2,21.2,8.1,4.7,2.6,0.0085815,268.065,4.93428978,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.0063642686164425,2435.2582275825903,3379.87892195716,0
5332.4,21.4,8.2,2.9,2.61,0.0079829999999999,268.065,4.875284820000001,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.0063887465726596,2586.5295152198432,3326.664297492292,0
5332.6,21.6,8.2,3.3,2.62,0.008442,268.065,4.84578234,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.0064132245288767,2431.096119402985,3293.9159325212054,0
5332.8,21.8,8.3,4.4,2.62,0.00912825,268.065,4.80152862,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.0064132245288767,2227.7967759428147,3263.838897315983,0
5333.0,22.0,8.4,5.3,2.62,0.00879075,268.065,4.62451374,65.85239235,26.27280003,0.117977454,7.756830169,8.5,0.0064132245288767,2228.043777834656,3143.513033746668,0
