Depth,Interval,Drilling_time,Drilling_hour,ROP,WOB,RPM_Table,RPM_Motor,RPM_Total,TQ_Table,PP,Density,CH%,C1,C2,C3
5464,153,65.5,8.7,2.34,32.15,38,171.743,209.743,4.86,13,1.44,0.0144,0.0115,0.002,0.0009
5464.2,153.2,65.5,2.5,2.34,53.51,60,224.796,284.796,8.27,17,1.45,0.0129,0.0105,0.0016,0.0008
5464.4,153.4,65.6,6.9,2.34,61.96,59,224.796,283.796,8.52,17,1.45,0.0138,0.0111,0.0018,0.0009
5464.6,153.6,65.7,7.3,2.34,57.19,60,224.653,284.653,8.36,17,1.45,0.0141,0.0113,0.0019,0.0009
5464.8,153.8,65.8,4.9,2.34,65.23,64,224.653,288.653,8.61,17,1.45,0.0145,0.0116,0.002,0.0009
5465,154,65.9,8.2,2.34,65.09,65,224.653,289.653,8.7,18,1.45,0.015,0.0119,0.0021,0.001
5465.2,154.2,66,5.9,2.33,62.66,65,224.796,289.796,8.66,18,1.45,0.0237,0.0181,0.0038,0.0018
5465.4,154.4,66.2,6.7,2.33,62.12,65,224.653,289.653,8.85,18,1.45,0.0245,0.0186,0.004,0.0019
5465.6,154.6,66.3,10.3,2.33,53.88,65,224.796,289.796,8.54,17,1.45,0.0176,0.0138,0.0026,0.0012
5465.8,154.8,66.4,6.3,2.33,52.76,65,224.653,289.653,8.73,17,1.45,0.0157,0.0125,0.0022,0.001
5466,155,66.5,5.5,2.33,50.38,65,224.653,289.653,8.72,17,1.45,0.0161,0.0127,0.0024,0.001
5466.2,155.2,66.6,7.2,2.33,62.03,65,224.653,289.653,8.64,17,1.45,0,0,0,0
5466.4,155.4,66.7,4.7,2.33,66.97,65,224.653,289.653,8.72,17,1.45,0,0,0,0
5466.6,155.6,66.9,7.9,2.33,65.07,65,224.653,289.653,8.9,18,1.45,0,0,0,0
5466.8,155.8,67,5.8,2.33,66.86,65,224.653,289.653,8.94,18,1.45,0,0,0,0
5467,156,67.1,5.9,2.33,57.81,65,224.653,289.653,9,18,1.45,0,0,0,0
5467.2,156.2,67.1,4.1,2.33,64.27,65,224.653,289.653,9.07,18,1.45,0,0,0,0
5467.4,156.4,67.2,7.1,2.33,65.25,65,224.653,289.653,8.93,18,1.45,0,0,0,0
5467.6,156.6,67.3,3.3,2.33,62.08,65,224.653,289.653,8.93,18,1.45,0,0,0,0
5467.8,156.8,67.4,6.1,2.33,64.04,65,224.653,289.653,8.98,17,1.45,0,0,0,0
5468,157,67.5,4.4,2.33,63.54,65,224.653,289.653,9.09,18,1.45,0,0,0,0
5468.2,157.2,67.5,4.2,2.33,65.01,65,224.653,289.653,9.02,18,1.45,0,0,0,0
5468.4,157.4,67.6,6.1,2.33,66.12,65,224.653,289.653,8.94,17,1.45,0,0,0,0
5468.6,157.6,67.7,5.9,2.33,58.88,65,224.653,289.653,8.85,17,1.45,0,0,0,0
5468.8,157.8,67.8,4.6,2.33,65.13,65,224.653,289.653,9,17,1.45,0,0,0,0
5469,158,67.9,5.7,2.33,67.15,65,224.653,289.653,8.97,17,1.45,0,0,0,0
5469.2,158.2,68,5.4,2.33,70.22,65,224.796,289.796,9,17,1.45,0,0,0,0
5469.4,158.4,68.1,4.6,2.33,70.05,65,224.653,289.653,8.86,17,1.45,0,0,0,0
5469.6,158.6,68.2,6.3,2.33,73.91,65,224.653,289.653,8.96,17,1.45,0,0,0,0
5469.8,158.8,68.3,5.7,2.33,67.96,65,224.653,289.653,9.17,18,1.45,0,0,0,0
5470,159,68.3,3.4,2.33,70.27,65,224.653,289.653,9.12,18,1.45,0.0163,0.0128,0.0025,0.001
5470.2,159.2,68.4,4.4,2.33,70.37,65,224.653,289.653,9.04,17,1.45,0.0166,0.0129,0.0026,0.0011
5470.4,159.4,68.5,4.3,2.33,71.97,65,224.653,289.653,9.1,18,1.45,0.017,0.0133,0.0026,0.0011
5470.6,159.6,68.5,3.3,2.33,72.78,65,224.653,289.653,9.07,18,1.45,0.0168,0.0132,0.0026,0.001
5470.8,159.8,68.6,4.5,2.33,69.24,65,224.653,289.653,9.17,18,1.45,0.0168,0.0132,0.0026,0.001
5471,160,68.7,2.8,2.33,72.77,64,224.653,288.653,9.2,18,1.45,0.0165,0.013,0.0025,0.001
5471.2,160.2,68.7,5.1,2.33,74.93,65,224.653,289.653,8.75,17,1.45,0.0165,0.013,0.0025,0.001
5471.4,160.4,68.9,7,2.33,75.73,65,224.653,289.653,8.79,17,1.45,0.0157,0.0123,0.0024,0.001
5471.6,160.6,69,7.5,2.33,48.36,65,224.653,289.653,8.33,17,1.45,0.016,0.0127,0.0023,0.001
5471.8,160.8,69.1,4.6,2.33,71.13,65,224.653,289.653,8.99,17,1.45,0.0152,0.0122,0.002,0.001
5472,161.02,69.2,7.3,2.33,65.98,65,224.653,289.653,8.77,17,1.45,0.0166,0.0131,0.0024,0.0011
5472.2,161.2,69.3,4.6,2.33,62.07,65,224.653,289.653,8.84,17,1.45,0.0166,0.0131,0.0024,0.0011
5472.4,161.4,69.3,2.2,2.33,67.65,65,224.653,289.653,9.06,18,1.45,0.0168,0.0132,0.0025,0.0011
5472.6,161.6,69.4,5.3,2.33,72.4,65,224.653,289.653,8.88,17,1.45,0.0176,0.0138,0.0027,0.0011
5472.8,161.8,69.5,6.6,2.33,75.1,65,224.653,289.653,9.02,17,1.45,0.0178,0.0139,0.0027,0.0012
5473,162,69.6,5,2.33,70,65,224.653,289.653,9,17,1.45,0.0177,0.0138,0.0027,0.0012
5473.2,162.2,69.6,3.8,2.33,67.5,65,224.51,289.51,9.13,18,1.45,0.0181,0.0141,0.0028,0.0012
5473.4,162.4,69.7,3.8,2.33,70.43,65,224.653,289.653,9.13,18,1.45,0.0184,0.0143,0.0029,0.0012
5473.6,162.6,69.8,5.2,2.33,67.28,65,224.653,289.653,8.84,17,1.45,0.0183,0.0142,0.0029,0.0012
5473.8,162.8,69.9,5.7,2.33,69.54,65,224.653,289.653,8.85,17,1.45,0.0176,0.0137,0.0027,0.0012
5474,163,70,6.6,2.33,69.77,65,224.653,289.653,8.68,17,1.45,0.0165,0.013,0.0024,0.0011
5474.2,163.2,70.1,6.3,2.33,70.14,65,224.653,289.653,8.82,17,1.45,0.016,0.0127,0.0023,0.001
5474.4,163.4,70.2,6.3,2.33,69.51,65,224.653,289.653,8.92,17,1.45,0.0164,0.0129,0.0024,0.0011
5474.6,163.6,70.3,7,2.33,61.08,65,224.653,289.653,8.88,17,1.45,0.0169,0.0133,0.0025,0.0011
5474.8,163.8,70.4,3.3,2.33,57.04,65,224.653,289.653,9.01,17,1.45,0.0173,0.0135,0.0027,0.0011
5475,164,70.5,4.6,2.33,67.46,65,224.653,289.653,8.96,17,1.45,0.0173,0.0135,0.0027,0.0011
5475.2,164.2,70.5,4.7,2.33,62.85,65,224.653,289.653,9.13,17,1.45,0.0174,0.0135,0.0028,0.0011
5475.4,164.4,70.6,3.9,2.33,69.08,65,224.653,289.653,9.19,17,1.45,0.018,0.014,0.0029,0.0011
5475.6,164.6,70.7,4.3,2.33,69.04,65,224.653,289.653,8.99,17,1.45,0.0179,0.0139,0.0029,0.0011
5475.8,164.8,70.9,10.8,2.33,31.39,65,224.653,289.653,8.33,16,1.45,0.0172,0.0135,0.0027,0.001
5476,165,71,7.8,2.32,50.09,65,224.653,289.653,8.6,17,1.45,0.0155,0.0123,0.0023,0.0009
5476.2,165.2,71.1,9.7,2.32,50.62,65,224.653,289.653,8.43,17,1.45,0.015,0.012,0.0021,0.0009
5476.4,165.4,71.3,8.1,2.32,46.99,65,224.653,289.653,8.5,17,1.45,0.0149,0.0119,0.0021,0.0009
5476.6,165.6,71.4,6.5,2.32,27.21,65,224.653,289.653,7.93,17,1.45,0.0141,0.0113,0.0019,0.0009
5476.8,165.8,71.5,4,2.32,52.41,65,224.653,289.653,8.56,17,1.45,0.0148,0.0118,0.0021,0.0009
5477,166,71.5,4.5,2.32,62.79,65,224.653,289.653,8.8,18,1.45,0.0161,0.0128,0.0024,0.0009
5477.2,166.2,71.6,6.4,2.32,62.57,65,224.51,289.51,8.51,18,1.45,0.0161,0.0128,0.0024,0.0009
5477.4,166.4,71.8,8.1,2.32,72.8,65,224.653,289.653,8.67,18,1.45,0.0156,0.0124,0.0023,0.0009
5477.6,166.6,71.9,4.6,2.32,65.45,65,224.51,289.51,8.82,18,1.45,0.0164,0.0128,0.0026,0.001
5477.8,166.8,72,6.7,2.32,67.08,65,224.653,289.653,8.87,18,1.45,0.0168,0.0131,0.0027,0.001
5478,167,72,2.4,2.32,61.97,60,224.51,284.51,8.59,18,1.45,0.0166,0.0129,0.0027,0.001
5478.2,167.2,72.1,7.5,2.32,69.09,60,224.51,284.51,8.63,18,1.45,0.0161,0.0126,0.0025,0.001
5478.4,167.4,72.2,6.7,2.32,68.29,60,224.51,284.51,8.6,18,1.45,0.0158,0.0125,0.0024,0.0009
5478.6,167.6,72.4,7.2,2.32,69.74,60,224.51,284.51,8.35,17,1.45,0.0156,0.0123,0.0023,0.001
5478.8,167.8,72.5,8.5,2.31,71.43,60,224.51,284.51,8.35,17,1.45,0.0156,0.0123,0.0023,0.001
5479,168,72.6,5.4,2.31,74.08,60,224.51,284.51,8.67,17,1.45,0.0155,0.0122,0.0023,0.001
5479.2,168.2,72.7,6.2,2.31,76.28,60,224.653,284.653,8.61,17,1.45,0.0159,0.0126,0.0024,0.0009
5479.4,168.4,72.8,5.9,2.31,75.71,60,224.51,284.51,8.73,17,1.45,0.0168,0.0132,0.0026,0.001
5479.6,168.6,72.9,5.6,2.31,76.94,60,224.653,284.653,8.7,17,1.45,0.0161,0.0127,0.0025,0.0009
5479.8,168.8,73,5.7,2.31,70.56,60,224.653,284.653,8.62,17,1.45,0.0163,0.0129,0.0025,0.0009
5480,169,73.1,4.6,2.31,76.46,60,224.653,284.653,8.84,17,1.45,0.0164,0.0128,0.0026,0.001
5480.2,169.2,73.2,5.7,2.31,77.75,60,224.653,284.653,8.96,18,1.45,0.017,0.0132,0.0028,0.001
5480.4,169.4,73.3,6.6,2.31,72.24,60,224.653,284.653,8.74,17,1.45,0.0166,0.013,0.0026,0.001
5480.6,169.6,73.3,5.2,2.31,77.59,60,224.653,284.653,8.41,17,1.45,0.0157,0.0124,0.0023,0.001
5480.8,169.8,73.5,8.3,2.31,77.08,60,224.51,284.51,8.68,17,1.45,0.017,0.0132,0.0027,0.0011
5481,170,73.6,8.8,2.31,74.98,60,224.51,284.51,8.55,17,1.45,0.0169,0.0132,0.0026,0.0011
