BITRPM_AVG__rpm,Comments__TOC/TOP,DOUT_AVG__ppg,SURFRPM_AVG__rpm,FLOWIN_AVG__gal/min,SPP_AVG__Psi,MSE__ksi,SPM02_AVG__Stk/min,well,DIN_AVG__ppg,FLOWOUTP_AVG__%,TIN_AVG__C,WOB_AVG__tf,TOUT_AVG__C,SPM01_AVG__Stk/min,ROPA_AVG__m/h,CEMENTP_AVG__Psi,DOC__in/rev,DEPTVD__m,CHKP_AVG__Psi,PITACTIVE_AVG__bbl,MOTORRPM_AVG__rpm,HP__hp,SPM03_AVG__Stk/min,TORQ_AVG__kLbf.ft,DEPMD__ft
77,TOC,11.7,77,713,1272,15.93506883,87,G7,11.69,26.15,41.921,0.67,42.3,80,51.26,0,0.436820397,2838.21,0,237.951,0,76.67745621,0,5.23,3020
76,TOC,11.7,76,715,1272,16.08779203,87,G7,11.7,27.14,41.937,0.61,42.4,80,50.01,0,0.431775798,2839.06,0,238.336,0,75.53693831,0,5.22,3021
76,TOC,11.7,76,715,1272,16.28280746,87,G7,11.7,26.27,41.946,0.57,42.2,80,49.5,0,0.427372565,2839.92,0,238.246,0,75.68164509,0,5.23,3022
76,TOC,11.7,76,715,1272,16.27580034,87,G7,11.7,26.6,41.943,0.52,42.3,80,49.61,0,0.428322282,2840.79,0,238.412,0,75.82635187,0,5.24,3023
76,TOC,11.69,76,715,1272,16.41443634,87,G7,11.7,26.25,41.936,0.47,42.4,80,49.56,0,0.427890593,2841.66,0,238.325,0,76.40517898,0,5.28,3024
76,TOC,11.7,76,715,1272,13.5760778,87,G7,11.7,26.76,41.986,0.42,42.4,80,59.7,0,0.515437215,2842.52,0,238.519,0,76.11576542,0,5.26,3025
76,TOC,11.7,76,713,1272,11.85886863,87,G7,11.7,25.27,42.014,0.39,42.5,80,68.48,0,0.591241884,2843.41,0,238.764,0,76.2604722,0,5.27,3026
76,TOC,11.69,76,713,1273,12.15099159,87,G7,11.69,25.83,41.997,0.37,42.3,80,66.32,0,0.5725929,2844.25,0,238.73,0,75.68164509,0,5.23,3027
76,TOC,11.69,76,715,1273,11.07718969,87,G7,11.7,27.39,41.979,0.39,42.3,80,73.18,0,0.631820693,2845.13,0,238.654,0,76.11576542,0,5.26,3028
76,TOC,11.7,76,715,1274,12.59731158,87,G7,11.7,27.3,41.986,0.47,42.3,80,64.11,0,0.553512225,2845.98,0,238.677,0,75.82635187,0,5.24,3029
76,TOC,11.7,76,715,1273,12.1146006,87,G7,11.7,27.44,42.024,0.49,42.4,80,66.8,0,0.576737118,2846.85,0,238.802,0,75.97105864,0,5.25,3030
76,TOC,11.7,76,713,1273,12.19971666,87,G7,11.7,26.43,42.041,0.53,42.5,80,67.1,0,0.579327255,2847.7,0,238.994,0,76.83929931,0,5.31,3031
76,TOC,11.7,76,715,1275,12.39704391,87,G7,11.7,26.22,42.03,0.55,42.5,80,65.91,0,0.569053046,2848.56,0,238.768,0,76.69459254,0,5.3,3032
76,TOC,11.7,76,715,1275,12.69026769,87,G7,11.7,27.05,42.031,0.6,42.6,80,64.03,0,0.552821522,2849.43,0,238.623,0,76.2604722,0,5.27,3033
76,TOC,11.69,76,714,1276,12.630471,87,G7,11.7,26.83,42.025,0.66,42.6,80,64.59,0,0.557656444,2850.29,0,238.638,0,76.54988576,0,5.29,3034
76,TOC,11.69,76,715,1277,12.04035384,87,G7,11.69,25.5,42.012,0.73,42.5,80,67.65,0,0.584075839,2851.15,0,238.468,0,76.40517898,0,5.28,3035
76,TOC,11.69,76,716,1277,12.2633175,87,G7,11.7,26.6,42.014,0.79,42.5,80,66.43,0,0.573542616,2852.03,0,238.462,0,76.40517898,0,5.28,3036
76,TOC,11.7,76,706,1279,12.57258788,86,G7,11.69,27.61,42.014,0.83,42.6,79,64.8,0,0.55946954,2852.88,0,238.574,0,76.40517898,0,5.28,3037
76,TOC,11.7,76,704,1278,12.83186687,86,G7,11.7,26.83,42.022,0.84,42.6,79,63.85,0,0.55126744,2853.74,0,238.228,0,76.83929931,0,5.31,3038
76,TOC,11.69,76,715,1279,12.05111146,87,G7,11.7,26.63,42.04,0.85,42.6,80,67.36,0,0.58157204,2854.61,0,238.432,0,76.11576542,0,5.26,3039
76,TOC,11.69,76,715,1279,12.51248873,87,G7,11.69,26.26,42.013,0.82,42.7,80,65.11,0,0.562146015,2855.47,0,238.262,0,76.40517898,0,5.28,3040
76,TOC,11.69,76,715,1278,12.85082414,87,G7,11.7,25.9,41.994,0.71,42.7,80,63.49,0,0.548159276,2856.33,0,238.562,0,76.54988576,0,5.29,3041
76,TOC,11.69,76,715,1278,12.90183919,87,G7,11.7,27.79,42.014,0.61,42.5,80,62.98,0,0.543756044,2857.2,0,238.417,0,76.2604722,0,5.27,3042
76,TOC,11.7,76,716,1280,11.44950809,87,G7,11.7,26.53,41.996,0.53,42.6,80,71.37,0,0.616193535,2858.06,0,238.503,0,76.69459254,0,5.3,3043
76,TOC,11.7,76,714,1279,11.72265493,87,G7,11.69,27.59,41.965,0.5,42.7,80,69.96,0,0.604019892,2858.93,0,238.365,0,76.98400609,0,5.32,3044
76,TOC,11.7,76,714,1279,12.23696507,87,G7,11.7,26.02,41.977,0.45,42.7,80,67.13,0,0.579586269,2859.79,0,238.218,0,77.12871287,0,5.33,3045
76,TOC,11.69,76,715,1279,11.07947986,87,G7,11.7,26.68,41.999,0.43,42.7,80,74.01,0,0.638986738,2860.66,0,238.142,0,76.98400609,0,5.32,3046
76,TOC,11.7,76,713,1281,10.33973731,87,G7,11.7,25.95,42.017,0.43,42.7,80,79.91,0,0.689926095,2861.51,0,238.424,0,77.56283321,0,5.36,3047
76,TOC,11.69,76,714,1278,11.69475391,87,G7,11.69,26.07,42.029,0.42,42.7,80,70.24,0,0.606437353,2862.38,0,237.189,0,77.12871287,0,5.33,3048
76,TOC,11.69,76,715,1279,11.2611915,87,G7,11.69,26.68,42.04,0.4,42.8,80,73.08,0,0.630957315,2863.24,0,236.896,0,77.27341965,0,5.34,3049
76,TOC,11.69,76,714,1279,11.22939172,87,G7,11.69,27.77,42.031,0.4,42.8,80,73.15,0,0.63156168,2864.1,0,239.605,0,77.12871287,0,5.33,3050
76,TOC,11.7,76,712,1279,11.52276383,87,G7,11.67,26.05,42,0.4,42.9,80,71.82,0,0.62007874,2864.97,0,240.842,0,77.70753998,0,5.37,3051
76,TOC,11.7,76,714,1277,10.8972096,87,G7,11.65,26.88,41.993,0.42,42.9,80,75.53,0,0.652110098,2865.83,0,242,0,77.27341965,0,5.34,3052
76,TOC,11.7,76,715,1277,10.43815518,87,G7,11.63,26.7,42,0.42,43,80,79.3,0,0.684659483,2866.69,0,241.613,0,77.70753998,0,5.37,3053
76,TOC,11.7,76,712,1275,10.48581459,87,G7,11.65,25.71,42.037,0.42,42.9,80,79.38,0,0.685350186,2867.56,0,240.396,0,78.14166032,0,5.4,3054
76,TOC,11.7,76,712,1274,10.36530508,87,G7,11.64,28.19,42.042,0.43,42.8,80,80.01,0,0.690789474,2868.43,0,240.074,0,77.85224676,0,5.38,3055
76,TOC,11.69,76,714,1270,10.86077278,87,G7,11.64,26.7,42.053,0.43,42.9,80,76.78,0,0.662902335,2869.29,0,239.027,0,78.2863671,0,5.41,3056
76,TOC,11.7,76,711,1264,10.17047895,87,G7,11.66,26.82,42.067,0.45,43,80,81.4,0,0.702790441,2870.15,0,238.869,0,77.70753998,0,5.37,3057
76,TOC,11.7,76,702,1263,10.53236793,85,G7,11.7,28.01,42.076,0.44,43,79,78.01,0,0.673521895,2871,0,238.437,0,77.12871287,0,5.33,3058
76,TOC,11.7,76,715,1254,10.77593435,87,G7,11.7,25.75,42.063,0.44,43,80,76.53,0,0.660743887,2871.87,0,238.28,0,77.41812643,0,5.35,3059
76,TOC,11.7,76,714,1243,11.35914872,87,G7,11.7,27.11,42.042,0.45,43,80,73.14,0,0.631475342,2872.73,0,237.939,0,77.99695354,0,5.39,3060
76,TOC,11.7,76,714,1240,11.47369576,87,G7,11.7,26.5,42.045,0.45,43,80,72.14,0,0.622841553,2873.6,0,238.191,0,77.70753998,0,5.37,3061
76,TOC,11.7,76,715,1242,11.05874491,87,G7,11.7,26.56,42.075,0.45,43.1,80,75.13,0,0.648656582,2874.48,0,238.022,0,77.99695354,0,5.39,3062
76,TOC,11.7,76,717,1244,11.51638881,87,G7,11.7,26.97,42.082,0.46,43.2,80,72.41,0,0.625172676,2875.32,0,238.123,0,78.2863671,0,5.41,3063
76,TOC,11.7,76,711,1247,10.95051758,87,G7,11.7,28.65,42.093,0.47,43.2,79,76.02,0,0.656340655,2876.18,0,237.48,0,78.14166032,0,5.4,3064
76,TOC,11.7,76,713,1248,11.13436157,87,G7,11.7,26.68,42.09,0.48,43.1,80,74.35,0,0.641922227,2877.05,0,237.873,0,77.70753998,0,5.37,3065
76,TOC,11.7,76,716,1252,11.43969464,87,G7,11.7,26.57,42.107,0.49,43.1,80,72.23,0,0.623618594,2877.93,0,237.54,0,77.56283321,0,5.36,3066
76,TOC,11.7,76,716,1253,11.29124098,87,G7,11.7,26.47,42.052,0.5,43.2,80,73.73,0,0.636569278,2878.77,0,237.518,0,78.14166032,0,5.4,3067
76,TOC,11.7,76,714,1256,11.29651492,87,G7,11.7,28.68,42.051,0.49,43.3,80,73.42,0,0.633892803,2879.63,0,236.939,0,77.85224676,0,5.38,3068
76,TOC,11.7,76,714,1257,11.05176274,87,G7,11.69,25.6,42.078,0.5,43.3,80,75.47,0,0.651592071,2880.5,0,237.583,0,78.2863671,0,5.41,3069
76,TOC,11.7,76,715,1259,10.47046488,87,G7,11.7,27.15,42.096,0.51,43.3,80,78.64,0,0.678961182,2881.35,0,237.531,0,77.27341965,0,5.34,3070
76,TOC,11.7,76,714,1261,11.02595693,87,G7,11.7,26.13,42.102,0.51,43.4,80,75.37,0,0.650728692,2882.23,0,237.449,0,77.99695354,0,5.39,3071
76,TOC,11.67,76,715,1263,10.98996662,87,G7,11.69,25.95,42.105,0.52,43.3,80,75.62,0,0.652887139,2883.08,0,237.12,0,77.99695354,0,5.39,3072
76,TOC,11.7,76,715,1264,10.89299489,87,G7,11.7,25.94,42.107,0.54,43.2,80,76.3,0,0.658758116,2883.94,0,237.298,0,77.99695354,0,5.39,3073
76,TOC,11.7,76,715,1265,10.58642749,87,G7,11.7,25.75,42.118,0.54,43.2,80,77.64,0,0.670327393,2884.81,0,237.266,0,77.12871287,0,5.33,3074
76,TOC,11.69,76,716,1266,10.4835815,87,G7,11.7,27.07,42.121,0.54,43.2,80,79.58,0,0.687076944,2885.67,0,237.223,0,78.2863671,0,5.41,3075
76,TOC,11.69,76,717,1268,10.98088263,87,G7,11.7,26.69,42.136,0.55,43.2,80,75.41,0,0.651074043,2886.54,0,237.21,0,77.70753998,0,5.37,3076
76,TOC,11.69,76,714,1268,10.88634348,87,G7,11.7,26.56,42.16,0.54,43.2,80,76.63,0,0.661607266,2887.4,0,237.124,0,78.2863671,0,5.41,3077
76,TOC,11.7,76,715,1274,10.28116944,87,G7,11.7,27.06,42.177,0.54,43.2,80,79.95,0,0.690271446,2888.29,0,237.322,0,77.12871287,0,5.33,3078
76,TOC,11.7,76,713,1270,11.52490818,87,G7,11.69,26.97,42.183,0.53,43.3,80,72.24,0,0.623704932,2889.13,0,237.203,0,78.14166032,0,5.4,3079
76,TOC,11.7,76,715,1270,9.943906006,87,G7,11.7,26.41,42.194,0.53,43.4,80,84.06,0,0.72575632,2889.98,0,236.985,0,78.43107388,0,5.42,3080
76,TOC,11.69,76,714,1271,11.28021748,87,G7,11.69,27.27,42.132,0.53,43.4,80,74.22,0,0.640799834,2890.85,0,236.82,0,78.57578065,0,5.43,3081
76,TOC,11.7,76,714,1271,11.40433069,87,G7,11.7,26.08,42.148,0.53,43.3,80,72.87,0,0.629144219,2891.7,0,236.714,0,77.99695354,0,5.39,3082
76,TOC,11.69,76,714,1272,10.65221306,87,G7,11.69,27.12,42.188,0.53,43.3,80,78.17,0,0.674903302,2892.57,0,236.604,0,78.14166032,0,5.4,3083
76,TOC,11.7,76,715,1274,10.68027314,87,G7,11.69,27.05,42.217,0.55,43.3,80,77.97,0,0.673176544,2893.44,0,236.572,0,78.14166032,0,5.4,3084
76,TOC,11.7,76,714,1275,12.11416071,87,G7,11.7,28.11,42.197,0.55,43.3,80,68.47,0,0.591155546,2894.29,0,236.506,0,77.85224676,0,5.38,3085
76,TOC,11.7,76,715,1275,13.15823114,87,G7,11.7,25.5,42.189,0.56,43.4,80,63.03,0,0.544187733,2895.16,0,236.177,0,77.85224676,0,5.38,3086
76,TOC,11.7,76,715,1275,12.99979997,87,G7,11.7,26.73,42.192,0.57,43.5,80,63.92,0,0.551871805,2896.02,0,236.084,0,77.99695354,0,5.39,3087
76,TOC,11.7,76,716,1276,13.07085567,87,G7,11.69,26.42,42.216,0.58,43.5,80,63.22,0,0.545828153,2896.87,0,236.009,0,77.56283321,0,5.36,3088
76,TOC,11.7,76,715,1275,14.66301014,87,G7,11.69,27.06,42.252,0.58,43.2,80,56.66,0,0.489190496,2897.73,0,235.967,0,77.99695354,0,5.39,3089
76,TOC,11.7,76,715,1275,14.4769339,87,G7,11.69,26.17,42.232,0.58,43.3,80,57.07,0,0.492730349,2898.6,0,236.022,0,77.56283321,0,5.36,3090
76,TOC,11.7,76,715,1274,14.31835146,87,G7,11.69,26.37,42.217,0.59,43.3,80,57.92,0,0.50006907,2899.46,0,235.839,0,77.85224676,0,5.38,3091
76,TOC,11.7,76,714,1274,14.50841296,87,G7,11.69,26.41,42.251,0.63,43.4,80,57.06,0,0.492644012,2900.32,0,235.61,0,77.70753998,0,5.37,3092
76,TOC,11.69,76,715,1274,14.38308527,87,G7,11.69,27.21,42.27,0.66,43.4,80,57.67,0,0.497910623,2901.18,0,235.471,0,77.85224676,0,5.38,3093
76,TOC,11.7,76,712,1273,13.34755441,87,G7,11.69,26.7,42.287,0.68,43.7,80,61.81,0,0.53365451,2902.05,0,235.575,0,77.41812643,0,5.35,3094
76,TOC,11.7,76,714,1275,13.43872764,87,G7,11.69,27.3,42.296,0.71,43.7,80,61.51,0,0.531064374,2902.91,0,235.899,0,77.56283321,0,5.36,3095
76,TOC,11.7,76,714,1273,13.63585498,87,G7,11.69,26.68,42.275,0.72,43.7,80,60.96,0,0.526315789,2903.77,0,235.981,0,77.99695354,0,5.39,3096
76,TOC,11.69,76,716,1266,13.37050573,87,G7,11.69,26.65,42.245,0.74,43.8,80,61.83,0,0.533827186,2904.64,0,244.93,0,77.56283321,0,5.36,3097
76,TOC,11.7,76,714,1271,13.65913982,87,G7,11.69,26.17,42.262,0.76,43.8,80,60.75,0,0.524502694,2905.5,0,253.423,0,77.85224676,0,5.38,3098
76,TOC,11.7,76,713,1279,13.52803131,87,G7,11.69,25.78,42.264,0.76,43.8,80,60.77,0,0.52467537,2906.35,0,253.509,0,77.12871287,0,5.33,3099
76,TOC,11.7,76,714,1257,13.78405334,87,G7,11.7,25.72,42.254,0.77,43.8,80,60.2,0,0.51975411,2907.21,0,253.663,0,77.85224676,0,5.38,3100
76,TOC,11.7,76,715,1237,8.821935865,87,G7,11.7,26.56,42.258,1.19,43.8,80,93.83,0,0.81010844,2908.15,0,253.672,0,77.41812643,0,5.35,3101
72,TOC,11.54,72,714,1280,1.159944734,87,G7,11.7,26.25,42.29,0.06,43.8,80,617.16,0,5.624453193,2908.94,0,253.549,0,67.17440975,0,4.9,3102
4,TOC,11.7,4,536,594,0.877339962,71,G7,11.7,21.76,42.351,21.01,44,54,71.54,0,11.7355643,2909.8,0,254.094,0,0.319878142,0,0.42,3103
76,TOC,11.7,76,716,1292,19.5956498,87,G7,11.7,26,42.317,2.01,44.1,80,42.74,0,0.36900815,2910.66,0,249.839,0,78.43107388,0,5.42,3104
76,TOC,11.7,76,715,1293,19.7192827,87,G7,11.7,26.33,42.312,2.02,44,80,42.08,0,0.363309849,2911.52,0,249.581,0,77.70753998,0,5.37,3105
76,TOC,11.7,76,714,1293,19.78257425,87,G7,11.7,26.35,42.317,2.03,44,80,42.18,0,0.364173228,2912.38,0,249.911,0,78.14166032,0,5.4,3106
76,TOC,11.69,76,716,1293,18.8583189,87,G7,11.69,26.63,42.362,2.03,44,80,44.42,0,0.383512916,2913.25,0,249.999,0,78.43107388,0,5.42,3107
76,TOC,11.7,76,715,1293,18.33636129,87,G7,11.69,27.08,42.417,2.03,44.2,80,45.69,0,0.394477828,2914.11,0,250.108,0,78.43107388,0,5.42,3108
76,TOC,11.7,76,716,1294,17.09634536,87,G7,11.69,25.9,42.445,2.03,44.3,80,49.11,0,0.424005387,2914.97,0,250.001,0,78.57578065,0,5.43,3109
76,TOC,11.69,76,716,1294,16.71486843,87,G7,11.7,26.32,42.412,2.02,44.3,80,50.05,0,0.432121149,2915.83,0,250.106,0,78.2863671,0,5.41,3110
76,TOC,11.7,76,716,1294,16.71115045,87,G7,11.7,26.92,42.394,2.01,44.3,80,50.06,0,0.432207487,2916.69,0,250.106,0,78.2863671,0,5.41,3111
76,TOC,11.7,76,716,1294,16.77669468,87,G7,11.7,26.64,42.444,2.01,44.5,80,50.14,0,0.43289819,2916.74,0,249.574,0,78.72048743,0,5.44,3112
76,TOC,11.7,76,716,1294,16.77669468,87,G7,11.7,26.64,42.444,2.01,44.5,80,50.14,0,0.43289819,2916.74,0,249.574,0,78.72048743,0,5.44,3113
76,TOC,11.7,76,716,1294,16.77669468,87,G7,11.7,26.64,42.444,2.01,44.5,80,50.14,0,0.43289819,2916.74,0,249.574,0,78.72048743,0,5.44,3114
76,TOC,11.7,76,716,1294,16.77669468,87,G7,11.7,26.64,42.444,2.01,44.5,80,50.14,0,0.43289819,2916.74,0,249.574,0,78.72048743,0,5.44,3115
76,TOC,11.7,76,716,1294,16.77669468,87,G7,11.7,26.64,42.444,2.01,44.5,80,50.14,0,0.43289819,2916.74,0,249.574,0,78.72048743,0,5.44,3116
76,TOC,11.7,76,716,1294,16.77669468,87,G7,11.7,26.64,42.444,2.01,44.5,80,50.14,0,0.43289819,2916.74,0,249.574,0,78.72048743,0,5.44,3117
76,TOC,11.7,76,714,1295,16.11463758,87,G7,11.69,26.67,42.463,2.04,44.6,80,52.31,0,0.451633513,2922.72,0,250.051,0,78.86519421,0,5.45,3118
76,TOC,11.7,76,715,1295,16.50518915,87,G7,11.69,25.35,42.438,2.02,44.4,80,50.97,0,0.440064235,2923.58,0,249.535,0,78.72048743,0,5.44,3119
76,TOC,11.7,76,715,1295,15.53373643,87,G7,11.69,26.41,42.386,2,44.3,80,54.47,0,0.470282498,2924.45,0,249.671,0,79.15460777,0,5.47,3120
76,TOC,11.7,76,716,1295,11.32781822,87,G7,11.7,26.54,42.41,1.99,44.4,80,74.56,0,0.643735323,2925.3,0,249.802,0,78.86519421,0,5.45,3121
76,TOC,11.7,76,714,1295,11.38544981,87,G7,11.69,27.21,42.429,1.96,44.4,80,73.9,0,0.638037022,2926.17,0,249.64,0,78.57578065,0,5.43,3122
76,TOC,11.7,76,715,1294,11.63627046,87,G7,11.69,26.54,42.451,1.97,44.4,80,71.5,0,0.617315928,2927.03,0,249.558,0,77.70753998,0,5.37,3123
76,TOC,11.7,76,715,1294,11.83699454,87,G7,11.7,27.11,42.472,1.95,44.5,80,71.06,0,0.61351706,2927.89,0,249.738,0,78.57578065,0,5.43,3124
76,TOC,11.7,76,716,1296,11.0332296,87,G7,11.69,26.47,42.507,1.97,44.4,80,76.7,0,0.662211631,2928.75,0,249.796,0,79.00990099,0,5.46,3125
76,TOC,11.7,76,715,1298,11.64722923,87,G7,11.7,27.72,42.497,1.96,44.4,80,72.76,0,0.628194502,2929.61,0,249.43,0,79.15460777,0,5.47,3126
76,TOC,11.7,76,718,1296,11.74178532,88,G7,11.7,27.47,42.498,1.95,44.5,80,71.64,0,0.618524658,2930.48,0,249.938,0,78.57578065,0,5.43,3127
76,TOC,11.7,76,717,1296,11.75454685,87,G7,11.69,26.43,42.511,1.94,44.5,80,72.35,0,0.624654648,2931.35,0,249.514,0,79.44402133,0,5.49,3128
76,TOC,11.7,76,716,1297,10.73097068,87,G7,11.7,26.47,42.52,1.96,44.6,80,79.74,0,0.688458351,2932.21,0,249.723,0,79.87814166,0,5.52,3129
76,TOC,11.7,76,716,1296,12.38792537,87,G7,11.69,26.38,42.49,1.95,44.5,80,68.38,0,0.590378505,2933.06,0,249.76,0,79.15460777,0,5.47,3130
76,TOC,11.7,76,717,1296,11.69999323,87,G7,11.69,26.51,42.468,1.95,44.6,80,72.03,0,0.621891836,2933.91,0,249.645,0,78.72048743,0,5.44,3131
76,TOC,11.7,76,716,1296,11.70645134,87,G7,11.69,26.51,42.465,1.95,44.7,80,71.99,0,0.621546484,2934.77,0,249.768,0,78.72048743,0,5.44,3132
76,TOC,11.7,76,716,1299,10.99106327,87,G7,11.7,25.68,42.461,1.94,44.7,80,77.27,0,0.667132891,2935.64,0,249.74,0,79.29931455,0,5.48,3133
76,TOC,11.69,76,718,1298,12.51622553,88,G7,11.7,25.77,42.453,1.94,44.5,80,67.92,0,0.586406962,2936.49,0,249.625,0,79.44402133,0,5.49,3134
76,TOC,11.7,76,717,1297,11.69392694,87,G7,11.69,26.17,42.468,1.94,44.5,80,72.86,0,0.629057881,2937.35,0,249.832,0,79.5887281,0,5.5,3135
76,TOC,11.7,76,715,1298,11.70634522,87,G7,11.69,26.55,42.52,1.95,44.7,80,72.52,0,0.626122393,2938.21,0,249.662,0,79.29931455,0,5.48,3136
76,TOC,11.7,76,716,1298,11.28354609,87,G7,11.69,27.03,42.553,1.95,44.7,80,76.08,0,0.656858682,2939.09,0,249.609,0,80.16755522,0,5.54,3137
76,TOC,11.69,76,716,1297,12.46699461,87,G7,11.69,26.65,42.562,1.96,44.8,80,68.07,0,0.587702031,2939.94,0,249.664,0,79.29931455,0,5.48,3138
76,TOC,11.69,76,717,1298,12.15467655,88,G7,11.69,26.27,42.549,1.96,44.8,80,70.34,0,0.607300732,2940.8,0,249.565,0,79.87814166,0,5.52,3139
76,TOC,11.7,76,717,1299,12.36118068,88,G7,11.69,26.96,42.563,1.95,44.8,80,69.03,0,0.595990468,2941.65,0,249.637,0,79.73343488,0,5.51,3140
76,TOC,11.7,76,717,1298,12.33571674,88,G7,11.69,27.22,42.589,1.93,44.8,80,69.42,0,0.599357646,2942.52,0,249.451,0,80.02284844,0,5.53,3141
76,TOC,11.69,76,716,1298,13.34619631,87,G7,11.69,26.7,42.609,1.91,44.8,80,64.13,0,0.553684901,2943.39,0,249.665,0,80.02284844,0,5.53,3142
76,TOC,11.7,76,717,1299,13.21741692,88,G7,11.69,26.43,42.615,1.91,44.7,80,64.29,0,0.555066308,2944.23,0,249.429,0,79.44402133,0,5.49,3143
76,TOC,11.7,76,716,1298,12.649092,87,G7,11.68,27.4,42.556,1.92,44.5,80,67.81,0,0.585457245,2945.1,0,249.158,0,80.16755522,0,5.54,3144
76,TOC,11.7,76,718,1299,12.04446119,88,G7,11.69,26.01,42.579,1.89,44.6,80,72,0,0.621632822,2945.98,0,249.508,0,81.03579589,0,5.6,3145
76,TOC,11.7,76,716,1298,13.7834422,87,G7,11.69,26.42,42.589,1.86,44.5,80,62.3,0,0.537885067,2946.83,0,249.427,0,80.312262,0,5.55,3146
76,TOC,11.7,76,717,1297,15.11610183,87,G7,11.69,26.88,42.573,1.85,44.3,80,56.37,0,0.486686697,2947.68,0,249.342,0,79.73343488,0,5.51,3147
76,TOC,11.7,76,716,1298,13.38312607,87,G7,11.69,26.16,42.593,1.83,44.5,80,63.59,0,0.549022655,2948.54,0,249.131,0,79.5887281,0,5.5,3148
76,TOC,11.7,76,716,1297,11.52115489,87,G7,11.68,26.72,42.558,1.81,44.5,80,74.33,0,0.641749551,2949.41,0,249.47,0,80.02284844,0,5.53,3149
76,TOC,11.7,76,715,1298,12.34718911,87,G7,11.69,25.86,42.574,1.8,44.3,80,68.95,0,0.595299765,2950.27,0,249.179,0,79.5887281,0,5.5,3150
76,TOC,11.69,76,716,1297,12.32898931,87,G7,11.69,26.75,42.588,1.77,44.2,80,70.05,0,0.604796933,2951.13,0,249,0,80.74638233,0,5.58,3151
76,TOC,11.7,76,715,1298,11.17270155,87,G7,11.68,26.84,42.604,1.72,44.3,80,76.5,0,0.660484874,2951.98,0,249.363,0,79.87814166,0,5.52,3152
76,TOC,11.7,76,715,1299,12.24640639,87,G7,11.69,26.57,42.617,1.7,44.5,80,70.13,0,0.605487636,2952.87,0,249.176,0,80.312262,0,5.55,3153
76,TOC,11.7,76,715,1298,13.28027075,87,G7,11.69,27.59,42.591,1.68,44.7,80,63.94,0,0.552044481,2953.7,0,249.053,0,79.44402133,0,5.49,3154
76,TOC,11.69,76,715,1298,12.59436212,87,G7,11.69,26.72,42.607,1.65,44.8,80,67.68,0,0.584334853,2954.56,0,249.027,0,79.73343488,0,5.51,3155
76,TOC,11.68,76,714,1299,12.48972268,87,G7,11.69,27.23,42.644,1.65,44.9,80,68.25,0,0.589256113,2955.42,0,249.065,0,79.73343488,0,5.51,3156
76,TOC,11.7,76,715,1299,11.91749516,87,G7,11.69,27.1,42.648,1.63,45.1,80,71.8,0,0.619906064,2956.3,0,249.346,0,80.02284844,0,5.53,3157
76,TOC,11.7,76,717,1299,13.14117185,87,G7,11.68,26.31,42.597,1.62,45.1,80,65.55,0,0.565944882,2957.15,0,249.058,0,80.60167555,0,5.57,3158
76,TOC,11.69,76,715,1299,12.75641165,87,G7,11.68,27.24,42.616,1.61,45,80,67.05,0,0.578895566,2958,0,249.011,0,80.02284844,0,5.53,3159
76,TOC,11.7,76,717,1300,12.64658648,87,G7,11.67,26.4,42.644,1.6,44.9,80,68,0,0.587097665,2958.86,0,248.822,0,80.45696877,0,5.56,3160
76,TOC,11.69,76,716,1299,12.78956843,87,G7,11.67,26.69,42.668,1.58,44.9,80,66.99,0,0.578377538,2959.73,0,248.899,0,80.16755522,0,5.54,3161
76,TOC,11.7,76,716,1300,10.18980582,87,G7,11.68,26.76,42.673,1.59,44.9,80,84.19,0,0.726878713,2960.59,0,249.032,0,80.16755522,0,5.54,3162
76,TOC,11.7,76,717,1300,10.59582307,87,G7,11.7,26.98,42.689,1.58,44.9,80,81.38,0,0.702617765,2961.45,0,248.88,0,80.60167555,0,5.57,3163
76,TOC,11.7,76,717,1299,10.60333565,87,G7,11.69,27.38,42.691,1.58,44.8,80,81.03,0,0.699595939,2962.32,0,248.958,0,80.312262,0,5.55,3164
76,TOC,11.7,76,715,1301,10.28560179,87,G7,11.69,26.95,42.68,1.58,44.7,80,84,0,0.725238293,2963.16,0,248.76,0,80.74638233,0,5.58,3165
76,TOC,11.7,76,716,1299,10.32309973,87,G7,11.68,27.17,42.67,1.57,44.8,80,82.04,0,0.708316066,2964.01,0,248.852,0,79.15460777,0,5.47,3166
76,TOC,11.7,76,716,1300,10.34883903,87,G7,11.67,26.18,42.675,1.57,45,80,83.63,0,0.722043791,2964.88,0,248.717,0,80.89108911,0,5.59,3167
76,TOC,11.7,76,716,1300,10.25945583,87,G7,11.68,26.51,42.626,1.58,45.1,80,84.97,0,0.733613068,2965.74,0,248.528,0,81.46991622,0,5.63,3168
76,TOC,11.7,76,716,1300,10.76732325,87,G7,11.68,27.57,42.608,1.58,45.2,80,80.22,0,0.692602569,2966.6,0,248.671,0,80.74638233,0,5.58,3169
76,TOC,11.7,76,716,1301,9.227073965,87,G7,11.66,24.9,42.62,1.58,45.2,80,93.87,0,0.810453792,2967.46,0,248.671,0,80.89108911,0,5.59,3170
76,TOC,11.7,76,716,1301,8.959682999,87,G7,11.68,27,42.614,1.58,45.3,80,97.21,0,0.839290648,2968.32,0,248.704,0,81.32520944,0,5.62,3171
