well
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
