iter	RMSE
0	0.03496222547
1	0.03419262879
2	0.03344560012
3	0.03277309135
4	0.03204190162
5	0.03138239188
6	0.03070655775
7	0.03012059938
8	0.02954735732
9	0.02896648946
10	0.02837709154
11	0.0278500263
12	0.02735346777
13	0.02683322848
14	0.0263631041
15	0.02587053283
16	0.0254383031
17	0.02495760003
18	0.02460549534
19	0.02422312811
20	0.02386801612
21	0.02353473258
22	0.02321099247
23	0.02283737137
24	0.02247226777
25	0.02219880764
26	0.02190116481
27	0.02167022766
28	0.02139754422
29	0.02110052007
30	0.02086550641
31	0.02052625814
32	0.02012097047
33	0.01989883356
34	0.01955276047
35	0.01925440809
36	0.01900015343
37	0.01881673918
38	0.01858281381
39	0.01841374422
40	0.01817283455
41	0.0180210127
42	0.01781538123
43	0.01758089291
44	0.01734841533
45	0.01709902305
46	0.01688330208
47	0.01671722079
48	0.01650452951
49	0.01630843349
50	0.01613801958
51	0.01599786087
52	0.01585776351
53	0.01568348034
54	0.01543353136
55	0.01526837782
56	0.0150675875
57	0.0149350353
58	0.01478668919
59	0.01463060419
60	0.01453415514
61	0.01436900234
62	0.01427322435
63	0.01411661319
64	0.01395745072
65	0.01381674563
66	0.01367180035
67	0.01356001988
68	0.0133904848
69	0.01325185821
70	0.01314869834
71	0.01303071041
72	0.01293576676
73	0.01289108932
74	0.01274738511
75	0.01264239894
76	0.01257390888
77	0.01243044839
78	0.01236511543
79	0.01225709838
80	0.01217195063
81	0.01204160855
82	0.01188835087
83	0.01178020071
84	0.01168021836
85	0.01158373809
86	0.01152437181
87	0.01146431473
88	0.01137140264
89	0.01129697007
90	0.01126463961
91	0.01117126798
92	0.01112411778
93	0.01105917582
94	0.01098005695
95	0.01090200883
96	0.01084924473
97	0.0107829028
98	0.01071773098
99	0.01065478852
100	0.01060385103
101	0.01057782336
102	0.01050965888
103	0.0104314147
104	0.01031544774
105	0.01027514301
106	0.01025655802
107	0.01018210952
108	0.01014333243
109	0.01003491203
110	0.009963198921
111	0.009903174357
112	0.009859089911
113	0.009804845247
114	0.009765654837
115	0.009740475847
116	0.009667372568
117	0.009597730986
118	0.009536514723
119	0.009467309565
120	0.009411295198
121	0.009394047598
122	0.009323250882
123	0.009246712268
124	0.009193400237
125	0.00910377648
126	0.00906995599
127	0.008989400052
128	0.008924019591
129	0.008857869946
130	0.008830897693
131	0.008775385728
132	0.008756925293
133	0.008694983626
134	0.008635877462
135	0.008578676817
136	0.008519023183
137	0.008465079158
138	0.008427502724
139	0.008375803143
140	0.008343794177
141	0.00828719165
142	0.008249317872
143	0.008204043384
144	0.008143066643
145	0.008105548625
146	0.008028709345
147	0.007990249982
148	0.007948897089
149	0.007913367173
150	0.007868950101
151	0.007831352525
152	0.007763031991
153	0.007748536092
154	0.007726801111
155	0.007664463924
156	0.007641891244
157	0.007595970323
158	0.007559562582
159	0.007526735994
160	0.00750772936
161	0.007485835512
162	0.007433748129
163	0.007398903297
164	0.007378234142
165	0.007333318349
166	0.007302119591
167	0.007240147508
168	0.007216931071
169	0.007193039218
170	0.0071814676
171	0.00715224898
172	0.007113651466
173	0.00707991931
174	0.007037932858
175	0.007010075723
176	0.00698173514
177	0.006943532901
178	0.006919204277
179	0.006875009572
180	0.00685517173
181	0.006808785803
182	0.006774420315
183	0.006740318627
184	0.006708034553
185	0.006683028143
186	0.006646744192
187	0.006595008425
188	0.006557491654
189	0.006521563218
190	0.006489596744
191	0.006457266414
192	0.006437569373
193	0.006410337566
194	0.006385913367
195	0.006371577031
196	0.0063656364
197	0.006338439612
198	0.006315080025
199	0.006302185213
200	0.006274557511
201	0.006245891983
202	0.006217082901
203	0.006196138853
204	0.006173622345
205	0.006148555778
206	0.006136291348
207	0.006102146997
208	0.006093671397
209	0.006069012633
210	0.006039048716
211	0.006010383891
212	0.005980623304
213	0.005975224091
214	0.005932625312
215	0.005907908494
216	0.005895633421
217	0.00588789312
218	0.005862666859
219	0.005837956963
220	0.005813914526
221	0.005789195278
222	0.005761026358
223	0.005739945264
224	0.005713451473
225	0.005684220539
226	0.005649236871
227	0.005624315887
228	0.00559192887
229	0.005588733868
230	0.005581312667
231	0.005577145327
232	0.00554635328
233	0.005527858416
234	0.005524202752
235	0.005511550381
236	0.005488531594
237	0.005456415193
238	0.005425779558
239	0.00539958035
240	0.005372879052
241	0.005344557962
242	0.005308862971
243	0.005304480038
244	0.005286164088
245	0.00525539758
246	0.005250130982
247	0.005241305086
248	0.005211675564
249	0.005184975515
250	0.00517622395
251	0.00514966148
252	0.005123836474
253	0.005118511197
254	0.005096837216
255	0.005067235643
256	0.005056061914
257	0.005053458386
258	0.005026240078
259	0.005001647923
260	0.004996529962
261	0.00497535309
262	0.004968251248
263	0.004963366342
264	0.004946626708
265	0.004929056305
266	0.004907492524
267	0.004904415331
